meeting	sequence	date	type	speaker	statement	code2	code
201403	0	2014-03-04	confcall	YELLEN	Good afternoon, everyone. I appreciate your making time for this meeting.	92	9
201403	1	2014-03-04	confcall	YELLEN	I would have preferred that we all be together in person for my first meeting as Chair so I could thank you personally for the good wishes you have offered.	92	9
201403	2	2014-03-04	confcall	YELLEN	But let me express those thanks nonetheless.	92	9
201403	3	2014-03-04	confcall	YELLEN	Steve Kamin distributed a note on developments in Ukraine, and I would like to defer that until the end of the meeting.	92	9
201403	4	2014-03-04	confcall	YELLEN	But if time permits after we have discussed forward guidance, if you have questions for Steve, I’m sure he would be glad to take them up.	92	9
201403	5	2014-03-04	confcall	YELLEN	The main purpose of this meeting is to discuss our forward guidance so that we are able to reach agreement on how to revise it in March.	92	9
201403	6	2014-03-04	confcall	YELLEN	The unemployment rate, at 6.6 percent, is very close to the threshold in our FOMC statement.	92	9
201403	7	2014-03-04	confcall	YELLEN	And despite the weaker tone of recent data, the threshold could be crossed soon, perhaps even before our March meeting.	92	9
201403	8	2014-03-04	confcall	YELLEN	At a minimum, this means that we may need to remove the threshold language at the March meeting.	92	9
201403	9	2014-03-04	confcall	YELLEN	But many of us have expressed an interest in also providing more information about the post-threshold period.	92	9
201403	10	2014-03-04	confcall	YELLEN	In light of the complexities involved in modifying our forward guidance, I thought it would be useful for us to discuss some options outside the context of a regular meeting where the state of the economy and a policy decision take priority.	92	9
201403	11	2014-03-04	confcall	YELLEN	By way of introduction, I would like to make a couple of general comments about forward guidance.	92	9
201403	12	2014-03-04	confcall	YELLEN	I personally see our forward guidance as having served a very important role in keeping financial conditions accommodative and as having thereby supported the recovery.	92	9
201403	13	2014-03-04	confcall	YELLEN	Now that we have finally reached the point when a return to something close to full employment and price stability is in most of our SEP forecasts, issues pertaining to liftoff and normalization will naturally come to play a larger role in our policy communications.	92	9
201403	14	2014-03-04	confcall	YELLEN	I would urge everyone to remain mindful, though, of the numerous “false dawns” the economy has presented.	92	9
201403	15	2014-03-04	confcall	YELLEN	The effective lower bound on interest rates still imposes an important asymmetry on our ability to respond to upside and downside risks.	92	9
