meeting	sequence	date	type	speaker	statement	code2	code
201404	0	2014-04-30	meeting	YELLEN	Good morning, everybody.	5	5
201404	1	2014-04-30	meeting	YELLEN	Unfortunately, this is the last FOMC meeting for both President Pianalto and Governor Stein.	5	5
201404	2	2014-04-30	meeting	YELLEN	I think you know that tonight we will have a joint farewell reception and dinner for our colleagues, as well as for former governor Sarah Bloom Raskin.	5	5
201404	3	2014-04-30	meeting	YELLEN	But I would like to take this opportunity to thank them here as well.	5	5
201404	4	2014-04-30	meeting	YELLEN	Sandy began attending FOMC meetings in 1993 as a first vice president of the Federal Reserve Bank of Cleveland and then started attending as president of the Bank in the relative calm of 2003.	5	5
201404	5	2014-04-30	meeting	YELLEN	[Laughter]	5	5
201404	6	2014-04-30	meeting	YELLEN	All in all, she has attended 101 FOMC meetings, which is more than any other currently serving president.	5	5
201404	7	2014-04-30	meeting	YELLEN	Sandy has always been a voice of reason, and her contributions have been much appreciated, particularly during some of the darkest days of the financial crisis.	5	5
201404	8	2014-04-30	meeting	YELLEN	Jeremy is one of our newest colleagues.	5	5
201404	9	2014-04-30	meeting	YELLEN	He joined the Committee in June 2012 and has attended 16 meetings.	5	5
201404	10	2014-04-30	meeting	YELLEN	During his time here, Jeremy has had to grapple with how to set policy in an economy that is still recovering from the crisis, and he has made very important intellectual contributions to the work of the Board and of the FOMC.	5	5
201404	11	2014-04-30	meeting	YELLEN	Both Sandy and Jeremy have been wonderful colleagues.	5	5
201404	12	2014-04-30	meeting	YELLEN	Sandy and Jeremy, thank you both for your service.	5	5
201404	13	2014-04-30	meeting	YELLEN	I want you to know you will be greatly missed, and we will have more words to say this evening.	5	5
201404	14	2014-04-30	meeting	YELLEN	[Applause]	5	5
201404	15	2014-04-30	meeting	YELLEN	Bill, do you want to introduce your colleague?	5	5
201404	16	2014-04-30	meeting	DUDLEY	Yes.	5	5
201404	17	2014-04-30	meeting	DUDLEY	I want to introduce Antoine Martin, who is at the table, from the research department in New York.	5	5
201404	18	2014-04-30	meeting	DUDLEY	Welcome, Antoine.	5	5
201404	19	2014-04-30	meeting	YELLEN	Okay.	5	5
201404	20	2014-04-30	meeting	YELLEN	And now let’s turn to our first topic, which is monetary policy normalization.	92	9
201404	21	2014-04-30	meeting	YELLEN	Let me say that this discussion will take place as a joint meeting of the FOMC and the Board.	92	9
201404	22	2014-04-30	meeting	YELLEN	And with respect to our Board meeting, I will need a motion to close the meeting.	92	9
201404	23	2014-04-30	meeting	TARULLO	So moved.	92	9
201404	24	2014-04-30	meeting	YELLEN	Thank you.	92	9
201404	25	2014-04-30	meeting	YELLEN	Without objection.	92	9
201404	26	2014-04-30	meeting	YELLEN	I would like to start off our session this morning with a few remarks on the objectives and timetable for our work on monetary policy normalization.	92	9
201404	27	2014-04-30	meeting	YELLEN	Before doing so, though, I want to give special thanks to the staff for all their hard work on these complicated issues and for the excellent set of memos that they prepared for this meeting.	92	9
201404	28	2014-04-30	meeting	YELLEN	Let me begin by saying I am completely convinced that we have the tools to adjust the stance of policy as needed to meet our macroeconomic objectives.	92	9
201404	29	2014-04-30	meeting	YELLEN	So this discussion is about how to deploy our mix of tools to attain these objectives most effectively in a way that balances other considerations appropriately.	92	9
201404	30	2014-04-30	meeting	YELLEN	As the briefing materials make clear, however, there is quite a mix of subtle and intertwined issues to take into account, involving market functioning, the scope of our activities in the nonbank sector, communications, financial stability, and possible implications of our current choices for our longer-run operating procedure.	92	9
201404	31	2014-04-30	meeting	YELLEN	I don’t want to get into the substance of these issues at this point.	92	9
201404	32	2014-04-30	meeting	YELLEN	I just want to make a few overarching comments that may serve to frame our discussion.	92	9
201404	33	2014-04-30	meeting	YELLEN	If the recovery proceeds broadly as we expect, we will likely begin to raise interest rates sometime next year.	92	9
201404	34	2014-04-30	meeting	YELLEN	I believe it is important that we communicate our normalization plans to the public well before that time.	92	9
201404	35	2014-04-30	meeting	YELLEN	I would see the press conference after the September meeting as potentially providing a good opportunity to lay out for the public some of our thinking on these matters.	92	9
201404	36	2014-04-30	meeting	YELLEN	If you agree with this timetable, we will need to make substantial progress in nailing down our approach over the course of this meeting and, then, the June and July meetings.	92	9
201404	37	2014-04-30	meeting	YELLEN	There are difficult issues here, which we need to work through collectively, before we can be confident that we are ready to manage the normalization process and convey that confidence to the public.	92	9
201404	38	2014-04-30	meeting	YELLEN	So I think a concentrated effort will surely be required to make the necessary progress by September.	92	9
201404	39	2014-04-30	meeting	YELLEN	Of course—and fortunately—we are not starting from scratch.	92	9
201404	40	2014-04-30	meeting	YELLEN	Our deliberations will build on our earlier discussions of normalization and draw on the results from the ongoing testing of our tools.	92	9
201404	41	2014-04-30	meeting	YELLEN	One lesson from our earlier efforts at spelling out our exit strategy, which is a topic we discussed at length in our meeting just a year ago, is that what may seem perfectly sensible ex ante may end up seeming much less attractive as conditions change in unforeseen ways.	92	9
201404	42	2014-04-30	meeting	YELLEN	I think we need to accept the reality that we cannot know exactly what kind of market conditions and considerations we will face when the time comes to begin raising rates.	92	9
201404	43	2014-04-30	meeting	YELLEN	And we cannot know with precision how well any particular strategy will work.	92	9
201404	44	2014-04-30	meeting	YELLEN	So, while I don’t want to prejudge any decisions on specific issues, I believe it is important that we create a framework in which we can deploy our mix of tools relatively flexibly to deal with contingencies that may arise.	92	9
201404	45	2014-04-30	meeting	YELLEN	But it is equally important that we agree on a framework that we can explain simply and clearly, so as to convincingly convey our confidence that we can adjust the stance of policy as appropriate to promote our macroeconomic objectives.	92	9
