meeting	sequence	date	type	speaker	statement	code2	code
201406	0	2014-06-18	meeting	YELLEN	I’d like to begin by welcoming three people to the table today:  Stan Fischer, Lael Brainard, and Loretta Mester.	5	5
201406	1	2014-06-18	meeting	YELLEN	This is the first FOMC meeting for both Stan and Lael, but both have very deep experience in economic policy over many years in a variety of other contexts.	5	5
201406	2	2014-06-18	meeting	YELLEN	Loretta, as you all know, has actually been attending FOMC meetings for 14 years, but she joins us now as President of the Federal Reserve Bank of Cleveland.	5	5
201406	3	2014-06-18	meeting	YELLEN	We welcome our three distinguished colleagues and look forward to collaborating with them and to learning from them.	5	5
201406	4	2014-06-18	meeting	YELLEN	The first thing we need to do is items 1 and 2 this morning, which we will discuss in a joint FOMC and Board meeting.	5	5
201406	5	2014-06-18	meeting	YELLEN	So with respect to the Board meeting, I need a motion to close the meeting.	5	5
201406	6	2014-06-18	meeting	YELLEN	[Aside to Governor Fischer]	5	5
201406	7	2014-06-18	meeting	YELLEN	“So moved.”.	5	5
201406	8	2014-06-18	meeting	YELLEN	Remember, I told you, it is an assigned job.	5	5
201406	9	2014-06-18	meeting	FISCHER	So it’s always “so moved”?	5	5
201406	10	2014-06-18	meeting	FISCHER	There’s no variation?	5	5
201406	11	2014-06-18	meeting	YELLEN	No, that’s it.	5	5
201406	12	2014-06-18	meeting	FISCHER	No variation.	5	5
201406	13	2014-06-18	meeting	FISCHER	All right.	5	5
201406	14	2014-06-18	meeting	YELLEN	Thank you.	5	5
201406	15	2014-06-18	meeting	YELLEN	And then I say, “Without objection.”	5	5
201406	16	2014-06-18	meeting	YELLEN	[Laughter]	5	5
201406	17	2014-06-18	meeting	YELLEN	Maybe there is an objection, but at any rate, our first item is a staff report on market developments and operations.	5	5
201406	18	2014-06-18	meeting	YELLEN	Lorie Logan.	61	6
201406	19	2014-06-18	meeting	LOGAN	Thank you, Madam Chair.	61	6
201406	20	2014-06-18	meeting	LOGAN	Over the intermeeting period, market participants were focused on two ongoing themes:  the decline in longer-term interest rates, and the low levels of volatility across financial markets.	61	6
201406	21	2014-06-18	meeting	LOGAN	I will focus on these two developments before turning to the ECB’s recent policy actions.	61	6
201406	22	2014-06-18	meeting	LOGAN	Simon will review Desk operations and discuss two memos on the effective federal funds rate and overnight RRP counterparty framework that you received in advance of the meeting today.	61	6
201406	23	2014-06-18	meeting	LOGAN	As shown in the top-left panel of your first exhibit, domestic financial conditions eased a bit over the period, continuing a broad trend since the December FOMC meeting.	61	6
201406	24	2014-06-18	meeting	LOGAN	Longer-term US interest rates have declined—driven almost entirely by declines in real rates—while corporate credit spreads have narrowed and equity prices have increased.	61	6
201406	25	2014-06-18	meeting	LOGAN	This easing in conditions has occurred against a backdrop of highly accommodative monetary policy from major developed-economy central banks, including the ECB.	61	6
201406	26	2014-06-18	meeting	LOGAN	The pronounced decline in longer-term tenors has occurred across advanced foreign economies despite important differences in their economic and policy outlooks.	61	6
201406	27	2014-06-18	meeting	LOGAN	As shown in the top-right panel, the US, UK, and German five-year, five-year forward nominal rates are about 65 to 90 basis points lower since December.	61	6
201406	28	2014-06-18	meeting	LOGAN	Market participants cite a variety of potential drivers for the declines, but do express some puzzlement over the extent of the moves.	61	6
