meeting	sequence	date	type	speaker	statement	code2	code
201407	0	2014-07-30	meeting	YELLEN	Good morning, everybody.	5	5
201407	1	2014-07-30	meeting	YELLEN	I would like to begin today’s meeting by giving the floor to President Fisher, who asked if he could take a minute to address the group.	5	5
201407	2	2014-07-30	meeting	FISHER	Thank you, Madam Chair.	5	5
201407	3	2014-07-30	meeting	FISHER	I wanted to apologize to the group for having an excerpted part of my speech in the Wall Street Journal on Monday during the blackout period.	5	5
201407	4	2014-07-30	meeting	FISHER	I asked them not to publish it during the blackout.	5	5
201407	5	2014-07-30	meeting	FISHER	Michelle has seen the string of e-mails.	5	5
201407	6	2014-07-30	meeting	FISHER	They sent me back what I actually said, which is always dangerous, on the 16th of July.	5	5
201407	7	2014-07-30	meeting	FISHER	I did correct it because there were a lot of misstatements in there that they had created from the speech.	5	5
201407	8	2014-07-30	meeting	FISHER	Having said that, I think all of us, especially me, need to be conscious of the fact that whatever we say can appear.	5	5
201407	9	2014-07-30	meeting	FISHER	I did argue with them about publishing it.	5	5
201407	10	2014-07-30	meeting	FISHER	They were firm on it.	5	5
201407	11	2014-07-30	meeting	FISHER	But I think, Madam Chair, I am embarrassed because this is a sacred institution.	5	5
201407	12	2014-07-30	meeting	FISHER	I am also embarrassed because they had one of the San Francisco Fed’s dollars in the picture.	5	5
201407	13	2014-07-30	meeting	FISHER	It had an “L” at the very end, rather than a “K.”	5	5
201407	14	2014-07-30	meeting	FISHER	I don’t want to embarrass my colleague from San Francisco, and I just wanted to issue a public “I’m sorry.”	5	5
201407	15	2014-07-30	meeting	FISHER	Thank you, Madam Chair.	5	5
201407	16	2014-07-30	meeting	YELLEN	Thank you.	5	5
201407	17	2014-07-30	meeting	YELLEN	Next I want to mention that the subcommittee on communications is up and running under the leadership of Governor Fischer.	97	9
201407	18	2014-07-30	meeting	YELLEN	I thought I would just turn over the floor to him for a second to report on their activities.	97	9
201407	19	2014-07-30	meeting	FISCHER	Thanks very much, Madam Chair.	97	9
