meeting	sequence	date	type	speaker	statement	code2	code
201401	0	2014-01-29	meeting		[Sustained applause]	5	5
201401	1	2014-01-29	meeting	DUDLEY	We thought we’d just do this for a couple of hours.	5	5
201401	2	2014-01-29	meeting		[Laughter]	5	5
201401	3	2014-01-29	meeting	BERNANKE	Thank you for that.	5	5
201401	4	2014-01-29	meeting	BERNANKE	Thank you very much.	5	5
201401	5	2014-01-29	meeting	BERNANKE	Good afternoon.	5	5
201401	6	2014-01-29	meeting	BERNANKE	Welcome to our annual organizational meeting.	3	3
201401	7	2014-01-29	meeting	BERNANKE	First, let me welcome Presidents Pianalto, Plosser, Fisher, and Kocherlakota to the Committee.	3	3
201401	8	2014-01-29	meeting	BERNANKE	Item 1 is the election of Committee officers.	3	3
201401	9	2014-01-29	meeting	BERNANKE	Following precedent, I’m going to turn the floor over to a senior Board member, who will handle the nominations and elections of the Chairman and Vice Chairman.	3	3
201401	10	2014-01-29	meeting	BERNANKE	Governor Tarullo.	3	3
201401	11	2014-01-29	meeting	TARULLO	Thank you, Mr Chairman.	3	3
201401	12	2014-01-29	meeting	TARULLO	Because of the impending change in leadership and the position of Chair of the Board of Governors of the Federal Reserve, I’ll be calling for three sets of nominations and votes this afternoon rather than the usual two.	3	3
201401	13	2014-01-29	meeting	TARULLO	First, I’d like to ask for a nomination for FOMC Chairman to serve through January 31, 2014—which is to say, Friday—which happens to be Chairman Bernanke’s last day in office.	3	3
201401	14	2014-01-29	meeting	TARULLO	Any nominations?	3	3
201401	15	2014-01-29	meeting	STEIN	I would like to nominate Ben Bernanke.	3	3
201401	16	2014-01-29	meeting	TARULLO	Is there a second?	3	3
201401	17	2014-01-29	meeting	POWELL	I second that.	3	3
201401	18	2014-01-29	meeting	TARULLO	Any other nominations or discussion?	3	3
201401	19	2014-01-29	meeting	TARULLO	[No response]	3	3
201401	20	2014-01-29	meeting	TARULLO	Without objection.	3	3
201401	21	2014-01-29	meeting	TARULLO	Thank you.	3	3
201401	22	2014-01-29	meeting	TARULLO	Now I’d like to ask for a nomination for the position of FOMC Chairman for the period beginning February 1, 2014, through the remainder of this cycle.	3	3
201401	23	2014-01-29	meeting	TARULLO	Any nominations?	3	3
201401	24	2014-01-29	meeting	STEIN	I would like to nominate Janet Yellen.	3	3
201401	25	2014-01-29	meeting	TARULLO	Is there a second?	3	3
201401	26	2014-01-29	meeting	POWELL	I second that nomination.	3	3
201401	27	2014-01-29	meeting	TARULLO	Any other nominations or discussion?	3	3
201401	28	2014-01-29	meeting	TARULLO	[No response]	3	3
201401	29	2014-01-29	meeting	TARULLO	Without objection.	3	3
201401	30	2014-01-29	meeting	TARULLO	Thank you.	3	3
201401	31	2014-01-29	meeting	TARULLO	And, finally, I’d like to ask for a nomination for the position of FOMC Vice Chairman.	3	3
201401	32	2014-01-29	meeting	STEIN	I would like to nominate Bill Dudley.	3	3
201401	33	2014-01-29	meeting	TARULLO	A second?	3	3
201401	34	2014-01-29	meeting	POWELL	I second that nomination.	3	3
201401	35	2014-01-29	meeting	TARULLO	Any other nominations or discussion?	3	3
201401	36	2014-01-29	meeting	TARULLO	[No response]	3	3
201401	37	2014-01-29	meeting	TARULLO	Without objection.	3	3
201401	38	2014-01-29	meeting	TARULLO	This is actually quite easy, Mr Chairman.	3	3
201401	39	2014-01-29	meeting	TARULLO	[Laughter]	3	3
201401	40	2014-01-29	meeting	BERNANKE	Well, so far so good.	3	3
201401	41	2014-01-29	meeting	LACKER	You have to write a statement about it, though.	3	3
201401	42	2014-01-29	meeting	BERNANKE	Thank you, Governor Tarullo.	3	3
201401	43	2014-01-29	meeting	BERNANKE	We also have the election of staff officers.	3	3
201401	44	2014-01-29	meeting	BERNANKE	Matt, could you read the list?	3	3
201401	45	2014-01-29	meeting	LUECKE	Yes.	3	3
201401	46	2014-01-29	meeting	LUECKE	Secretary and Economist, William B.	3	3
201401	47	2014-01-29	meeting	LUECKE	English; Deputy Secretary, Matthew M.	3	3
201401	48	2014-01-29	meeting	LUECKE	Luecke; Assistant Secretary, Michelle A.	3	3
201401	49	2014-01-29	meeting	LUECKE	Smith; General Counsel, Scott G.	3	3
201401	50	2014-01-29	meeting	LUECKE	Alvarez; Deputy General Counsel, Thomas C.	3	3
201401	51	2014-01-29	meeting	LUECKE	Baxter; Assistant General Counsel, Richard M.	3	3
201401	52	2014-01-29	meeting	LUECKE	Ashton; Economist, Steven B.	3	3
201401	53	2014-01-29	meeting	LUECKE	Kamin; Economist, David W.	3	3
201401	54	2014-01-29	meeting	LUECKE	Wilcox; Associate Economists from the Board, Thomas A.	3	3
201401	55	2014-01-29	meeting	LUECKE	Connors, James A.	3	3
201401	56	2014-01-29	meeting	LUECKE	Clouse, Thomas Laubach, Michael P.	3	3
201401	57	2014-01-29	meeting	LUECKE	Leahy, and William Wascher; Associate Economists from the Banks, Paolo Pesenti, Loretta Mester, Mark E.	3	3
201401	58	2014-01-29	meeting	LUECKE	Schweitzer, Evan F.	3	3
201401	59	2014-01-29	meeting	LUECKE	Koenig, and Samuel Schulhofer-Wohl.	3	3
201401	60	2014-01-29	meeting	BERNANKE	Are there any comments?	3	3
201401	61	2014-01-29	meeting	BERNANKE	Any objection to electing this slate?	3	3
201401	62	2014-01-29	meeting	BERNANKE	[No response]	3	3
201401	63	2014-01-29	meeting	BERNANKE	Hearing none, thank you.	3	3
201401	64	2014-01-29	meeting	BERNANKE	Item 2, “Selection of a Federal Reserve Bank to Execute Transactions for the System Open Market Account.”	3	3
201401	65	2014-01-29	meeting	BERNANKE	New York is again willing to serve.	3	3
201401	66	2014-01-29	meeting	BERNANKE	Any objections?	3	3
201401	67	2014-01-29	meeting	BERNANKE	[No response]	3	3
201401	68	2014-01-29	meeting	BERNANKE	I can take items 3 and 4 together.	3	3
201401	69	2014-01-29	meeting	BERNANKE	Item 3 is “Proposed Revisions to the Authorization for Domestic Open Market Operations.”	44	4
201401	70	2014-01-29	meeting	BERNANKE	You received a memo on this.	44	4
201401	71	2014-01-29	meeting	BERNANKE	Item 4 is “Proposed Revisions to the Authorization for Foreign Currency Operations, the Foreign Currency Directive, and the Procedural Instructions with Respect to Foreign Currency Operations.”	44	4
201401	72	2014-01-29	meeting	BERNANKE	I think there were only technical amendments here, but let me ask Simon if he has anything to say about these two.	44	4
201401	73	2014-01-29	meeting	POTTER	Thank you, Mr Chairman.	44	4
201401	74	2014-01-29	meeting	POTTER	I have a prepared text.	44	4
201401	75	2014-01-29	meeting	POTTER	I’ll try to get through it pretty quickly.	44	4
201401	76	2014-01-29	meeting	BERNANKE	Okay.	44	4
201401	77	2014-01-29	meeting	POTTER	At its first meeting each year, the Committee reviews the authorizations you just spoke about.	44	4
201401	78	2014-01-29	meeting	POTTER	And, with regard to the domestic open market operations, I recommend that the Committee approve the authorization with one small wording change that would make the structure of paragraph 1A similar to the structure of paragraph 1B.	44	4
201401	79	2014-01-29	meeting	POTTER	In addition to this change, I’d like to update the Committee on two items related to the domestic authorization.	44	4
201401	80	2014-01-29	meeting	POTTER	First, as you know, the System Open Market Account (SOMA) contains a significant amount of agency debt and agency MBS, and it is conducting transactions in MBS.	44	4
201401	81	2014-01-29	meeting	POTTER	As such, I recommend a continued suspension of the Guidelines for the Conduct of System Open Market Operations in Federal- Agency Issues.	44	4
201401	82	2014-01-29	meeting	POTTER	Second, the current authorization codifies the Open Market Trading Desk’s ability to transact in agency MBS for the SOMA through agents such as asset managers.	44	4
201401	83	2014-01-29	meeting	POTTER	This year, we plan to remove this service from our agreements with the asset managers, which would allow for the removal of paragraph 3 from the domestic authorization next January.	44	4
201401	84	2014-01-29	meeting	POTTER	No Committee vote is needed related to these two items.	44	4
201401	85	2014-01-29	meeting	POTTER	Turning to foreign currency operations:  The Desk conducts such operations under the terms of the Authorization for Foreign Currency Operations, the Foreign Currency Directive, and the Procedural Instructions with Respect to Foreign Currency Operations.	44	4
201401	86	2014-01-29	meeting	POTTER	I recommend that the Committee approve these documents with three sets of amendments.	44	4
201401	87	2014-01-29	meeting	POTTER	Please note that the vote to reaffirm these documents will include approval of the System’s warehousing agreement with the Treasury.	44	4
201401	88	2014-01-29	meeting	POTTER	The first amendment is to remove paragraph 8 in the foreign authorization, which discusses the transmission of pertinent information on System foreign currency operations to appropriate officials of the Treasury Department.	44	4
201401	89	2014-01-29	meeting	POTTER	I propose that this type of communication instead be governed by the Program for Security of FOMC Information, which currently governs the transmission of similar information.	44	4
201401	90	2014-01-29	meeting	POTTER	The memo circulated ahead of the meeting titled “Proposed Amendments to FOMC Organizational Documents” detailed how the staff recommends that this be addressed in the Program for Security of FOMC Information.	44	4
201401	91	2014-01-29	meeting	POTTER	The second set of proposed amendments pertains to the central bank swap arrangements.	44	4
201401	92	2014-01-29	meeting	POTTER	At the October 2013 meeting, the Committee approved standing facilities with the Bank of Canada, the Bank of England (BOE), the Bank of Japan, the ECB, and the Swiss National Bank.	44	4
201401	93	2014-01-29	meeting	POTTER	As a result, new language in the three documents is intended to incorporate these liquidity swaps and, where appropriate, align the treatment of the liquidity swaps and that of the reciprocal swaps that were put in place with the central banks of Mexico and Canada as part of the North American Framework Agreement (NAFA).	44	4
201401	94	2014-01-29	meeting	POTTER	There are five specific changes I’d like to highlight related to the swap arrangements.	44	4
201401	95	2014-01-29	meeting	POTTER	First, I propose aligning the review and approval process for any changes in the terms of existing NAFA swap arrangements with those for the liquidity swap arrangements.	44	4
201401	96	2014-01-29	meeting	POTTER	Under this proposal, changes in the terms of existing swaps would be referred for review and approval to the Chairman instead of the Committee.	44	4
201401	97	2014-01-29	meeting	POTTER	The Chairman would keep the Committee informed of any changes in the terms, and the terms shall be consistent with the principles discussed with, and guidance provided by, the Committee.	44	4
201401	98	2014-01-29	meeting	POTTER	To enact this change, I propose moving the language in paragraph 2 of the Foreign Authorization on “changes in the terms of existing swap arrangements” to the Procedural Instructions with the addition of paragraph 1D.	44	4
201401	99	2014-01-29	meeting	POTTER	I also propose replacing the reference to “the proposed terms of any new arrangements” in paragraph 2 of the Foreign Authorization with broader language that states, “Any new swap arrangements shall be referred for review and approval to the Committee.”	44	4
201401	100	2014-01-29	meeting	POTTER	Second, I propose eliminating references to the maximum term of any drawing under the NAFA swaps in the Foreign Authorization in light of the previous proposal to have the procedural instructions govern the terms of all swap drawings.	44	4
201401	101	2014-01-29	meeting	POTTER	The swaps will remain “subject to annual review and approval by the Committee.”	44	4
201401	102	2014-01-29	meeting	POTTER	This affects paragraphs 1C and 2A of the foreign authorization.	44	4
201401	103	2014-01-29	meeting	POTTER	Third, I would like to align the annual review process of the liquidity swaps with that of the NAFA swaps by subjecting the liquidity swaps to “annual review and approval” instead of just “annual review.”	44	4
201401	104	2014-01-29	meeting	POTTER	This also affects paragraph 2 of the Foreign Authorization.	44	4
201401	105	2014-01-29	meeting	POTTER	While small, this change will require an annual vote on the liquidity swaps.	44	4
201401	106	2014-01-29	meeting	POTTER	I plan to ask for this vote at the third or fourth FOMC meeting of the year along with the vote on the NAFA swaps.	44	4
201401	107	2014-01-29	meeting	POTTER	This is consistent with the approach Steve Kamin and I proposed in the October 21, 2013, memo on this topic.	44	4
201401	108	2014-01-29	meeting	POTTER	Fourth, I would like to expand the current arrangement for consulting with the Committee prior to initial liquidity swap drawings.	44	4
201401	109	2014-01-29	meeting	POTTER	Specifically, I propose that the Chairman or the Foreign Currency Subcommittee will consult with the Committee when possible.	44	4
201401	110	2014-01-29	meeting	POTTER	The resolution states that just the Foreign Currency Subcommittee will consult with the Committee when possible.	44	4
201401	111	2014-01-29	meeting	POTTER	I address this change with the proposed addition of paragraph 2A in the Procedural Instructions.	44	4
201401	112	2014-01-29	meeting	POTTER	Lastly, I would like to clarify that any changes in the terms of existing liquidity swap arrangements shall be referred for review and approval to the Chairman, consistent with my earlier proposal for handling changes in the terms of the NAFA swaps.	44	4
201401	113	2014-01-29	meeting	POTTER	The resolution approved by the Committee in October specified the approval process for changes to the rates and fees only.	44	4
201401	114	2014-01-29	meeting	POTTER	I address this change with the proposed addition of paragraph 2B in the procedural instructions.	44	4
201401	115	2014-01-29	meeting	POTTER	The third set of proposed amendments clarifies the link between the Procedural Instructions and the Foreign Authorization through additions to the wording in the new paragraph 3A.iii and paragraph 4 in the Procedural Instructions.	44	4
