meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
198712	0	GREENSPAN	 I think we are all present, with the exception of Frank Morris who, hopefully, is on his way from the airport and Si Keehn, who never was able to make it. I trust you're on the other end of the wire, Si. 	5	5	0.0	1.0	47.0
198712	1	KEEHN	 Mr. Chairman, I'm here with Karl Scheld and I hope you can hear us. 	5	5	0.0	1.0	35.0
198712	2	GREENSPAN	 We can hear you quite well. I'd like to alter the order of the agenda and ask our Managers to report tomorrow morning rather than today and use this afternoon for the more generic discussions. I hope and I trust that Messrs. Kohn, Sternlight, and Lindsey are prepared. Is that okay? Without objection, I will request a motion to approve the minutes of the November 3rd meeting. 	5	5	0.0	1.0	47.0
198712	3	CORRIGAN	 So moved. 	5	5	0.0	1.0	31.0
198712	4	SPEAKER	 Second. 	5	5	0.0	0.0	999.0
198712	5	GREENSPAN	 No objection. The first topic of discussion, item number 4 on the agenda, is a discussion of borrowings and the federal funds rate as guides to open market operations. Mr. Kohn. 	9	96	0.0	1.0	47.0
198712	6	KOHN	 Thank you, Mr. Chairman. The purpose of the memo from Mr. Sternlight and myself was to alert  the FOMC to the pros and cons of the recent shift in the strategy for  implementing open market operations that is, greater emphasis on reacting to  the federal funds rate and less on hitting borrowing objectives. It also was  meant to raise the question of whether, under what circumstances, and by how  much the Committee would like the Desk to shift back toward the previous  strategy.  The extent of the change in strategy shouldn't be exaggerated; the  level of federal funds rate relative to expectations always played an  important role in conditioning open market operations before October 19, and  since then the Manager has continued to take some account of reserve  pressures as indicated by the level of borrowing when planning his  operations. The market has perceived some shift in emphasis, noting both  stronger reactions from the Desk when funds are trading away from an assumed  center of gravity and a flexible attitude towards borrowing.  The advantage of paying closer attention to the federal funds  rate is that you will be more likely to get the rate you expect; the  disadvantage is that this could be the wrong rate, and concerns about market  reactions and other factor may make it difficult to adjust the rate  sufficiently when appropriate. This is also a problem with borrowing  objectives, but the use of this technique did allow some limited scope for  the market to ease or tighten on its own frequently in a stabilizing  direction. This occurred in part because estimates of required reserves  tended to lag reality, but mostly because incoming information on the  economy, prices, and financial markets led to expectations of a change in  system policy.The more the Committee emphasizes a federal funds rate  objective, the less opportunity there is for this to occur. As the market  comes to recognize the desired federal funds rate, the rate will move to that  level and generally stay fairly close to it.  The problem is that this rate may not be consistent with achieving  the Committee's goals for activity and inflation. Even if it were the  appropriate rate initially, it probably soon would not be, after  inevitable shifts in the underlying forces working in the economy. The  danger would seem especially great right now in light of an unusual  uncertainties concerning the strength of demand domestically, the trade  outlook and the dollar. To be sure, discretionary changes in the desired  rate, as in borrowing targets, could be made, but there would be a certain  amount of inertia to overcome. In these circumstances, if the Committee  decides to continue emphasizing the federal funds rate in open market  operations, it may need to give special consideration to the conditions under  which it would expect that rate to be changed over an intermeeting period.  The likelihood of distortions to reserve management and financial  markets through the year end, especially in light of some residual fragility  in financial markets, will make it difficult and potentially disruptive to  shift back toward a borrowing objective over the next few weeks. But the  Committee may want to instruct the Desk to review the situation carefully in  the new year, with an eye toward finding opportunities to place more emphasis  on reserve objectives and to allow more scope for the funds rate to  fluctuate. 	9	96	0.0	0.0	999.0
198712	7	GREENSPAN	 Mr. Sternlight, would you like to add anything to that? 	9	96	0.0	1.0	47.0
198712	8	STERNLIGHT	" I have very little to add to either what was in the memorandum or what Don has just outlined. Maybe the one point is that, as Don just mentioned in his comments, the market is fairly well aware of this current emphasis on the funds rate in the implementation of policy, with greater weight placed on day-to-day funds rates. From comments that I hear, the market seems to be fairly understanding of it. Some of the people I regard as more thoughtful observers in the market would be troubled, I think, if they thought there was a long-term reversion to something that could be called ""pegging of the funds rate."" That's exaggerated, but I think that's what it would tend to become to be known as. That carries with it the baggage of a past association with periods of what many regarded as inadequate policy responses in times of excessive money growth. I don't think that argues that one has to go back immediately to what was being done--particularly since in the very near term, we will have all the uncertainties associated with the year-end period--but it is something to keep in mind as we look a little further at it. "	9	96	0.0	0.0	999.0
198712	9	GREENSPAN	 Are there any questions for either Mr. Kohn or Mr. Sternlight?  	9	96	0.0	1.0	47.0
198712	10	HOSKINS	 In your opinion, if we were to make a change, is the tenor in the market a lot different now than it was, say, right after October 19th? 	9	96	0.0	1.0	49.0
198712	11	STERNLIGHT	 Well, I think the market has calmed down considerably from the extremely turbulent and nervous state of late October. I would hesitate to say it's totally back to normal. I think there is still some background nervousness and we are getting into a period when there's a lot of uncertainty anyway, just because of the possibility of pressures associated with the year-end. 	9	96	0.0	0.0	999.0
198712	12	PARRY	 Well, that has been true in certain markets but in terms of demand for borrowing, things are still very different from the pre-October 19th period. In fact, it looks as though that difference now may be as great as it ever has been. Isn't that correct? 	9	96	0.0	1.0	45.0
198712	13	JOHNSON	 Yes, I agree with Bob on that. Borrowings actually have declined under the same spread, or even a wider spread for a while. 	9	96	0.0	1.0	44.0
198712	14	STERNLIGHT	 Borrowing has been very light, and we have scratched our heads about what the reasons for that might be. We do hear some comments to the effect that some banks are saving their recourse to the discount window, perhaps anticipating pressures around year-end. There may be some who just want to take extra pains to avoid the window because they are concerned that their own credit ratings could be coming under some review, and they just don't want to subject themselves to any additional attention that might come from using the window. Seasonal borrowing is just about at its low point. I know it doesn't stand up all that well in the correlations, but I still think that some-- 	9	96	0.0	0.0	999.0
198712	15	JOHNSON	 Just a technical question: Based on the research, which has a larger variance in normal times--borrowed reserves or the funds rate? 	9	96	0.0	1.0	44.0
