meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
198708	0	JOHNSON	 In the absence of the Vice Chairman of the FOMC, I'll try to kick things off. I think we need to begin, though, with nominations for the chairmanship of the FOMC. And I'd like to nominate Mr. Greenspan as Chairman of the FOMC. 	3	3	0.0	1.0	44.0
198708	1	SEGER	 And I'd like to second. 	3	3	0.0	1.0	40.0
198708	2	JOHNSON	 Are there any objections? [Laughter.] Mr. Chairman. 	3	3	0.0	1.0	44.0
198708	3	GREENSPAN	 That was a longer pause than I expected. [Laughter.] I'd like to entertain a motion to move the minutes. 	5	5	0.0	1.0	47.0
198708	4	SEGER	 I'll move that. 	5	5	0.0	1.0	40.0
198708	5	GREENSPAN	 If there are no objections, then they are approved. Mr. Cross. 	5	5	0.0	1.0	47.0
198708	6	CROSS	 For the past three months, dollar exchange rates have  drifted gradually upward and now average about 6 percent higher  against the G-10 currencies than at the dollar's low point in  early May. Since your last meeting in July, the dollar has risen  on balance by about 1 percent, and at various times it has  experienced both buying and selling pressures. Recently there  has been a general feeling that a better sense of two-way risk  has returned to the market. But looking farther ahead there is  still much skepticism about the future course of the currency in  light of our slow progress in reducing the trade deficit. With  respect to our operations, during the first week of August, when  there were strong upward pressures on the dollar, the Desk  entered the market on behalf of the United States authorities, selling  dollars against marks in coordination with other G-7 central  banks.  A factor underlying the dollar's rise this summer has been  the improving outlook for economic growth in the United States.  The prospects for United States expansion strengthened following release  of several economic statistics, including the second quarter GNP  and the employment data. This improvement in our growth  prospects contrasted with growing disappointment about the  outlook for the German economy.  Another factor contributing to the dollar's rise was the  flare-up of tensions in the Middle East, where disputes about  shipping and riots in Mecca precipitated a significant marking up of dollar rates in the exchange market. With these pressures the  dollar moved above levels at which the market had previously  expected that the central banks might intervene to try to stop  the dollar's rise. Once market participants realized that there  might not be an effective cap placed on the dollar, they tended  to move from short dollar positions to long, and also to purchase  dollar call options.  The upward pressure on the dollar focused on the mark and  not the yen. As compared with Germany, Japanese growth prospects  seemed to be improving and there were reports that Japanese  financial institutions were repatriating capital in response to  rising long-term interest rates and higher loan demand at home.  Moreover, there appears to be much more concern about the impact  of trade on the relationship of the dollar to the yen than to the  mark. Also, there are reports that Japan's oil inventories are  relatively high, whereas Germany's are said to be low, so that  Japan could better withstand a temporary disruption of oil  supply.  On August 4 when the dollar was rising and bidding for the  dollar/mark exchange rate became intense, the United States authorities  sold dollars on the exchange market, and the Desk sold dollars  again on August 6, 7 and 10. All of the operations were aimed at  showing the market that the authorities would provide resistance  to upward pressures on the dollar when these pressures became  significant, without trying to place a ceiling on the exchange  rate. Therefore, we sold dollars only when the dollar was moving  up rather strongly. Though all of the dollars were sold in a  range around DM 1.88 to DM 1.90, the operations were in different  amounts and at different levels. The market appeared to have  understood what we were trying to do and did not feel that we  were trying to drive the dollar down. Intervention was thus seen  as a factor contributing to restraint in the movements of dollar  exchange rates. In total we sold $631 million against marks on  those four days. At various times we were joined by the  Bundesbank, the Bank of England, the Bank of France and the Bank  of Canada.  The operations of the Desk were performed in this manner in  an attempt to preserve a sense of upside risk. Particularly at a  time when market participants remain skeptical about our ability  to deal effectively with our large trade deficit, we want market  participants to feel there is a risk that the dollar might go up  in the short run. Otherwise, the market could quickly revert  back to a one-way street   with the dollar in the downward  direction   just as we saw last spring. The events of last  Friday, after our disappointing trade deficit for June was  announced, illustrated how quickly market psychology can change.  The dollar moved down two to three pfennigs in a matter of  minutes. When the market again found its balance, the dollar was  still trading at high enough levels to persuade market operators  that a new dollar downtrend had not necessarily been put in  place. However, today we have had a second wave of dollar  selling, apparently still in response to the trade numbers, and  the dollar is now about 3-1/2 percent below last week's levels,  both in terms of marks and yen.  As you know, the System's holdings of yen had become quite  depleted as a result of our intervention operations of this  spring. We therefore decided to take advantage of opportunities  presented to us by our customers to purchase modest amounts of  yen for the System. The first such operation took place last  week when we purchased a little more than $36 million equivalent  of yen to replenish our balances. 	6	61	0.0	0.0	999.0
198708	7	GREENSPAN	 Comments anyone? 	6	62	0.0	1.0	47.0
198708	8	JOHNSON	 I have one, Mr. Chairman. I was looking this morning at the Telerate. A lot of the reasons given on the dollar's decline are that oil traded down yesterday and oil prices are dropping this morning in foreign markets. And I wonder how much of an influence that is having on the exchange rate too; it seems to move in parallel fashion. 	6	62	0.0	1.0	44.0
198708	9	CROSS	 It has been mentioned that oil prices have clearly softened. This morning's price is almost half a dollar below what it was yesterday and it's almost a dollar below where it was a week or so ago. This has been cited as another factor. Most of the people that our traders have been talking to seem to think that today's decline in the dollar is perhaps related to that, in part, but after the initial impact of the decline, it seems to be more a reflection of rather sour trade figures. Yesterday in New York, in the latter part of the afternoon, the dollar began to soften without anything very dramatic happening; it was just gradually declining. And we are told that the Japanese are saying that when their markets opened, they began to think that maybe they should cut some of their positions, so there was some selling both in Japan and in Europe subsequently, which brought us down to current levels. It's possible that oil prices are now a factor but more talk seems to be given to this general attitude resulting from the continuing serious problem with the trade deficit and the larger number announced on Friday. 	6	62	0.0	0.0	999.0
