meeting	sequence	date	type	speaker	statement	newcode	mem_num
201612	0	2016-12-14	meeting	YELLEN	Okay, folks.	50.0	65.0
201612	1	2016-12-14	meeting	YELLEN	Let’s get started.	50.0	65.0
201612	2	2016-12-14	meeting	YELLEN	Today and tomorrow’s meeting is a joint meeting of the FOMC and the Board of Governors.	50.0	65.0
201612	3	2016-12-14	meeting	YELLEN	I need a motion to close the Board meeting.	50.0	65.0
201612	4	2016-12-14	meeting	FISCHER	So moved.	50.0	108.0
201612	5	2016-12-14	meeting	YELLEN	Okay.	50.0	65.0
201612	6	2016-12-14	meeting	YELLEN	Thank you.	50.0	65.0
201612	7	2016-12-14	meeting	YELLEN	Without objection.	50.0	65.0
201612	8	2016-12-14	meeting	YELLEN	I think most of you know that President Lockhart has announced that he plans to step down from his position early next year, and this will be his last FOMC meeting.	50.0	65.0
201612	9	2016-12-14	meeting	YELLEN	Dennis has agreed to come back for a reception in January on the evening of the first day of the FOMC meeting, which will provide us with an opportunity to honor him appropriately and express our best wishes in a more festive setting than an FOMC meeting.	50.0	65.0
201612	10	2016-12-14	meeting	YELLEN	But I’d also like to make just a few remarks today.	50.0	65.0
201612	11	2016-12-14	meeting	YELLEN	After a long and varied career in finance and academia here and abroad, Dennis joined the Federal Reserve in March 2007 as President of the Federal Reserve Bank of Atlanta.	50.0	65.0
201612	12	2016-12-14	meeting	YELLEN	That was just months before the Global Financial Crisis.	50.0	65.0
201612	13	2016-12-14	meeting	YELLEN	Fortunately, we all know that correlation is not causation.	50.0	65.0
201612	14	2016-12-14	meeting	YELLEN	[Laughter]	50.0	65.0
201612	15	2016-12-14	meeting	YELLEN	For the past decade, President Lockhart has ably represented the Federal Reserve in the Sixth District.	50.0	65.0
201612	16	2016-12-14	meeting	YELLEN	He has contributed greatly to the System’s work generally, including serving most recently as chairman of the Conference of Presidents.	50.0	65.0
201612	17	2016-12-14	meeting	YELLEN	And, in the course of attending 79 FOMC meetings, he has enhanced the Committee’s deliberations on monetary policy through his careful reporting on economic and financial developments in the Atlanta District, his thoughtful analysis of national conditions and the economic outlook, and his balanced approach to our policy decisions.	50.0	65.0
201612	18	2016-12-14	meeting	YELLEN	Dennis, we thank you for your service to the Federal Reserve, and we wish you all the best in the next phase of your career.	50.0	65.0
201612	19	2016-12-14	meeting	LOCKHART	Thank you, Madam Chair.	50.0	88.0
201612	20	2016-12-14	meeting	LOCKHART	[Applause]	50.0	88.0
201612	21	2016-12-14	meeting	YELLEN	Okay.	50.0	65.0
201612	22	2016-12-14	meeting	YELLEN	Let us turn to our agenda.	67.0	65.0
201612	23	2016-12-14	meeting	YELLEN	The first item pertains to “Proposed Revisions to Rules Regarding Availability of Information.”	67.0	65.0
201612	24	2016-12-14	meeting	YELLEN	You recently received a staff memorandum that proposes certain revisions to the Committee’s rules regarding the availability of information.	67.0	65.0
201612	25	2016-12-14	meeting	YELLEN	To summarize briefly, legislation passed earlier this year requires federal agencies to implement a number of changes to relevant information availability policies by December 27.	67.0	65.0
201612	26	2016-12-14	meeting	YELLEN	Approval of the staff proposal would align the Committee’s FOIA rules with the new statutory requirements and would implement a number of additional changes, all of which are technical.	67.0	65.0
201612	27	2016-12-14	meeting	YELLEN	Let me ask: Does anybody have any questions for the staff about the proposals?	67.0	65.0
201612	28	2016-12-14	meeting	YELLEN	[No response]	67.0	65.0
201612	29	2016-12-14	meeting	YELLEN	Okay.	67.0	65.0
201612	30	2016-12-14	meeting	YELLEN	If not, I suggest that we now have a single vote on the proposal, and I’m going to ask Brian to explain exactly what it is that we will be requested to vote on.	67.0	65.0
201612	31	2016-12-14	meeting	MADIGAN	Thank you, Madam Chair.	67.0	999.0
201612	32	2016-12-14	meeting	MADIGAN	This vote will encompass three sets of items.	67.0	999.0
201612	33	2016-12-14	meeting	MADIGAN	For your reference, I might note that these items are included on page 2 of the staff memorandum under the heading “Procedural Notes.”	67.0	999.0
201612	34	2016-12-14	meeting	MADIGAN	First, the Committee would approve the adoption of the recommended changes to its rules regarding the availability of information.	67.0	999.0
201612	35	2016-12-14	meeting	MADIGAN	A tracked-changes version of the rules is attached to the staff memo.	67.0	999.0
201612	36	2016-12-14	meeting	MADIGAN	Second, the Committee would make two determinations that would allow the revised rules to be published in the Federal Register as an immediately effective interim final rule under the Administrative Procedure Act.	67.0	999.0
201612	37	2016-12-14	meeting	MADIGAN	One, the Committee would determine that there is good cause that public notice and comment on these amendments would be “impracticable, unnecessary, or contrary to the public interest.”	67.0	999.0
201612	38	2016-12-14	meeting	MADIGAN	Two, the Committee would determine that there is good cause to waive the typical 30-day delay for the effective date of the rule.	67.0	999.0
201612	39	2016-12-14	meeting	MADIGAN	The staff believes that these determinations are reasonable because, one, the act requires agencies to implement the necessary changes to the rules in a very short time frame, and, two, the changes beyond those required by the act are technical in nature.	67.0	999.0
201612	40	2016-12-14	meeting	MADIGAN	Third, the Committee would authorize the Secretary in consultation with the General Counsel to do two things:  one, to take the appropriate steps to reflect these changes in the rules and records of the Committee and submit the appropriate filings to the Federal Register, and, two, to appoint a Federal Reserve employee as the Committee’s FOIA public liaison to fulfill the roles described in the amended rules.	67.0	999.0
201612	41	2016-12-14	meeting	MADIGAN	A draft of the Federal Register notice, which includes a detailed description of the changes, was attached as appendix 2 to the staff memo.	67.0	999.0
201612	42	2016-12-14	meeting	MADIGAN	That notice is the proposal on which the Committee is being asked to vote.	67.0	999.0
201612	43	2016-12-14	meeting	YELLEN	Okay.	67.0	65.0
201612	44	2016-12-14	meeting	YELLEN	Do I have a motion to approve the proposal?	67.0	65.0
201612	45	2016-12-14	meeting	FISCHER	So moved.	67.0	108.0
201612	46	2016-12-14	meeting	YELLEN	And a second?	67.0	65.0
201612	47	2016-12-14	meeting	DUDLEY	Second.	67.0	96.0
201612	48	2016-12-14	meeting	YELLEN	Okay.	67.0	65.0
201612	49	2016-12-14	meeting	YELLEN	Without objection.	67.0	65.0
201612	50	2016-12-14	meeting	YELLEN	Okay, Brian.	67.0	65.0
201612	51	2016-12-14	meeting	MADIGAN	Thank you very much.	67.0	999.0
201612	52	2016-12-14	meeting	MADIGAN	I just have an additional note.	67.0	999.0
201612	53	2016-12-14	meeting	MADIGAN	Although the interim final rule will be effective immediately upon publication in the Federal Register, the public will have 60 days to submit any comments.	67.0	999.0
201612	54	2016-12-14	meeting	MADIGAN	The staff anticipates that after the public comment period, the Committee will be asked, potentially at the March meeting, to make the rule final either as is or with changes, if warranted by public comment, and to authorize publication of the final rule in the Federal Register.	67.0	999.0
201612	55	2016-12-14	meeting	MADIGAN	Thank you.	67.0	999.0
201612	56	2016-12-14	meeting	YELLEN	Okay.	67.0	65.0
201612	57	2016-12-14	meeting	YELLEN	And let me next call on Simon.	67.0	65.0
201612	58	2016-12-14	meeting	POTTER	It’s a Board meeting as well?	67.0	999.0
201612	59	2016-12-14	meeting	YELLEN	Yes, this is a Board meeting as well.	67.0	65.0
201612	60	2016-12-14	meeting	YELLEN	We’ve already had a motion and closed the Board meeting.	67.0	65.0
201612	61	2016-12-14	meeting	POTTER	Thank you, Madam Chair.	67.0	999.0
201612	62	2016-12-14	meeting	POTTER	I was just checking.	67.0	999.0
201612	63	2016-12-14	meeting	YELLEN	Yes.	67.0	65.0
201612	64	2016-12-14	meeting	YELLEN	We’re now going to go to “Financial Developments and Open Market Operations.”	61.0	65.0
201612	65	2016-12-14	meeting	POTTER	Thank you Madam Chair.	61.0	999.0
201612	66	2016-12-14	meeting	POTTER	The US election outcome produced a significant repricing in financial assets over the intermeeting period.	61.0	999.0
201612	67	2016-12-14	meeting	POTTER	Market participants expect the new Administration to introduce expansionary fiscal policies over the coming years and to implement a shift in tax and regulatory policy that is thought likely to promote economic growth.	61.0	999.0
201612	68	2016-12-14	meeting	POTTER	While there is perceived to be a high degree of uncertainty about the ultimate nature, extent, timing, and effect of these policies, market participants expect the Committee to pursue a somewhat faster pace of policy normalization.	61.0	999.0
201612	69	2016-12-14	meeting	POTTER	As shown in the top-left panel of your first exhibit, the nominal 10-year Treasury yield increased more than 60 basis points since the November FOMC meeting, the largest intermeeting increase since 2010.	61.0	999.0
201612	70	2016-12-14	meeting	POTTER	Although this is consistent with expectations of fiscal expansion, some contacts have suggested that nominal and real yields were too low earlier this year in relation to fundamentals.	61.0	999.0
201612	71	2016-12-14	meeting	POTTER	But market participants were hesitant to put on corresponding positions until the election-related risk event had passed.	61.0	999.0
201612	72	2016-12-14	meeting	POTTER	Meanwhile, the dollar jumped, domestic risk assets rallied significantly, and emerging market assets sold off.	61.0	999.0
201612	73	2016-12-14	meeting	POTTER	Ahead of the election, market participants had expected a victory by Mr Trump to cause the opposite domestic market reaction, driven by an increase in perceived economic and political uncertainty.	61.0	999.0
201612	74	2016-12-14	meeting	POTTER	Market participants now argue that the Republican control of both the legislative and executive branches of government and President-elect Trump’s conciliatory comments on election night may have somewhat reduced such concerns.	61.0	999.0
201612	75	2016-12-14	meeting	POTTER	In the most recent Desk surveys, we asked respondents to rate the importance of changes in expectations for various US economic policies in driving the intermeeting change in the 10-year Treasury yield.	61.0	999.0
201612	76	2016-12-14	meeting	POTTER	The bubbles in the top-right panel are scaled by the number of responses and, on average, respondents rated changes to tax policy and government spending as the most important drivers.	61.0	999.0
201612	77	2016-12-14	meeting	POTTER	In the case of other economic policies that were rated less important, there was a much wider dispersion of views, potentially suggesting greater uncertainty over the effect of the proposed policies.	61.0	999.0
201612	78	2016-12-14	meeting	POTTER	Respondents generally cited the same drivers as the impetus for dollar strength and higher equity valuations.	61.0	999.0
201612	79	2016-12-14	meeting	POTTER	Alongside the shift in economic policy expectations and the apparent increase in risk appetite, the market-implied probability of an increase in the target federal funds rate at this meeting increased from approximately 60 percent at the time of the November FOMC meeting to 90 percent, as shown by the dark blue line in middle- left panel; this market-implied probability is consistent with responses from Desk surveys.	61.0	999.0
201612	80	2016-12-14	meeting	POTTER	Economic data and FOMC communications over the period reinforced market expectations for a rate hike in December, and the market-implied probability is now above what was seen just ahead of the December 2015 FOMC meeting.	61.0	999.0
201612	81	2016-12-14	meeting	POTTER	Beyond this meeting, the market-implied path of the target federal funds rate steepened significantly, as shown by the shift from the light blue to the dark blue line in the middle-right panel.	61.0	999.0
201612	82	2016-12-14	meeting	POTTER	The unconditional survey-implied path, shown by the pink diamonds, also increased, and for the first time in at least the previous two years the market- and survey-implied paths are roughly equal.	61.0	999.0
