meeting	sequence	date	type	speaker	statement	newcode	mem_num
201611	0	2016-11-02	meeting	YELLEN	Good morning, everybody.	50.0	65.0
201611	1	2016-11-02	meeting	YELLEN	As usual, this meeting will be a joint meeting of the FOMC and the Board of Governors.	50.0	65.0
201611	2	2016-11-02	meeting	YELLEN	I need a motion to close the Board meeting.	50.0	65.0
201611	3	2016-11-02	meeting	FISCHER	So moved.	50.0	108.0
201611	4	2016-11-02	meeting	YELLEN	Thank you.	50.0	65.0
201611	5	2016-11-02	meeting	YELLEN	Without objection.	50.0	65.0
201611	6	2016-11-02	meeting	YELLEN	And, as many of you know, Nellie Liang and Mike Leahy have announced that they will be retiring, and this will be their last FOMC meeting.	50.0	65.0
201611	7	2016-11-02	meeting	YELLEN	Nellie began her career at the Board in 1986 when she joined the Division of Research and Statistics as an economist, and she worked on a variety of financial issues over the course of her career.	50.0	65.0
201611	8	2016-11-02	meeting	YELLEN	Nellie was a key participant in crafting the Federal Reserve’s response to the financial crisis.	50.0	65.0
201611	9	2016-11-02	meeting	YELLEN	She helped lead a number of crisis-era programs, including the 2009 Supervisory Capital Assessment Program, or bank stress tests, which played an important role in increasing public confidence in the banking system and set the template for our ongoing CCAR program.	50.0	65.0
201611	10	2016-11-02	meeting	YELLEN	In 2010, she was appointed founding director of the newly created Office of Financial Stability Policy and Research, which went so well that it is now the Division of Financial Stability.	50.0	65.0
201611	11	2016-11-02	meeting	YELLEN	As director, she led the effort to establish our new financial stability monitoring and policy framework.	50.0	65.0
201611	12	2016-11-02	meeting	YELLEN	Nellie started attending FOMC meetings in 2005 and has attended a total of 53 meetings.	50.0	65.0
201611	13	2016-11-02	meeting	YELLEN	Mike first joined the Board as a research assistant in the Division of International Finance on a break from his PhD work.	50.0	65.0
201611	14	2016-11-02	meeting	YELLEN	After returning to graduate school and completing his studies, he rejoined IF and then rose steadily through the ranks, becoming deputy director in 2012.	50.0	65.0
201611	15	2016-11-02	meeting	YELLEN	Along the way, Mike made innumerable contributions to the work of the division, the Board, and the FOMC as one of our leading experts on exchange rates and monetary policy.	50.0	65.0
201611	16	2016-11-02	meeting	YELLEN	Including today’s meeting, Mike has attended 55 FOMC meetings since his first meeting in 2004.	50.0	65.0
201611	17	2016-11-02	meeting	YELLEN	Nellie and Mike, we are all truly grateful for everything that you have done for the Federal Reserve, and we wish you the best in your well-deserved retirements.	50.0	65.0
201611	18	2016-11-02	meeting	YELLEN	[Applause]	50.0	65.0
201611	19	2016-11-02	meeting	YELLEN	Before turning to the first agenda item, I would like to recognize Governor Fischer as chairman of the communications subcommittee.	95.0	65.0
201611	20	2016-11-02	meeting	FISCHER	Thank you, Madam Chair.	95.0	108.0
201611	21	2016-11-02	meeting	FISCHER	I would like to provide some advance notice on changes to the policy on external communications that the subcommittee on communications will be proposing when we conduct our annual review of FOMC organizational documents in January.	95.0	108.0
201611	22	2016-11-02	meeting	FISCHER	In particular, we would like to align the start of the blackout period more closely with the start of our serious discussion of the monetary policy alternatives.	95.0	108.0
201611	23	2016-11-02	meeting	FISCHER	Under our current practice, Committee participants receive the first draft of the alternative policy statements on the Friday 11 days before the beginning of the FOMC meeting.	95.0	108.0
201611	24	2016-11-02	meeting	FISCHER	That is assuming the usual Tuesday–Wednesday meeting schedule.	95.0	108.0
201611	25	2016-11-02	meeting	FISCHER	But our blackout period on external communications commences at midnight eastern time 7 days before the beginning of the meeting.	95.0	108.0
201611	26	2016-11-02	meeting	FISCHER	The circulation of the draft policy statements marks the start of our deliberative process for the coming FOMC decision, a process that the blackout period is intended to foster and to protect.	95.0	108.0
201611	27	2016-11-02	meeting	FISCHER	That means that we currently face a gap between the time our deliberations begin and the start of the blackout period.	95.0	108.0
201611	28	2016-11-02	meeting	FISCHER	And we are investigating ways to close this gap.	95.0	108.0
201611	29	2016-11-02	meeting	FISCHER	In the meantime, I urge all of us to be very careful in our public communications—which I’m sure we all are most of the time—particularly during the time period in question.	95.0	108.0
201611	30	2016-11-02	meeting	FISCHER	In addition to this modification, in January we will also be suggesting some clarifications of the blackout policy, particularly as it relates to the staff and their possible participation in conferences and during the blackout period.	95.0	108.0
201611	31	2016-11-02	meeting	FISCHER	The subcommittee will circulate a memo describing all proposed changes sometime before the December meeting.	95.0	108.0
201611	32	2016-11-02	meeting	FISCHER	Thank you.	95.0	108.0
201611	33	2016-11-02	meeting	YELLEN	Any questions or comments for Governor Fischer?	95.0	65.0
201611	34	2016-11-02	meeting	YELLEN	Okay.	95.0	65.0
201611	35	2016-11-02	meeting	YELLEN	Then let’s turn to the first item on our agenda, which is “Long-Run Framework for Monetary Policy Implementation.”	93.0	65.0
201611	36	2016-11-02	meeting	YELLEN	Troy Davig is going to start off our presentations.	93.0	65.0
