meeting	sequence	date	type	speaker	statement	newcode	mem_num
201604	0	2016-04-27	meeting	YELLEN	I suggest that because we’re all assembled, we begin.	50.0	65.0
201604	1	2016-04-27	meeting	YELLEN	Today’s meeting will be a joint meeting of the FOMC and the Board of Governors.	50.0	65.0
201604	2	2016-04-27	meeting	YELLEN	I need a motion to close the Board meeting.	50.0	65.0
201604	3	2016-04-27	meeting	FISCHER	So moved.	50.0	108.0
201604	4	2016-04-27	meeting	YELLEN	Thank you.	50.0	65.0
201604	5	2016-04-27	meeting	YELLEN	Without objection.	50.0	65.0
201604	6	2016-04-27	meeting	YELLEN	Our first agenda topic this morning is a special session on the relationship between monetary policy and financial stability.	94.0	65.0
201604	7	2016-04-27	meeting	YELLEN	I’d like to start off by thanking Mike Kiley and Egon Zakrajšek of the Board’s staff, Anna Paulson of the Federal Reserve Bank of Chicago, and Geoff Tootell of the Federal Reserve Bank of Boston.	94.0	65.0
201604	8	2016-04-27	meeting	YELLEN	These individuals formed the steering committee that solicited contributions on this topic from across the System and selected the four memos we received as background for today’s discussion.	94.0	65.0
201604	9	2016-04-27	meeting	YELLEN	I also, of course, want to thank the staff that produced and contributed to these background documents.	94.0	65.0
201604	10	2016-04-27	meeting	YELLEN	And so with that, let me turn things over to Jeff Fuhrer, who is going to begin the staff presentations.	94.0	65.0
201604	11	2016-04-27	meeting	FUHRER	Thank you, Madam Chair.	94.0	999.0
201604	12	2016-04-27	meeting	FUHRER	I want to begin with the traditional Federal Reserve greeting at events such as this, which is to say I will be referring to the material in your packets labeled “The Linkages among Monetary Policy, Macroprudential Policy, and Financial Stability.”	94.0	999.0
201604	13	2016-04-27	meeting	FUHRER	The topic that we will discuss during this session is sprawling, complex, widely discussed, tenaciously argued, and little understood.	94.0	999.0
201604	14	2016-04-27	meeting	FUHRER	Its aim is to help us avoid the kind of crisis we just went through.	94.0	999.0
201604	15	2016-04-27	meeting	FUHRER	That crisis begat massive unemployment and left in its wake longer-term damage in the form of wealth loss and labor market scarring.	94.0	999.0
201604	16	2016-04-27	meeting	FUHRER	We certainly hope we can do better next time, but the question is, how?	94.0	999.0
201604	17	2016-04-27	meeting	FUHRER	We begin by sketching the key features of financial instability on exhibit 2 of the handout.	94.0	999.0
201604	18	2016-04-27	meeting	FUHRER	The two main ingredients are rapid growth in debt and in asset prices, most often in the real estate sector.	94.0	999.0
201604	19	2016-04-27	meeting	FUHRER	The two can interact with one another in ways that are no doubt obvious to you by now:  Rising collateral valuations and debt issuance mutually reinforce one another.	94.0	999.0
