meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
198806	0	GREENSPAN	 Good afternoon, everyone. Before we get started, I think you're all aware that all of this paraphernalia around here is for our once-a-decade picture. So I presume everyone's hair is appropriately combed or constructively disarrayed. Secondly, we have dinner this evening at the British Embassy and I assume that everyone has [arranged] transportation appropriate to their needs; if not, shout, and we'll get that all done. Well, let's get the minutes of the May 17th meeting out of the way. Would somebody like to move them? 	5	5	0.0	1.0	47.0
198806	1	CORRIGAN	 I will move it. 	5	5	0.0	1.0	31.0
198806	2	GREENSPAN	 Do I hear a second? 	5	5	0.0	1.0	47.0
198806	3	SPEAKERS	 Second. 	5	5	0.0	0.0	999.0
198806	4	GREENSPAN	 Without objection, I assume they are approved. Sam Cross usually has very little to say, but today I suspect he's got a lot on his agenda. Sam? 	5	5	0.0	1.0	47.0
198806	5	CROSS	" Well, it's been an interesting period, Mr. Chairman. From the time of your last meeting until the Toronto summit,  the dollar traded steadily but with an increasingly firm  undertone in the light of improving trade figures, some better  economic statistics and tighter Fed policy. But the market  believed that the Group of Seven (G-7) monetary authorities would  act to limit any significant increase in the dollar, as well as  any decrease, and that helped keep the dollar trading in a fairly  narrow range. However, on June 21, the Summit communique and  accompanying statements by officials were interpreted as  indicating that the G-7 might tolerate more of a rise in the  dollar than the market had previously anticipated. At that point  the dollar's uptrend gained momentum as market participants  scrambled to adjust hedges and cover short dollar positions that  had been built up since late last year. By this week the  exchange rate had risen to levels that led to substantial central  bank sales of dollars. Dollar rates today are around 6 to 7  percent above the levels at the time of the May FOMC meeting.  Going back to the time of your last meeting, the exchange  markets at that point were sensitive to indications that  international adjustment might be undermined by inflationary  pressures in the United States. There were concerns that  capacity constraints might limit further improvements in our  trade balance and lead to inflationary bottlenecks. By early  June, however, some of these fears began to dissipate, at least  in part because statistics on the domestic economy suggested that  these pressures were not developing as rapidly as expected.  Equally if not more reassuring was the evidence that the Federal  Reserve was already responding to the early signs of inflationary  pressures. Indications that the Fed had tightened its stance  appeared to provide considerable comfort to the foreign exchange  market, and a widening of short-term interest differentials  supported the dollar.  Meanwhile, the market was becoming increasingly impressed  with the dollar's continued ability to trade within a fairly  narrow range. Participants seemed convinced that the Federal  Reserve and other G-7 monetary authorities would keep the dollar  reasonably stable. Investors world-wide became less concerned  about exchange rate risk and more willing to respond to  attractive interest rate differentials. We started to hear  evidence of outflows from the German mark and from other  continental currencies going into assets denominated in the  dollar and other high-yielding currencies.  As these capital flows intensified in late May and early  June, the market wondered how the Bundesbank and other foreign  monetary authorities would react to the dollar's rise. The  Bundesbank felt itself in a difficult situation. With German  monetary aggregates already swollen by last year's intervention  sales of marks and continuing to grow more rapidly than targeted  this year, the German central bank became more and more troubled  by the inflationary consequences of a weakening exchange rate.  By early June, officials of Germany and a number of industrial  economies were also openly expressing concerns about rising  commodity prices and a potential rise in inflation worldwide.  Thus, although market participants responded favorably to  better United States statistics and signs of Federal Reserve tightening in  early June, they began to anticipate that foreign monetary  authorities would take advantage of increases in United States interest  rates to raise their own rates, and they continued to feel that  officials would take action to contain the dollar's rise through  intervention.  Reports had begun to circulate in the markets beginning in  early May that the Bundesbank was selling substantial amounts of  dollars. In fact, during May and early June the Bundesbank had  quietly sold all of its interest earnings and other dollar  receipts accrued since the beginning of the year. Then the  Germans started then to sell dollars visibly at the Frankfurt  fixing, and subsequently in the open market. In total up to the  time of the Summit meeting the Bundesbank dollar sales amounted  to about $5-1/2 billion. The market proved able to absorb these  dollar sales in an orderly fashion and, once the market began to  realize this, the dollar gained further strength.  At the close of the summit, the communique issued by the G-7  repeated the precise words of the last December's G-7 communique,  that is, ""either excessive fluctuation of exchange rates, a  further decline of the dollar, or a rise in the dollar to an  extent that becomes destabilizing to the adjustment process could  be counterproductive by damaging growth prospects in the world  economy.""  But though the same words were repeated in the June  communique, suggesting that some rise in the dollar was more  tolerable to the G-7 than any decline, the response this time was  different as conditions were in some ways different. In  particular, at the time the June communique was issued,   First the dollar was 8 percent higher in terms of DM than  at the time of the December G-7 statement, so that tolerance for  a higher dollar started from a higher base.   Second, the previously bullish sentiment towards the yen  had begun to weaken, and prospects for yen bond and stock prices  had deteriorated.   Third, banks' customers were sitting on large short dollar  positions which had been established since late last year to  protect them from dollar declines but which would result in  losses if the dollar were to strengthen much more.  Thus, when many in the market interpreted the Summit  communique, along with reported comments of various G-7  officials, as reflecting greater tolerance toward a higher dollar  than they had expected, a scrambling to cover short-dollar  positions set in and dollar rates moved up quickly for the rest  of last week. On Monday this week, the buying pressure was again  intense and the Desk entered the market, buying $170 million  against marks in operations that began in the morning and resumed  later in the day. On Tuesday, the Bundesbanks sold almost $750  million and other Europeans joined in. Together the European  central banks sold $1.4 billion that day. The Desk was at first  reluctant to follow up on these European operations lest the  market believe the United States was actively trying to push the dollar  down. But when later in the day the dollar moved up to levels  that exceeded those of Monday, we reentered the market to sell  $150 million against marks. On half of the United States dollar sales on  Monday and Tuesday, or $160 million, was for the Federal Reserve,  and I request your approval of these operations.  Today we did not enter the market in an open and visible  way, as we did Monday and Tuesday, but we did purchase  dollars, _ for $200 million, discreet  agents so as to avoid detection. We made purchases only as the  dollar was rising, and mainly at levels higher than those we had  seen in recent days and weeks. We think it is very useful to  accumulate these balances to provide more resources for future  needs.  The Desk has not operated openly in the market in Japanese  yen. The dollar has risen about 5 percent against the yen since  the December G-7 meeting as compared with a rise of about 12  percent against the mark. The Desk has continued to take the  opportunity to buy small amounts of currencies from customers for  the Federal Reserve. We purchased $8.7 million equivalent of  yen, as well as $1.5 million equivalent of Deutsche marks in this  fashion.  In other operations during the period, the Argentine central  bank repaid $160 million of its swap agreement with the United States  Treasury. The United States Treasury and the Bank for International  Settlements, on behalf of its member central banks, provided $250   million in short-term credits to the National Bank of Yugoslavia.  The National Bank of Yugoslavia drew the $50 million of its swap  with the United States Treasury on June 15. "	6	61	0.0	0.0	999.0
198806	6	GREENSPAN	 Are there any questions for Mr. Cross? 	6	62	0.0	1.0	47.0
198806	7	BOEHNE	 I have a couple of questions. What kinds of consultations and cooperation, or lack of cooperation, currently exist among major central banks of the world on these recent interventions? And a related question is what are we trying to accomplish with what we're doing or what we're not doing? 	6	62	0.0	1.0	33.0
198806	8	CROSS	 We have had consultations with the other central banks and we've talked with them quite frequently every day. But we don't always have the same view of what's happening in the market or what should be done in response. I mentioned in my report that the Germans specifically had been quite concerned about the decline in the exchange rate for the mark, which they feel has inflationary implications for them, particularly with what they see as excessive liquidity in their economy. They think it is neither good for them, nor for the monetary system more broadly, for the mark to be declining as it has been declining under the circumstances. The dollar/mark rate has changed from its low point in January by about 26 pfennigs, which is more than 15 percent. And as a surplus country, they feel as though they should not be in a situation with the mark declining; they're a bit concerned about that. Our own activity has been aimed not at trying to drive the dollar down; no one wants to do that. But equally, it seems to me, we do not have an interest in seeing the dollar move up to unsustainable levels and then see it fall again. Our view is that a substantial amount of what is going on now is indeed a covering of shorts. We hear a lot of talk about what's happening in the options market. We hear a lot of talk about hedging operations by investors here and  elsewhere. And we think that a lot of this is a covering of short positions which were built up over the past several months at the time when the market view was that the authorities would not let the dollar rise. And therefore, [market participants] could pretty well have a one-way bet on which way to hedge. Once this gets cleared out, we still have a huge deficit, and we still have all these other factors that have to be dealt with. I don't think anybody thinks we're out of the woods at this point. So our efforts in the intervention activities and the other activities we've undertaken have been partly to give ourselves some more currencies. Those currencies could become very useful in future months when we could very well be needing them in order to help support the dollar. [The intervention sales also were undertaken] to show some resistance to the rise in the dollar, so as not to let it get to levels which are simply going to be unsustainable--because service problems could well disrupt the market again. That's how I would [unintelligible]. We have operated, as I say, only in deutschemarks, not in yen where the movements have been much less. 	6	62	0.0	0.0	999.0
198806	9	GREENSPAN	 Any further questions? 	6	62	0.0	1.0	47.0
