meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
199405	0	GREENSPAN	 Would somebody like to open the meeting by making a motion to approve the minutes? 	5	5	0.0	1.0	47.0
199405	1	MCDONOUGH	 So move. 	5	5	0.0	1.0	61.0
199405	2	GREENSPAN	 Is there a second? 	5	5	0.0	1.0	47.0
199405	3	SPEAKER	 (?) . Second. 	5	5	0.0	0.0	999.0
199405	4	GREENSPAN	 Without objection. I'll call on Peter Fisher for a report on foreign currency operations. Peter. 	5	5	0.0	1.0	47.0
199405	5	FISHER	 Thank you. Since the Committee's conference call on April 18th, the desk intervened on two days for the accounts of the ESF and the System. From mid-April onward, the dollar steadily declined against the mark. Following the G-7 meetings the weekend of April 23rd and 24th, with market disappointment over lack of official comments on exchange rates, the dollar began to move down quickly against the yen as well as the mark. Then in one hour on Friday morning, April 29th, the dollar lost two pfennigs against the mark in disturbed market conditions. On the 29th, the Desk purchased 500 million dollars against marks and 200 million dollars against yen, divided equally between the ESF and the System. On Wednesday, May 4th, the Desk purchased 750 million dollars against marks and 500 million against yen, evenly split between the ESF and the System, as well as dollars against yen as agent for the Bank of Japan. The Bundesbank purchased dollars against marks and 16 other central banks purchased dollars against either marks or their own currencies. In total, central banks purchased dollars on May 4th. I will try to describe, first, the pivotal reasons for the dollar's weakness in April and, second, how I view the two operations. Analytically, it is easy to observe that we have had too many, rather than too few, explanations for the dollar's decline. But from a market perspective, there are no brownie points for intellectual tidiness: the fact that there are a number of quite different reasons to sell the dollar only increased the momentum of negative market sentiment and of the dollar's decline. I would draw the Committee's attention to three points. First, to many market participants, increased the risk of yen strength against the dollar in both the short-run and the longer-run. In the short-run, this reduced the prospects for progress in bilateral trade talks with the United States and, thus, increased the risk of political pressure on the exchange rate. For the longer-run, continued political haggling within Japan reduced the prospect for government measures to stimulate the economy and, thus, reduced the likelihood that domestic demand might increase sufficiently to stimulate imports. Second, by the middle of April, the Bundesbank had successfully squeezed out of the market expectations for further interest rate reductions and, from this point on, the mark began to strengthen against both the dollar and the yen. Thus, despite the reversal and then the widening of expected, short-term differentials in favor of the dollar over the mark (as indicated in Euro-futures prices) during the last two weeks of April the relatively high rates at the short-end of the German yield curve seemed to offer a safe resting place compared with the United States and Japan. Third, putting these points in a technical perspective, in the three-way race with the mark and the yen, in April the dollar dropped into last place. The dollar can only move in opposite directions against the yen and the mark with an adjustment in the mark-yen exchange rate. With the mark finding very solid support against the yen at 60 yen per mark, and the market preoccupied with the risk that the dollar might drop from 103 to 95 yen or lower, it was very difficult to see what upward potential the dollar could have against the mark. The strengthening of the mark and the yen against the dollar accelerated during the week of April 25th. During the week, the foreign exchange market increasingly focused on weakness in the United States government bond market as both cause and effect of the dollar's weakness. To some, the dollar's weakness against the yen could be used as a guide for selling the bond and, to others, weak bond prices were a reason to get out of the dollar. The details of the two operations are described in my written report. In assessing their impact, I view intervention as an effort to communicate with at least two audiences: first, there are the interbank traders themselves and their current positions and, second, there is a broader audience composed of the traders' superiors in bank management, institutional investors and market analysts. On neither occasion was the overall market short dollars and, thus, in contrast to last August, we did not have a very forceful communication directly with traders, in the sense of causing a sharp adjustment in positions during and immediately after the operation. However, on both April 29th and May 4th, I think the combination of the operations and official statements, particularly by Secretary Bensten, did get through to the second, broader audience and, thus, contributed to an improvement in the market's view of United States exchange rate policy and to a healthier mix of views on the dollar's prospects. On May 4th, market participants -- quite sceptical as to whether any form of international cooperation existed -- were impressed to see 19 central banks put an exclamation point behind Secretary Bentsen's statement that movements in exchange markets had ìgone beyond what is justified by economic fundamentals.î Thus, while we did not get a rapid adjustment in exchange rates on either day, perhaps more importantly, the dollar did gain in the four trading days following May 4th, as several large, short-dollar positions were covered and as other market participants began to accumulate dollars. Subsequently, the market has seen the Bundesbank lower official rates by 50 basis points and the Bank of Japan has modestly eased the call money rate. The move by the Bundesbank reflects a concern that continued mark strength and flows into short-term deposits are only compounding their problem with M3. It also reflects a belief that, in order to deal with the high growth in M3, a steeper German yield curve is needed to encourage capital formation. Mr. Chairman, I will need the Committee's ratification for our operations during the inter-meeting period. These include: First, the intervention operations I have described on behalf of the System in which we sold 625 million dollars-worth of German marks and 350 million dollars-worth of Japanese yen over the two days, April 29th and May 4th; and Second, the completion of our sales of the System's non-mark and non-yen foreign currency reserves: During the period, we sold 286 million, 785 thousand, 644 dollars-worth of five different currencies, more than 210 million of which was in Swiss francs. The Desk has also now liquidated the remaining non-mark and non-yen balances of the ESF and, therefore, both the System and the ESF now exclusively hold marks and yen. I would like to inform the Committee that, beginning with my quarterly report for the February-April period, I will be publishing the quarterly, period-end, dollar-equivalent mark and yen balances of the ESF and the System. The System's currency breakdown has not been previously released and the ESF currency breakdown was released only with a six-month lag. I believe that the publication of existing balances with a modest (one-month) lag is an appropriate level of disclosure and that the disposition of the non-mark and non-yen reserves provides a good opportunity to start and the Treasury has agreed. Mr. Chairman, I would be pleased to answer questions on my report, on the intervention operations, on our reserve sales, and on my plan to release currency balances. 	6	61	0.0	0.0	999.0
199405	6	GREENSPAN	 Questions for Peter? 	6	62	0.0	1.0	47.0
199405	7	BROADDUS	 Peter, you mentioned communication. Most of the research I've seen suggests that intervention like this, if it has an effect, it's mainly by way of communicating future likely policy actions. With that in mind, what do you think the prospects for the dollar would be if we did not follow through at this point with pretty strong policy actions? 	6	62	0.0	1.0	59.0
199405	8	FISHER	 The dollar would trade off. 	6	62	0.0	0.0	999.0
199405	9	BROADDUS	 Significant downside risk or— 	6	62	0.0	1.0	59.0
199405	10	FISHER	 It's very hard to put a number on that. Let me start by saying that if the Committee does something in the range of what the market is expecting, I'm not sure the dollar will move up very abruptly. I think it will tend to pip up and pip down a little bit as has happened with previous actions of the Committee. I think inaction by the Committee could have a downside risk to the dollar. The market is fairly neutral at this point. In the interbank sense, its position is such that inaction could result in significant dollar sales. 	6	62	0.0	0.0	999.0
199405	11	JORDAN	 This is really a follow-up question. A coordinated intervention like the one in which we participated on May 4 carries with it the message that there was communication taking place about fundamentals. Everybody knows there was intervention with coordination. Can you share with us what the nature of that communication was among the central banks and ministries of finance, and whether the market correctly perceived what that communication was about? 	6	62	0.0	1.0	58.0
199405	12	FISHER	" I think that the morning of May 4 began with President Tietmeyer's release of his statement that they did not have an interest in seeing the mark overvalued against the dollar. One consultation in which I was engaged was a discussion of the nature of the dollar's reaction to the mark and that it seemed to move awfully quickly and without regard to where people thought interest rates were going in each of the countries. The nature of the disturbance in the exchange market was the focus of my discussions with most of the other countries that I consulted with—I consulted with my counterparts in ﻿ the G-7 central banks and a few others. When I say ""disturbed"" market conditions, I'm referring to April 29 when very seasoned professionals were unable to get business done, unable to get phones picked up, and where the exchange market was not responding to fundamentals in the sense of the direction of interest rates being pretty well laid out for them and they seemed to get caught in other backwashes in the market. "	6	62	0.0	0.0	999.0
199405	13	TRUMAN	 President Jordan, just to amplify on what Peter said, since you referred to the finance ministries, the principal consultations initially were between us and the Treasury Department, and between the Chairman and President Tietmeyer on the day before his statement. These consultations were followed up by some discussions about whether the Bundesbank felt it was appropriate to join in a coordinated operation. It was only on the morning of May 4 that there were any additional consultations with the Japanese along with the other central banks. 	6	62	0.0	0.0	999.0
199405	14	JORDAN	 I assume that market participants don't know the magnitude of the intervention. I don't know how well they can guess at those things, but when I saw the amount that the Germans did and a statement by Mr. Issing, I read that as a lack of enthusiasm for the business. 	6	62	0.0	1.0	58.0
199405	15	TRUMAN	 Well, I guess that's right, but I can tell you that the Bundesbank Directorate did discuss this operation. Whether Mr. Issing was present at that discussion I do not know. But both Mr. Tietmeyer's statement—the excerpts from his speech, which were deliberately released early—and the size of the Bundesbank operation were discussed by the Bundesbank Directorate. 	6	62	0.0	0.0	999.0
199405	16	GREENSPAN	 Let me just add that I've had a number of conversations with Mr. Tietmeyer. ﻿ 	6	62	0.0	1.0	47.0
199405	17	JORDAN	 There was a press commentary after the May 4 action—I don't remember its precise contents—but people in the Treasury and in the Administration more generally supposedly viewed the action as an alternative to domestic monetary policy actions. 	6	62	0.0	1.0	58.0
199405	18	GREENSPAN	 The issue never came up, at least not in my conversations. Governor Lindsey. 	6	62	0.0	1.0	47.0
199405	19	LINDSEY	 Peter, given what the Chairman just said, which I agree with, and given what you said—that even if our policy moves along the lines of market expectations, there's not going to be upward movement in the dollar—that opens the question as to what is next and means that we may have another run on the dollar. How long do you expect the latest intervention to hold? I suppose the intervention last August bought us 9 or 10 months. I assume the second intervention will buy something less than 9 or 10 months. Do we have any ammunition left? 	6	62	0.0	1.0	54.0
199405	20	FISHER	 With regard to the risk for the dollar going forward, I would again focus on the dollar/yen exchange rate. I think the operation and the action of the Bundesbank last week and whatever the Committee does in the realm of the expected, if I can put it that way, will tend to stabilize the dollar/mark rate. I don't see any big downward potential in the dollar/mark rate on its own terms. The yen, though, will be the locus of attention particularly in the run-up to the G-7 Summit this summer. That puts us back in the political context, and whether the Administration maintains its current formulation or reverses I think is a bigger risk for the dollar. However, if the dollar can get through the G-7 Summit roughly at its current level against the yen, then I may be sticking my head way out ﻿ but I would see slightly greater odds for dollar strength thereafter than dollar weakness. 	6	62	0.0	0.0	999.0
199405	21	LINDSEY	 Does the potential reversion, which hopefully we won't have, that you mentioned involve foreign policy issues or does that include monetary policy statements? 	6	62	0.0	1.0	54.0
199405	22	FISHER	 I'm not quite reading you. The monetary policy by the Administration or— 	6	62	0.0	0.0	999.0
199405	23	LINDSEY	 Yes, in other words dollar bashing being foreign exchange statements, how about Fed bashing being monetary policy statements. If there were a recurrence of the former, would that be harmful? 	6	62	0.0	1.0	54.0
199405	24	FISHER	 That will tend to disturb the foreign exchange market. I think one of the very helpful official statements on May 4 was that by Mr. Altman to the effect that he had no argument with the Fed over interest rates. That really came on the heels of the Tietmeyer comment; that was a very useful setting for the operation. So obviously, yes, if some of that Administration enthusiasm for the current Fed policy were lost, that would tend to be destabilizing to the dollar. 	6	62	0.0	0.0	999.0
199405	25	LINDSEY	 How about Congressional statements? 	6	62	0.0	1.0	54.0
199405	26	FISHER	 I think they are more expected by the foreign exchange market than Administration statements; they may be in the same vein but I don't think they have the same effect. 	6	62	0.0	0.0	999.0
199405	27	GREENSPAN	 President Forrestal. 	6	62	0.0	1.0	47.0
199405	28	FORRESTAL	 Peter, I have a variation on Al Broaddus's question. As you know, the Europeans have been somewhat concerned about the effect of our actions on their long-term rates. Does the market anticipate or do you yourself think that if we were to take an action today that it would have an upward effect on European rates or have their actions sufficiently decoupled their rates from ours? 	6	62	0.0	1.0	39.0
199405	29	FISHER	 Well, if the history of the last three or four months is my guide, I'd have to say I would expect an impact on their long end. It's hard to imagine there won't be some such impact. I think, though, that we have seen more decoupling in this period— between the last meeting and now—than we saw in previous periods. So, in that sense I can be modestly hopeful that there would not be a negative impact on their long end. I think the Bundesbank's actions last week are probably going to be the most helpful in that regard. After the moves in mid-April had tended to squeeze out expectations of rate reductions, they have been put back in with last week's action and that may help decouple European rates. 	6	62	0.0	0.0	999.0
199405	30	GREENSPAN	 Okay, any further questions? If not, would somebody like to move to ratify the actions of the Foreign Desk since the last meeting? 	6	63	0.0	1.0	47.0
199405	31	SPEAKER	 (?) . So move. 	6	63	0.0	0.0	999.0
199405	32	SPEAKER	 Second. ﻿ 	6	63	0.0	0.0	999.0
199405	33	GREENSPAN	 Without objection. Joan Lovett. 	6	63	0.0	1.0	47.0
199405	34	LOVETT	 Thank you, Mr. Chairman. Desk operations were initially geared toward maintaining the slight firming of reserve conditions adopted at your meeting of March 22, consistent with Federal funds trading around 3-1/2 percent. After reserve pressures were firmed again on April 18, funds were expected to trade around 3-3/4 percent. Associated with each of these moves, the allowance for adjustment and seasonal borrowing was increased by $25 million. The borrowing allowance was increased by a similar amount on two other occasions as well to reflect rising seasonal borrowing. Thus the allowance was raised by a total of $100 million, and it now stands at $175 million. Actual borrowing in the period rose more or less in line with the increases in the allowance. We anticipated that the intermeeting period would be marked by large and growing reserve shortages, stemming primarily from seasonal movements in currency and in the Treasury's account at the Fed. The reserve need was expected to peak in early May when tax inflows into the Treasury's account topped out, and then to narrow somewhat as the Treasury balances returned to normal levels. As it turned out, the deepest projected reserve shortages never materialized. Cumulative individual income tax receipts for the April tax date fell well short of expectations, while the capacity of the tax and loan accounts to hold Treasury deposits proved to be unexpectedly high. Both developments limited the buildup in the Treasury's Fed account. The shortfall in taxes is somewhat puzzling, and we won't know the full story for some months. Judging by market commentary, however, we were not alone in our misestimates here. Even with lower Treasury balances, the steady growth in currency left substantial reserve deficiencies to be filled, which we did with a combination of outright and temporary operations. We purchased just over $5 billion of coupon securities in the market on April 12 and were also frequent buyers of bills from foreign accounts, acquiring another $1.6 billion through this channel. These purchases were suspended in mid-April, and plans for another outright market purchase were tabled after it became clear that reserve needs would not reach the proportions first envisioned. Thus, we did not use the expanded leeway you made available to us for the period and, in fact, had an unused cushion on the normal limit. Treasury operations were used to address the balance of reserve needs. The largest operations came in the first half of the period when the reserve shortages were greatest. Widespread market expectations in early May that a firming in policy might be imminent kept funds on the high side on a few mornings, and our market entries then were designed in part to avoid appearing to confirm this speculation. For the period up until April 18, the effective Federal funds rate averaged 3.51 percent. After the slight rise in reserve pressures, it averaged 3.71 percent. In the securities markets, the upward surge in interest rates continued, conditions were often turbulent, and seat belts became standard issue in the marketplace. Treasury coupon yields were up a net of 60 to 100 basis points during the period. Yields were up fairly uniformly across the maturity spectrum over the first half of the period, but since mid-April the yield curve has flattened modestly. Measured from just before the February 4 meeting, rates are up a net 150 to 180 basis points, with the bond yield about 120 basis points higher. The market's inability to find an anchor for itself is certainly a factor in the heightened volatility that has characterized trading over recent months. Views on the strength of the economy seem unusually wide, the assessment of policy ìneutralityî is a fluid one, and there are some worries that ìneutralityî may not be enough. Thus uncertainty premiums have certainly risen. The two nonfarm payroll employment reports released during the period--for March and April-- were both much stronger than generally anticipated and acted as catalysts for a major part of the move up in interest rates. In between these releases, rates also spurted higher after the slight firming in reserve pressures in mid-April; the timing of this move caught most participants off guard. The employment reports indicated to many analysts that inflationary pressures might be building some momentum, and rates across the curve adjusted to expectations that policy would need to move away from accommodation more vigorously than previously supposed. Some other reports on economic activity reinforced these views. However, the price statistics showed no acceleration in current inflation, and this helped to bring yields off their highest levels. A sagging dollar reinforced the trend toward higher yields for a time, although this pressure has abated since the recent coordinated response of central banks. We also continued to hear periodically of heavy selling of intermediate-dated Treasury securities by investors hedging their exposure in other declining markets, especially holders of mortgage-backed securities seeking to offset extension risk. A lot of portfolio adjustments appear to have been made, however, so this activity may have played itself out for now. At the same time though, experience of the last two months has left participants very wary about more esoteric mortgage-backed instruments, and apprehension remains that some large trading losses in these products have yet to come to light. Against this background, the market coped with new supply with mixed results. The Treasury paid down a small amount of bills on balance, but it still raised a net of $21 billion in coupons, despite the absence of a bond at the latest refunding auctions. Dealers often had difficulty gauging interest in fast-moving markets, and the release of some unexpected auction results triggered abrupt market adjustments. In other sectors, some would-be borrowers were warded off by the inhospitable climate, and the corporate and municipal calendars were relatively light. Right now, most analysts seem confident that the economy will retain at least a moderate degree of forward momentum over the remainder of this year. But there remains a considerable diversity of views about how rapidly the expansion will proceed, what the implications are for inflation, and the appropriate degree of policy restraint. Indicative of this, we have heard current quarter estimates for real GDP ranging from 2-1/2 to 6+ percent, with the central point in a 4 to 5 percent range. One thing that is believed with near unanimity is that some firming step will be taken at today's meeting. The debate is one of size. Just after the last employment release, a 50 basis point hike in the funds rate was probably about fully priced into yields. In the wake of the more recent price and sales data, some of that has been backed out as participants now see the possibility of a smaller move. Thus the market is currently priced somewhere between the two. Each option has its proponents and detractors and it is sometimes hard to sort out what the markets think the Fed will do versus what they think it should do relative to their own economic forecasts. A 25 basis point hike would undoubtedly disappoint those who think the Fed is already at risk of falling behind the need to reign in gathering inflationary pressures. Reflecting these worries, longer-term rates could react negatively unless incoming data show an economy clearly losing steam. Many participants have suggested that a larger move could lead to a further flattening of the yield curve, since yields have already come to incorporate expectations of a series of policy tightening steps ahead. However, the experience of the past three months cautions against completely dismissing the possibility that longer-term yields would rise in lock step. A 50 basis point hike would be seen as bringing the funds rate into the range most frequently judged to be ìneutral,î although in the lower end. The market would thus probably continue to expect further moves ahead but maybe not for a while. I should note that expectations of a move on the discount rate are also fairly widespread. 	6	61	0.0	0.0	999.0
199405	35	GREENSPAN	 Questions for Joan? Jerry. 	6	62	0.0	1.0	47.0
199405	36	JORDAN	 Before February when we started to announce our actions, it was standard practice in the daily program to protest a federal funds rate move away from the intended rate, maybe sometimes going against what you saw as the reserve needs of the current maintenance period. Since February we've announced our decisions three times, but in monitoring the Call over the eight weeks since the March meeting there were at least a couple of occasions where it appeared that you still needed to protest a rate to indicate that policy had not changed even in the absence of an announcement. It sounded like the Street still thinks that there is a possibility that we could change the funds target without announcing the change and therefore your daily program still has to account for that. Is that right? And what would help to clarify the situation for you? 	6	62	0.0	1.0	58.0
199405	37	LOVETT	 Well, I think that what really is at stake is that while we have announced the changes that we have made, the market still sees itself as always looking for when we're going to make a change in the future. On occasions when they think we will or we should, they move the funds rate up immediately in the morning well before any kind of an announcement by the Committee would be likely. And the rate sits there until we demonstrate something to the contrary. And so on a couple of occasions where the market thought the data were such that perhaps there was going to be an action in coming days, they moved the funds rate up to reflect that possibility. Part of the theory that seems to be at work there is that if people really believe that the Fed will move, for some it means buying cheap funds relative to what they will be later. Moving the funds rate also is a way of testing the Fed to see what its stance is. And so even though we recently have announced our policy actions, what we respond to is the market moving ahead of our announcement of Fed policy actions. I think that's always going to happen. 	6	62	0.0	0.0	999.0
199405	38	JORDAN	 Are there still people out there who think we might change the intervention level on the funds rate without an announcement ? 	6	62	0.0	1.0	58.0
199405	39	LOVETT	 Yes, there are some people who still think that's a possibility; it hasn't been ruled out because we have mentioned that these announcements have not necessarily been for all time. I think the market tends to set up for itself a series of time points. It looks for announcements on the discount rate now within a certain period of time in the morning, policy announcements any time after that, but always the possibility of something being signaled ahead of the announcement. Even if that is not forthcoming, there are circumstances when they move the funds rate ahead of the Fed. For example, on the day of the employment data release on Friday, May 6, most people didn't think that the Fed would take action that day, but they still moved the funds rate up on the theory that perhaps the Federal Reserve would do something on the following Monday. And thus the constellation of where the funds rate would be over the balance of the period suggested that it was worth pushing the rate up. ﻿ 	6	62	0.0	0.0	999.0
199405	40	JORDAN	 If they've come to believe that all increases in the funds rate will be accompanied by an announcement, then the absence of an announcement would seem to lessen the need to protest. A protest action would occur if you saw a need to drain reserves but you felt you had to add reserves because the funds rate was too high. Shouldn't the absence of an announcement, which would indicate that the funds rate target has not changed, have the same effect as your protest move? When you do your protest move you're going to have to wind up taking more back out than you otherwise would. 	6	62	0.0	1.0	58.0
199405	41	LOVETT	 Well, I guess it's really their anticipatory moves that we're talking about; it's not the actual Fed moves; it's the market anticipating the Fed moves before they occur. 	6	62	0.0	0.0	999.0
