meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
200503	0	GREENSPAN	 Good morning, everybody. We used to start off these meetings with a vote to approve the minutes of the previous meeting. I thought there was a mistake when that was not on the agenda for today, but we have a new regime [laughter] and weÕre not required to do that. That will cut the time of the meeting by 3.7 seconds. Dino Kos. 	5	5	0.0	1.0	47.0
200503	1	KOS	 Thank you, Mr. Chairman. At the CommitteeÕs last meeting I characterized markets in the preceding weeks as Òmore of the same,Ó inasmuch as trends, such as the gradual rise of short-term interest rates, a flattening yield curve, narrowing credit spreads, and low volatilities, were continuing their well-established patterns. In the past six weeks, some of those trends ceased, though it is too soon to declare that they have gone into reverse. Questions about the pace of tightening and prospects for inflation in the medium term became a more prominent source of concern among investors. The top panel on page 1 of your handout graphs eurodollar deposit contracts maturing in June 2005, December 2005, and June 2006. What had been a steady rise in futures rates accelerated after the ChairmanÕs semiannual monetary policy testimony, especially for contracts beyond the front month. The spreads between the June Õ06 and June Õ05 contracts widened to reflect this more aggressive expected path of tightening. And while some traders ran to their dictionaries to look up the meaning of Òconundrum,Ó perhaps the more important event with regard to the testimony was the expectation among many market participants that the Chairman would use the occasion to signal a pause in tightening or to elucidate the factors that could lead to a pause. Receiving no clarification on either point, the market pushed out the length of the tightening cycle and, at times, even the paceÑwith both anecdotal comments and some fed funds futures reflecting a stronger sense that the Committee might at some point ratchet up the pace of tightening to 50 basis points. Yields moved higher at both the short and long ends of the curve. As shown in the middle left panel, the two-year Treasury yield, which had been treading water earlier in the tightening cycle, increased about 40 basis pointsÑthus widening the spread to the target funds rate. As shown in the middle right panel, 10-year yields rose from roughly 4.10 percent at the time of the February meeting to more than 4. percent today. Besides revised expectations of policy and increased worries about inflation, there were also periodic bouts of anxiety about foreign central bank actions to diversify away from dollars and/or Treasury securities. The 10-year yield is now back to roughly the level it was last summer when the tightening cycle began. Until the last few weeks, the combination of a gentle rise in short-term rates and an immovable 10-year yield had substantially flattened the yield curve. The recent price moves did not reverse that trend but did, as shown in the bottom panel, stabilize the shape of the curve, which stopped flattening at about 80 basis points. The last few weeks also featured an increased preoccupation among traders and investors with the prospects for inflation. Several inflation reports were higher than expected, and commodity prices continued to rise. For example, the top panel of page 2 shows the CRB [Commodity Research Bureau] index since January 2004. Unlike other popular commodity indexes, the CRB does not have a large energy component and was more contained during 2004. The recent breakout had contributions from nearly every segment of the index. Focusing on energy, the middle panel depicts the oil futures curve out to two years for West Texas intermediate [WTI] as of two dates. The green line shows the curve as of October 26, 2004, the day oil prices hit their highs last fall and when the front-month contract topped $55 per barrel. The curve sloped downward by more than $10, and, for contracts at the end of that two-year horizon, oil was trading below $45. The blue line graphs the WTI curve as of this past Friday. The front-month contract was trading at about $57, but the curve has only a small downward slope; and the contract 24 months out is trading near $53, suggesting that market participants do not expect much softening in oil prices. The bottom panel graphs in blue the five-year TIPS [Treasury inflation-protected securities] breakeven inflation rate, which has been rising the past few weeks and is up substantially from a year ago. This rise in the breakeven rate has been contemporaneous with the most recent increase in oil prices. During last fallÕs oil price rise, the breakeven was falling. Higher oil prices were seen more as a restraint on activity than as a catalyst for inflation. The situation has now reversed, though there are lots of caveats one needs to consider when interpreting breakeven rates. Other market-based measures of inflationary expectations are tame. For example, the five-year breakeven five years ahead has remained in a narrow range, as shown by the red line, and, in fact, is very little changed from a year ago. One question that has occupied market participants is whether risk is being mispriced. The narrowing of spreads over the past two years and the fall of volatility suggest that investors have been in risk-seeking mode. In the intermeeting period, that trend did not reverse, though it did moderate somewhat. The top left panel on page 3 shows the investment-grade corporate spread since mid-year 2004; in the top right is the high-yield spread. Both have narrowed substantially in the last year or two. At its lowest level in the period, the high-yield spread was at 266 basis points on March 6. The all-time low for the high-yield spread was 213 basis points in October of 1997. In recent weeks, both indexes widened suddenly, contemporaneous with the rise in Treasury yields and some specific corporate events. Though sudden, the recent widening was modest compared to other widening episodes during the last two years and relative to the previous narrowing episodes. Of course, the widening did not affect all issuers equally. The bottom left panel graphs the spreads of investment-grade issuers by credit rating. The AA, A, and BBB sectors are all narrower than they were a year ago, but in the past few weeks the BBB sector underperformed, as investors got nervous about the auto sector in general and General Motors in particular after that company reported disappointing earnings. The bottom right panel graphs the auto sector in green and representative 10-year GM and GMAC bond spreads. GM credit default swaps widened as well. The pessimist will take this price action as suggesting that risks are mispriced and that market participants have not been adequately anticipating deteriorating outlooks. The optimist will conclude from the GM news that markets are discriminating among issuers as new information becomes available and are repricing accordingly. Turning to page 4, the top panel depicts the EMBI+ [Emerging Markets Bond Index Plus] spread, which also widened in recent weeks but only to levels observed in January. The conclusion of the Argentine debt package, with its large haircuts, did not appear to have a contagion effect on the spreads of other large issuers. Parts of the outer rim of the risk spectrum did feel a chill, as shown in the middle and bottom panels. The middle panel graphs movements of a select group of emerging-market currencies against the dollar in the period between October and March 7. Several of these currencies had rallied by more than 10 percent. The green bars show the depreciations of the past two weeks. The bottom panel shows the same set of relationships for the broad equity market indexes of the same group of countries. Yes, there has been some unwinding of these positions in both currencies and equities. But, to date, the retracing has been mild and represents only a fraction of the appreciation observed in previous months. In short, if this is the beginning of a more general unwinding, there is far more to go. I should also note that the dollar has been firmer against the euro and other major currencies the past few days, which may suggest a bit of risk aversion, as the possibility of a more aggressive tightening cycle is causing a reassessment among the large contingent of dollar shorts. Finally, turning to page 5, I have graphed the implied volatilities of the S&P 500, representative swaptions contracts, and the major currency pairs. I wonÕt go through them in any detail but would only point out the following: (1) they are still at very low levels; and (2) there are signs for both equity and swaption vols that the downward trend is confronting a bit more headwind at these very low levels, especially if the inflation and monetary policy outlook changes meaningfully in coming weeks. Mr. Chairman, there were no foreign operations in the intermeeting period. I will need a vote to approve domestic operations. Bob and I will be happy to take any questions about markets or about the memo I circulated last week regarding some changes we are planning to make to the yen reserves portfolio. 	6	61	0.0	0.0	999.0
200503	2	GREENSPAN	 Go over again what is in the CRB index. This is the spot index. WhatÕs in there? 	6	62	0.0	1.0	47.0
200503	3	KOS	 Yes. Oil is a little less than a quarter of that index. 	6	62	0.0	0.0	999.0
200503	4	GREENSPAN	 ThatÕs a big number. 	6	62	0.0	1.0	47.0
200503	5	KOS	 Yes, itÕs about 23 percent, but that compares to about two-thirds or three- quarters weighting that energy has in the Goldman Sachs and the Dow JonesÐAIG indexes, for example. The other components areÑ 	6	62	0.0	0.0	999.0
200503	6	GREENSPAN	 What else is in there? 	6	62	0.0	1.0	47.0
200503	7	KOS	 ÒSofts,Ó as they are calledÑthings like agricultural commodities and metals. 	6	62	0.0	0.0	999.0
200503	8	GREENSPAN	 Agricultural commodities. But grain prices have come down in the most recent data. I assume iron ore is in there? 	6	62	0.0	1.0	47.0
200503	9	KOS	 I donÕt know if iron ore is in there but copper is; copper scrap is in there, I think. 	6	62	0.0	0.0	999.0
