meeting	sequence	date	type	speaker	statement	newcode	mem_num
201606	0	2016-06-15	meeting	YELLEN	Good afternoon, everybody.	50.0	65.0
201606	1	2016-06-15	meeting	YELLEN	As usual, today’s meeting will be in its entirety a joint meeting of the FOMC and the Board of Governors.	50.0	65.0
201606	2	2016-06-15	meeting	YELLEN	So I need a motion to close the Board meeting.	50.0	65.0
201606	3	2016-06-15	meeting	FISCHER	So moved.	50.0	108.0
201606	4	2016-06-15	meeting	YELLEN	Thank you.	50.0	65.0
201606	5	2016-06-15	meeting	YELLEN	As I think almost everyone here knows, Tom Baxter will retire from the Federal Reserve Bank of New York in September.	50.0	65.0
201606	6	2016-06-15	meeting	YELLEN	This was to be the last FOMC meeting that he attended, but he recently decided that his to-do list was sufficiently lengthy that, in order to actually retire as planned, he would need to stay in New York to work rather than attend today’s meeting.	50.0	65.0
201606	7	2016-06-15	meeting	YELLEN	I think it is entirely appropriate, though, that we recognize him in absentia.	50.0	65.0
201606	8	2016-06-15	meeting	YELLEN	Tom’s well- deserved retirement will follow 36 years of service to the New York Bank, at which he has served as general counsel since 1995.	50.0	65.0
201606	9	2016-06-15	meeting	YELLEN	Tom also has been deputy general counsel of the FOMC the past two decades, attending 106 regularly scheduled Committee meetings.	50.0	65.0
201606	10	2016-06-15	meeting	YELLEN	Tom’s contributions to the work of the Federal Reserve were especially crucial during the recent financial crisis when the Federal Reserve needed to design and implement a broad range of effective lending programs to help support the financial system and the economy, in many cases in a matter of days, if not hours.	50.0	65.0
201606	11	2016-06-15	meeting	YELLEN	Tom was at the center of many of those efforts.	50.0	65.0
201606	12	2016-06-15	meeting	YELLEN	We appreciate all that Tom has done for the Federal Reserve, for the New York District, and for the country, and I’m sure that I speak for all of us in wishing him the best in retirement.	50.0	65.0
201606	13	2016-06-15	meeting	YELLEN	And I believe Vice Chairman Dudley would also like to make some remarks about Tom.	50.0	65.0
201606	14	2016-06-15	meeting	DUDLEY	Well, my views are very much the same as yours, Madam Chair.	50.0	96.0
201606	15	2016-06-15	meeting	DUDLEY	I think Tom played a key role in the System throughout his long career.	50.0	96.0
201606	16	2016-06-15	meeting	DUDLEY	He will especially be remembered for his leadership at the time of the 9/11 attack and during the financial crisis, figuring out with Scott Alvarez and many others exactly what we legally could do to save the financial system from collapse, and that was not an easy task.	50.0	96.0
201606	17	2016-06-15	meeting	DUDLEY	Also, of course, I appreciate the support he has given me during my tenure.	50.0	96.0
201606	18	2016-06-15	meeting	DUDLEY	You know, 21 years as general counsel meant that he was serving under three different New York Federal Reserve presidents, and in some ways he’s tracked your own career at the Federal Reserve, Madam Chair, basically being the deputy counsel to the FOMC when you were Governor, when you were president of the San Francisco Fed, Vice Chair, and now the Chair.	50.0	96.0
201606	19	2016-06-15	meeting	DUDLEY	I imagine that he’s pretty high up in the hierarchy of attending meetings at the Fed—probably not quite in “Don Kohn” territory [laughter], but maybe in the top 10 or 20.	50.0	96.0
201606	20	2016-06-15	meeting	DUDLEY	I wish he could be here today, but I think it’s important to acknowledge his contributions and wish him all the success in whatever comes his way after his retirement.	50.0	96.0
201606	21	2016-06-15	meeting	DUDLEY	And it’s not really a retirement.	50.0	96.0
201606	22	2016-06-15	meeting	DUDLEY	It’s a retirement from the Federal Reserve.	50.0	96.0
201606	23	2016-06-15	meeting	DUDLEY	The idea that Tom would actually retire [laughter], that’s just not going to happen.	50.0	96.0
201606	24	2016-06-15	meeting	DUDLEY	Thank you.	50.0	96.0
201606	25	2016-06-15	meeting	YELLEN	Thank you.	50.0	65.0
201606	26	2016-06-15	meeting	YELLEN	Next, I wanted to provide you with a brief update on the long-run framework project.	93.0	65.0
201606	27	2016-06-15	meeting	YELLEN	As Thomas and Simon noted in their March 7 memo to the Committee, the analysis is being conducted by five main work groups.	93.0	65.0
201606	28	2016-06-15	meeting	YELLEN	The first three so-called foundational groups are focusing on lessons from the crisis, the foreign experience, and money markets.	93.0	65.0
201606	29	2016-06-15	meeting	YELLEN	These groups have conducted workshops with academics, market experts, and central bankers, and their work has been presented and reviewed in Systemwide plenary sessions that have been well attended and very productive.	93.0	65.0
201606	30	2016-06-15	meeting	YELLEN	In addition to these foundational groups, two framework groups are conducting analysis, one focused on interest rate targets and operating regimes and another on a range of issues associated with the size and composition of the Federal Reserve’s balance sheet.	93.0	65.0
201606	31	2016-06-15	meeting	YELLEN	These framework groups have also held workshops with a range of experts from inside and outside the System.	93.0	65.0
201606	32	2016-06-15	meeting	YELLEN	Now, we anticipate that the work of the three foundational groups will be presented to the FOMC at the July meeting and that of the two framework groups at the November meeting.	93.0	65.0
201606	33	2016-06-15	meeting	YELLEN	As background for the July presentation, you will receive summary memos from each of the three foundational work groups early next month, and the research directors will receive several background memos later this month.	93.0	65.0
201606	34	2016-06-15	meeting	YELLEN	At the meeting, staff presentations will review the material provided in the memos, and we will reserve ample time for FOMC participants to ask questions and to offer their views on the key issues raised by the memos and staff presentations.	93.0	65.0
201606	35	2016-06-15	meeting	YELLEN	Now, at this time, does anyone have questions or comments about these plans?	93.0	65.0
201606	36	2016-06-15	meeting	YELLEN	[No response]	93.0	65.0
201606	37	2016-06-15	meeting	YELLEN	Okay.	93.0	65.0
201606	38	2016-06-15	meeting	YELLEN	The next item, before we turn to our regular agenda items, is that I wanted to update you on our meeting schedule for next year.	50.0	65.0
201606	39	2016-06-15	meeting	YELLEN	As you know, a draft meeting calendar for 2017 was circulated to the Committee earlier this month, and we received no objections from participants.	50.0	65.0
201606	40	2016-06-15	meeting	YELLEN	We had planned to publish the calendar this Friday.	50.0	65.0
201606	41	2016-06-15	meeting	YELLEN	Unfortunately, we just learned that a newly scheduled international meeting and its potential knock-on effects on the scheduling of other international meetings will raise a question about the workability of part of the proposed FOMC schedule.	50.0	65.0
201606	42	2016-06-15	meeting	YELLEN	And we are now looking into those complications.	50.0	65.0
201606	43	2016-06-15	meeting	YELLEN	Depending on the outcome, we may be able to move ahead with the currently proposed FOMC schedule possibly as soon as this Friday, or, conceivably, we may need to change the date of the March meeting, potentially by moving it either a week earlier or a day later.	50.0	65.0
201606	44	2016-06-15	meeting	YELLEN	And we will get back to you as soon as we possibly can if that proves necessary.	50.0	65.0
201606	45	2016-06-15	meeting	YELLEN	Meanwhile, we want to ask that, for now, you reserve on your calendar the dates that have been proposed.	50.0	65.0
201606	46	2016-06-15	meeting	YELLEN	Any questions about that?	50.0	65.0
201606	47	2016-06-15	meeting	YELLEN	[No response]	50.0	65.0
201606	48	2016-06-15	meeting	YELLEN	Okay.	50.0	65.0
201606	49	2016-06-15	meeting	YELLEN	So we can now turn to the first agenda item, the Desk briefing, and let me turn to Simon to do that.	61.0	65.0
201606	50	2016-06-15	meeting	POTTER	Thank you, Madam Chair.	61.0	999.0
201606	51	2016-06-15	meeting	POTTER	The top-left panel of your first exhibit shows changes in domestic asset prices over various periods this year.	61.0	999.0
201606	52	2016-06-15	meeting	POTTER	As you can see, the net changes in risk asset prices over the intermeeting period, shown in the final column, were mild compared with the swings experienced through April.	61.0	999.0
201606	53	2016-06-15	meeting	POTTER	However, the decline in the 10-year Treasury yield was relatively large.	61.0	999.0
201606	54	2016-06-15	meeting	POTTER	In the past few days, “Brexit” concerns have lowered global risk asset prices and created additional safe-haven demand.	61.0	999.0
201606	55	2016-06-15	meeting	POTTER	Recall that, in the previous Desk briefing, I reported that although the FOMC was not viewed as an important factor in sparking the financial turbulence at the start of the year, more-accommodative-than-expected FOMC communication in March was viewed as an important factor in calming markets.	61.0	999.0
201606	56	2016-06-15	meeting	POTTER	In this intermeeting period, market participants were surprised by the less accommodative tone of the April FOMC minutes and related Federal Reserve communications regarding the release, but the asset price impact outside of the movement in short-term rates was relatively subdued.	61.0	999.0
201606	57	2016-06-15	meeting	POTTER	The top-right panel shows the evolution of market-implied expectations of a rate hike occurring at or before the July FOMC meeting, in relation to how expectations evolved ahead of liftoff in December.	61.0	999.0
201606	58	2016-06-15	meeting	POTTER	As shown by the light blue line, the impression of a less-accommodative stance generated around the time of the release of the April minutes had a sharp effect on the perceived probability of a move at the June or July meetings, one similar in magnitude to the effect of the September 2015 FOMC statement on liftoff expectations, albeit in the opposite direction.	61.0	999.0
201606	59	2016-06-15	meeting	POTTER	This effect was undone by the much weaker-than-expected May employment report, and the market- and survey-implied probability of a hike happening at this meeting declined to effectively zero.	61.0	999.0
201606	60	2016-06-15	meeting	POTTER	As shown in the middle-left panel, the average probability distribution for the federal funds rate at year-end from the Desk surveys was little changed over the period, with the average probability attached to a decrease or no change in the target rate more or less constant.	61.0	999.0
201606	61	2016-06-15	meeting	POTTER	However, compared with the January survey, views have consolidated a bit in the 51-to-100 basis point bucket, at least in part because of the lack of additional rate hikes to date.	61.0	999.0
201606	62	2016-06-15	meeting	POTTER	The median respondent now views one rate hike by the end of this year as the most likely outcome, down from two hikes in April and three hikes in January.	61.0	999.0
201606	63	2016-06-15	meeting	POTTER	The middle-right panel shows how the survey- and market-implied rate paths through 2018 have shifted over this year.	61.0	999.0
201606	64	2016-06-15	meeting	POTTER	During the sharp repricing of near-term rate expectations in mid-May, there was little follow-through into the market-implied rate path past 2016, and after the May employment report the market-implied path continued the striking flattening we have seen since the December rate increase.	61.0	999.0
201606	65	2016-06-15	meeting	POTTER	Meanwhile, the survey-implied mean path has remained little changed compared with our January Desk surveys, the earliest surveys using our current probabilistic question format.	61.0	999.0
201606	66	2016-06-15	meeting	POTTER	On the surface, this difference between the changes in survey expectations and the market-implied path may suggest a further decline in term premiums.	61.0	999.0
201606	67	2016-06-15	meeting	POTTER	However, the comparison between the aggregate survey-implied mean path and the market-implied path neglects much of the richness in expectations that we glean from the Desk surveys.	61.0	999.0
201606	68	2016-06-15	meeting	POTTER	The bottom-left panel shows individual survey respondents’ 2017 year-end target rate probabilities.	61.0	999.0
201606	69	2016-06-15	meeting	POTTER	Here, red identifies primary dealers and blue signifies market participants.	61.0	999.0
201606	70	2016-06-15	meeting	POTTER	The responses are ordered from lowest to highest mean, and the various shades differentiate respondents from one another.	61.0	999.0
201606	71	2016-06-15	meeting	POTTER	As you can see, most of the respondents have bimodal distributions for the level of the policy rate, which include a “low rate” mode that, across respondents, mostly lies in the range of negative ¼ to positive ¼ percent, and a “higher rate” mode, which varies substantially across respondents and ranges from about 1 to 3 percent.	61.0	999.0
