meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
199211	0	GREENSPAN	 Good morning, everybody. The first item of business is the recognition of the fact that this is Bob Black's last meeting. His first meeting was much closer to the 19th century than any of you would know: It was in 1960! That's really extraordinary. I wish to implore all of you that we not become unduly sloppy in our intellectual procedures with Bob leaving the group. In any event, we'll see a lot of you in the future, I presume. Bob. I tried to think of a few things to say about you; it's very difficult to add anything other than refer to the extraordinary esteem which all of your colleagues very clearly have shown to you through the years. And while I've heard a lot of nasty things about me and about other members of this FOMC, I can tell you that I never once have heard anyone say anything other than positive things about you. It goes without saying that we're going to miss you and miss you dearly for your wisdom and your extraordinary insights and experience. It's not going to be easy for us. 	5	5	0.0	1.0	47.0
199211	1	BLACK	 Thank you very much, Mr. Chairman. I'll be perfectly willing to send you a letter if I think you're going astray, and I hope you will heed that letter! 	5	5	0.0	1.0	7.0
199211	2	GREENSPAN	 Why don't you fax it! 	5	5	0.0	1.0	47.0
199211	3	MCTEER	 He won't own a fax! 	5	5	0.0	1.0	53.0
199211	4	BLACK	 I don't have a fax machine but I'm thinking about getting one. 	5	5	0.0	1.0	7.0
199211	5	GREENSPAN	 The second item on the agenda is an important announcement from the President of the Federal Reserve Bank of New York. 	9	95	0.0	1.0	47.0
199211	6	CORRIGAN	 Most of my colleagues have probably seen The New York Times this morning. There's an article of enormous consequence on the front page. For those who haven't seen it, I thought I should share it with you to make sure that these proceedings go forward on a liturgically sound basis. The article reports that for the first time in more than four centuries the Roman Catholic Church today issued a new universal catechism which, among other things, identifies a range of new sins that are the product of modern- day society. Among the sins defined in the new catechism are tax evasion, drug abuse, mistreatment of immigrants, abuse of the environment, artificial insemination, genetic engineering, and financial speculation. I don't know about the rest of you, but I've got to get me one of those! I can see it now: When Gretchen and Joan and Bill go to confession they're going to have to make sure that the confessor understands the difference between hedging and speculation. 	9	95	0.0	1.0	31.0
199211	7	GREENSPAN	 With that I'm not sure I can get approval for the minutes because I'm not sure what we were doing back then! But I will request it in any event. Would somebody like to move the minutes of the last meeting? 	9	95	0.0	1.0	47.0
199211	8	SPEAKER	 (?) . Move it. ﻿ 	9	95	0.0	0.0	999.0
199211	9	CORRIGAN	 Second. 	9	95	0.0	1.0	31.0
199211	10	GREENSPAN	 Without objection. Before Gretchen goes to confession she better report to us. 	9	95	0.0	1.0	47.0
199211	11	GREENE	 I'll try my best, Mr. Chairman, not to be too confessional. The dollar remains on the sidelines of market attention. But it has shown a tendency to strengthen almost continuously since early October, rising to a high of the period this morning of DM 1.6070, an increase of almost 13 percent against the German mark. It rose a more modest 4 percent against the Japanese yen. The United States authorities did not engage in any foreign exchange market operations during the interval. At the time of your last meeting, the immediate pressures of September's European exchange market crisis had pretty much been dissipated and the Bundesbank had lowered both official and market interest rates. Since then, though questions remained about the durability of existing exchange rate relationships within Europe and the ultimate configuration of the European Monetary System, there has been a lessening of the active pressures in the exchange markets. --The French have been able to recover all of the reserves they lost defending the franc, and then some. Their repayment of indebtedness to the Bundesbank has helped the German central bank absorb some of the liquidity that the September interventions had created. --The currencies that departed the EMS--pound sterling and the Italian lira--have recovered some of the exchange rate depreciation against the mark that developed when these currencies were first floated. --Impressively, these developments occurred at the same time that the EMS central banks other than the Bundesbank have been able to drop interest rates by varying degrees, but in every case to levels below those prevailing before the crisis. The countries with the largest changes in interest rates are those with the newly floating currencies--the United Kingdom and Italy. Most other EMS countries have also been able to narrow their interest differentials relative to Germany. France is one of the few countries where the decline in money market rates is not as great as that which occurred in Germany during September. With interest rates in the United States tending to firm largely in response to evidence of somewhat better-than-expected labor market data and talk of fiscal stimulus early next year, the interest differentials against the dollar tended to narrow. The move was greatest for longer-term interest rates as they reflected not only the changes in short-term rates currently taking place but also expectations that these trends would continue. On 10-year government bonds, for example, German rates remain higher than those here, but the adverse differential has been squeezed down to its lowest level since early spring of this year. At the same maturity, the favorable interest rate differentials we enjoy relative to Japan widened to more than 2 percentage points. Under these circumstances, market participants began to consider the possibility that the trend of dollar rates may have reversed. They were sensitive to any indication that the move to lower interest rates abroad would continue. In response, many who had either invested abroad or had allowed their foreign currency receivables to build up in anticipation of further dollar depreciation moved to convert back into dollars. Thus, the dollar moved up steadily during most of the intermeeting period. One of the reasons why the crisis conditions rolled back as much as they did during October and the first two weeks of November is that there were widespread expectations at that time that German interest rates would continue to be lowered. Data then being released drew market attention to a deteriorating outlook for German output, employment and exports. Also, Bundesbank officials appeared to dismiss the most recent accelerations of M3 growth, the Bundesbank's target variable, as an aberration reflecting the unusual circumstances of the huge interventions of September. Together, these developments encouraged the view that the Bundesbank was entering on a course of persistent, if gradual, easing of monetary policy that would open up room for the central banks of the other EMS countries to continue to lower their own interest rates. As these other European countries did move their interest rates lower, some started to probe the limits the market would accept as far as a further narrowing of interest differentials visa- vis the German mark. At the same time, as perceived by the Bundesbank, the domestic environment has now turned somewhat less hospitable to an easing of policy than it was two months ago. The prospect for fiscal consolidation has deteriorated with the weakening economy, wage negotiations for next year are at a sensitive juncture right now, and the movement of exchange rates has rolled back about half of the mark's appreciation that occurred in September. The market has sensed that the Bundesbank has just recently become a little less generous in its money market operations and, last week, the price of Euro-DM futures adjusted to eliminate an expectation of a further cut in short-term interest rates by year end. Under these circumstances, the dollar's rise seems to have stalled during the past couple of days and some other European currencies have met with some renewed pressure. Meanwhile, the Bundesbank has quietly been unloading in the exchange markets some of the dollar reserves it received as repayment of credits extended to other European central banks during the September crisis. These operations have been aimed at helping the Bundesbank absorb the liquidity which the earlier interventions had created. For the most part, their dollar sales have been conducted in a quiet manner. But market participants are aware of the Bundesbank's actions. 	6	61	0.0	0.0	999.0
