meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
199210	0	GREENSPAN	 I think it is most appropriate for me to comment that as far as I can judge we've been handling the issue of confidentiality awfully well. I haven't seen the slightest indication of any breach of security out of these meetings--the last two--and I merely wanted to note that fact and hope that whatever it is we're doing we continue to do. With that, I'd like to request a motion to approve the minutes . 	5	5	0.0	1.0	47.0
199210	1	CORRIGAN	 Move it. 	5	5	0.0	1.0	31.0
199210	2	GREENSPAN	 Is there a second? 	5	5	0.0	1.0	47.0
199210	3	SYRON	 Second. 	5	5	0.0	1.0	51.0
199210	4	GREENSPAN	 Without objection. As you know, today is the first meeting in which Bill McDonough is in charge of both Desks in New York; he took over obviously very recently. And I'd like to call on Bill for his usual start--the Foreign Desk report. 	5	5	0.0	1.0	47.0
199210	5	MCDONOUGH	 Thank you, Mr. Chairman. The foreign exchange markets have been unusually turbulent since the last meeting, dominated by a partial collapse of the European Monetary System. You will recall that at the last meeting we discussed intervention operations and the view of the Federal Reserve that further dollar-support operations would be expected by the market, would not have a high likelihood of achieving a goal of strengthening the dollar and could be counterproductive. I reported that we had been actively seeking to convince the Treasury of that opinion. On the Friday after the meeting, August 21, the Treasury wished to avoid the dollar passing through the then all-time low against the mark. Despite very strong advice from me, representing the views of the Federal Reserve, the Treasury instructed the desk to organize a coordinated intervention. The Federal Reserve had only two choices: either to have the desk intervene for the Treasury alone, as we had once earlier this year, or to participate in the intervention. If we did not join the Treasury, we believed that it would be even worse than an ill-advised intervention. It would become public sooner or later, that the American monetary authorities were split at a time when the dollar was weak and the European monetary system was showing ever greater signs of stress. We made the decision, approved by the Chairman, that the wiser choice was to join the Treasury. Together we bought $300 million against German marks; seventeen other central banks bought just over an additional. After a brief lift, the dollar dropped further and set a new low of DM1.4255 later that day. The following Monday, we had a repeat. Against very strong advice from the Federal Reserve, the Treasury again instructed the desk to organize a coordinated intervention. Faced with the same choice, the Federal Reserve chose to keep the American authorities united and joined in the intervention. The desk bought $200 million against marks, while other central banks bought We had authorization to buy up to $300 million. Even during the intervention, the dollar continued to fall and I stopped our intervention, with the later agreement of the Treasury, rather than risk further damage from a counterproductive effort. The Treasury has not directed any intervention since that time. The dollar reached its new all-time low of DM1.3865 on September 2. The dollar strengthened during the partial collapse of the EMS, reaching a high of DM1.5116 the day that sterling left the ERM. After at least the temporary lull in that storm, dollar/DM interest rate differentials became the most important driver and the dollar settled back to a range of about DM1.3950 to 1.42. The only other operations during the period took place on September 8, when the Swedish central bank, in the midst of a strong speculative run on their currency, ran out of Deutsche Mark reserves and asked the Federal Reserve to help them by entering an off-market transaction in which we would sell them the DM equivalent of $400 million. In addition to helping the Swedes, this kept them out of the market in what would have been a possibly destabilizing dumping of dollars. On behalf of the Foreign Currency Subcommittee of the FOMC, Chairman Greenspan authorized the transaction. This clearance covered both approval to exceed a change in a single day of more than $150 million in net Federal Reserve System holdings of a single foreign currency and to accommodate this transaction in the limit for the change in the overall open position in foreign currency holdings since the previous meeting. In the interest of time, I will not attempt to describe the details of the partial fracturing of the EMS, but will cover only some of what happened and then comment on it. As you are aware, the EMS was created in 1979 as a system of fixed, but adjustable exchange rates in which occasional parity realignments took place. However, there was no currency realignment between January 1987 and last September 13, despite widely different macroeconomic performance between the Germans, Belgians, Dutch, Danes and French on one side and the United Kingdom, Italy, Spain, Portugal and Ireland on the other. German economic performance after the unification of the country, characterized by large budget deficits, above-target monetary expansion, growing inflation and resulting very high interest rates, forced its neighbors to have growth-inhibiting high interest rates in order to maintain parities. The weak cyclical positions of some of the countries made the costs of maintaining high interest rates increasingly difficult to bear. The Europeans had hoped to avoid realignment until at least the French referendum on the Maastricht Treaty, scheduled for September 20, but the market did not permit that. First, the market moved on the Italian lira; a response of a 7% devaluation of the lira on September 13 and relatively small interest rate reductions by Germany the following day accomplished little or nothing. After very heavy losses of reserves, the British had to pull out of the exchange rate mechanism on September 16, followed by the Italians. The Irish, Spanish and Portuguese introduced exchange controls. And the French in a so-far successful effort to maintain the franc within its limits vis-a-vis the mark. Very strong pressures remain within the EMS. Most attention now is on whether the French are able to maintain their parity with the DM. Perhaps they can, since macroeconomic performance comparisons in fact favor the French franc over the DM. However, even the short-term fight is not over when the French have to keep call money at levels well over those of Germany to put a high price on short positions. Even if the franc can be defended, there will be serious problems following. France has a very large positive trade balance with the United Kingdom, which will surely deteriorate after the U.K. float and effective, if not formal, devaluation. Similarly, the Irish stay tied to the DM, even though about one third of their exports go to the U.K. Apparent solutions to today's problems merely create new ones for tomorrow. With the French finance minister reminding the world that speculators during the French Revolution went to the guillotine, it is worth noting that the market attack on a cascade of currencies was not only the old-fashioned combination of leads and lags and the assault of market professionals such as commercial banks. However, from what we know of bank foreign exchange profits in the third quarter, soon to be announced, Monsieur Sapin will no doubt order the guillotine mounted on the Place de la Concorde. A major additional factor is that the apparent stability of a fixed-rate system convinced many investors, especially fund managers, that there was little or no exchange risk in high-interest-rate currencies. Over a period of months or even years, they invested in high-yield EMS currencies and those of other countries tied to the system through the ECU, especially Finland and Sweden. When concern about exchange rate stability grew as the French referendum approached, these investors began to move into stronger currencies. After the inadequate policy response of the small Italian devaluation and the small interest rate moves by Germany, many of these investors went roaring toward the same exit and ordered their commercial or investment banks to get them out of their foreign exchange positions immediately at virtually any exchange rate. We believe this was the most important factor, at least at the margin, in the huge runs on various currencies and the inability of traditional defenses, such as intervention and interest rate moves, to thwart them. As at least some of these investors moved out of European assets, they moved a portion into Japan, strengthening the yen against both the dollar and the mark. Last week, the dollar reached a new all-time low against the yen of 118.60. Japanese authorities and their manufacturing exporters are starting to worry about an excessively strong yen giving them the problem that gave the rust belt its name in the early '80s. In addition, most of the recent money moving into Japan is in short-term liquid deposits and could move out as quickly as it moved in. Runs against a currency have not been peculiar to Europe. Growing worries about Canada's constitutional future, on top of a weak economy, have caused a run on the Canadian dollar. The Bank of Canada confronted the run with intervention and increases in official interest rates of almost 2 percentage points. Last week, the Canadian chartered banks increased their equivalent of the prime rate by 200 basis points. Looking at our own situation, the dollar has been weak this year because of interest rate differentials with Europe. But it has been particularly weak when there has been concern about the strength of the recovery, and Mr. Perot's candidacy has made foreigners worry about our political future. Regarding interest rate differentials, the market interpreted the lack of action by the open market desk last Friday as meaning that Fed policy is on hold until this meeting. It is anticipating an ease and has built into the exchange rates a 25 basis point cut in the funds rate. The market is also confused about German monetary policy and may just be reading it wrong. After lowering interest rates in concert with the Italian devaluation, the Bundesbank was very tender about the wide questioning of whether it had maintained its independence. I believe that at least some of the key directors feel that they are well on their way to having established to their own satisfaction that any interest rate moves will be deemed to be of their own free doing. Although last week the Bundesbank maintained the discount and Lombard rates at existing high levels, it lowered the call money rate to 8.9%, 80 basis points below where it was three weeks ago. Schlesinger emphasized this development at his press conference last Friday. This may be the first fair-sized step towards easier monetary policy. One of the reasons behind such a possibility is that the Bundesbank achieved its goal of restoring flexibility to the EMS and lessening the likelihood that they would lose control of monetary policy as they did in September. During last month, the Bundesbank added 92 billion marks to reserves through intervention operations, an amount equal to the total reserves of the German banking system at the start of the month or approximately 25% of the Bundesbank's total assets. Sterilization took the Bundesbank longer than it would take us because of the relatively inflexible nature of their basic four-and eight-week monetary operations. However, the experience has clearly contributed to a change in operations, announced Friday, to the use of two-week maturity operations and a willingness to use operations as short as a few days. If the Bundesbank wishes to ease, and yet appear independent from political pressures, it can point to the weakening of the German economy, slightly improving price performance and all kinds of people explaining the rapid M-3 growth is a technical result of their inverted yield curve as justifications. Mind you, if the Bundesbank is at the beginning of an easing period, they are likely to proceed with considerable caution and rather slowly. Regarding the United States economy, growth of the kind envisioned in the Greenbook forecast will not help capital flows into the United States, because such flows require a stronger growth pattern. Perot's candidacy and a growing market view that a Clinton victory is at least a possibility and would probably bring a fiscal stimulus package early next year create uncertainty, also adversely affecting capital flows. The worry has to be that these pressures, in a world in which recent history shows how rapidly large capital flows can move out of a country, would trigger what could be a rather rapid weakening of the dollar. I do not believe that there is a single contingency plan for such an event, because it could happen in a variety of ways, or, in the best of cases, not at all. We have to be very vigilant and are keeping particularly close to those market participants who see such asset reallocation moves early. RECOMMENDATION: Mr. Chairman, we need a motion to approve the three operations I have discussed: the sale of German mark reserves to buy $150 million in the intervention operation August 21 and $100 million on August 24 and the sale of the equivalent of $400 million in marks on September 8 to the Swedish central bank. 	6	61	0.0	0.0	999.0
199210	6	GREENSPAN	 Thank you. Any questions for Bill? 	6	62	0.0	1.0	47.0
199210	7	BOEHNE	 You ended on a note about staying alert to early signs of a run on the dollar. But there really isn't much one can do in terms of contingency plans. Essentially, we have interest rates to deal with that and we have foreign exchange operations to deal with that, and foreign exchange operations have shown that they're not effective in [countering] these kinds of massive movements in capital flows. Domestic concerns would make an interest rate movement not a good course. That exhausts my list. What else is on that list that one can do if this kind of situation should materialize? 	6	62	0.0	1.0	33.0
199210	8	MCDONOUGH	" Intervention is unlikely to be highly effective because it would be very difficult under the circumstances to organize a coordinated intervention. It is tough to be effective intervening on our own. I think it's a tool and, quoting President Corrigan at the last meeting, I'd be inclined to say ""never say never."" It is something that we may want to use. The reason it would be difficult to organize a coordinated intervention is that most of the Europeans don't have any deutschemarks, which would be the currency of intervention. And the Bundesbank, I would think, probably would want commitments from the Chairman on the future of monetary policy that I suspect he would be very reluctant to give. Because of their concern about what [intervention] did to the management of their money supply, it would be a fairly tough argument to make in any case. In the midst of a political campaign, if one or more of the candidates could be induced to say that a weak dollar policy is not what he has in mind, that could be somewhat useful if it were done with good timing. "	6	62	0.0	0.0	999.0
199210	9	JORDAN	 Earlier this year we heard some things about the difficulties the Germans were having with sterilization and their desire to see us diversify ﻿ and so forth. What were they saying during September about their problems with the other countries? And was that a constraint on our options? 	6	62	0.0	1.0	58.0
