meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
199312	0	GREENSPAN	 Governor, since you're standing, will you move the minutes of the last meeting? 	5	5	0.0	1.0	47.0
199312	1	LINDSEY	 Yes, I so move. 	5	5	0.0	1.0	54.0
199312	2	GREENSPAN	 Without objection. I think you're all familiar with the memorandum dated December 17th that relates to the delegation of responsibility for Decisions on Appeals under the Freedom of Information Act of denials of access to Committee records. Is there any discussion on this issue? Any questions? Would somebody like to move the delegation of this responsibility? 	44	44	0.0	1.0	47.0
199312	3	LINDSEY	 So move. 	44	44	0.0	1.0	54.0
199312	4	KELLEY	 Second. 	44	44	0.0	1.0	48.0
199312	5	GREENSPAN	 Without objection. Thank you. The next item on the agenda is an interesting analysis by Dave Stockton and Jack Beebe on the relationship of price stability and economic performance, which I believe was initiated at a System-wide conference a while back. And I turn [the floor] over to you gentlemen. 	9	91	0.0	1.0	47.0
199312	6	STOCKTON	 One proposal to emerge from your System Planning Conference of August 1992 was to concentrate research efforts on establishing the connections between price stability and economic growth. Last winter. Jack Beebe and I organized a systemwide research project covering a variety of topics related to this issue. We circulated to you last week a detailed summary of the papers prepared for this project and the discussions at our meeting in September. This morning we would like to comment briefly on those aspects of the project most relevant to monetary policy. Roughly speaking, our project had three main components. The first was an investigation of the direct statistical relationship between inflation and the growth of real output. The second explored how inflation might affect both the supply of productive resources and how efficiently these resources are used. The third evaluated several arguments that have been advanced against the goal of price stability. Because we did not view as controversial--or particularly relevant-- the proposition that high rates of inflation harm the economy, we asked the researchers, to the extent possible, to concentrate their efforts on exploring the consequences of eliminating a moderate inflation. Let me turn first to the direct statistical evidence relating inflation to the growth of real output. Five papers presented at our conference examined whether, on average, countries that have experienced higher rates of inflation have had lower rates of growth in real output--controlling for a variety of factors such as capital formation, investment in education, and population growth. As one of our discussants noted, we may have run every regression possible with existing data sources. In most cases, the results--taken at face value--suggest that inflation depresses economic growth. However, the research also demonstrates that, under closer inspection, this finding is not very robust. The results appear sensitive to the time period of estimation, the set of countries included, and the choice of other explanatory variables. Our participants were sceptical that these cross-country results provide much guidance in quantifying the likely benefits of operating the United States economy with little or no inflation. The situation is not any better with respect to the time-series evidence for the United States. The data reveal that higher inflation is correlated with slower growth of real output and labor productivity, providing some support for the notion that inflation reduces economic growth. But there are other explanations as well. Supply shocks, which simultaneously raise inflation and lower productivity, may be the main source of the negative correlation. Or, causation could run from lower productivity to higher costs and prices. Two conference papers and another under preparation at the Board examine the time-series evidence for the United States economy. Unfortunately, these papers come to very different conclusions about whether there exists any meaningful evidence that inflation harms growth in output or productivity. Obviously, we have some work ahead of us to reconcile these findings. The bottom line is that we were unable to find a ìsmoking gunî that would change the views of those economists who are sceptical that there would be any perceptible growth dividend from moving from moderate inflation to price stability. That such evidence is hard to come by probably should not be surprising. Although even small effects on the growth of real output would be economically meaningful as they cumulate over time, such effects are likely to be very difficult to detect given the imprecision in our statistical techniques and measures of output. Indeed, many of the costs associated with mitigating the effects of inflation--such as resources devoted to finance, accounting, and cash management--show up as additions to real GDP. Recognizing these difficulties, a second set of papers looked at how inflation might affect the supply of resources available to the economy and the efficiency with which those resources are allocated. The factor of production most widely thought to be affected is capital. The interaction of inflation with the tax code raises the cost of capital through restrictions on depreciation and inventory accounting, and the taxation of nominal capital gains and profits. These effects likely are only partially offset by the deductibility of nominal interest payments. Although changes in the tax code since the late 1970s may have attenuated these influences, it still remains a good bet that inflation raises the cost of capital. Beyond these tax effects, inflation may depress equity prices by fostering expectations of tighter monetary policy in the future, and perhaps, by raising the risk premium on equity. Empirical work has yet to produce convincing measures of inflation risk premia in equity returns or in interest rates. Another concern is that inflation may have implications for economic efficiency. Perhaps the most serious efficiency consideration arises with respect to the functioning of the price system. A survey paper reviewed the vast body of research on this topic. Although there are a few dissenting studies, this literature provides strong evidence that inflation heightens uncertainty and distorts relative prices. Even at moderate rates of inflation, the use of nominal contracts, differential speeds of price adjustment, and inflation-induced confusion can cause significant reductions in the information content of relative prices and wages. Because resource allocation in market economies depends importantly on the signals provided by relative prices, this interference is surely detrimental to the efficiency of the economy. Indeed, there is some evidence that inflation uncertainty and relative price distortions tend to depress real output. But, as is the case with the direct studies of inflation and real output, the evidence is weak. Of course, the best known efficiency loss is associated with the so-called inflation tax on currency and reserves. Reasonable estimates of the welfare loss from this implicit tax suggest it is small. However, several theoretical papers presented at the conference point out that changes in the inflation tax could have fiscal and economic implications that extend well beyond narrow effects on cash balances. But the empirical importance of these broader effects remains an open question.  	9	91	0.0	0.0	999.0
199312	7	BEEBE	 Let me now turn the floor over to Jack to complete our presentation. In addition to examining the likely channels through which a policy of price stability might improve economic performance, we also took a serious look at the arguments that have been raised against price stability, even if it could be attained costlessly. One reason cited for desiring positive measured price inflation is the possible biases in major price indexes. We commissioned an extensive review of existing research on price measurement. There's a considerable body of work focusing on various components of the indexes and on various weighting schemes, but virtually nothing that attempts to estimate the aggregate measurement error in any of the major indexes. A couple of years ago, Dave worked with two colleagues here at the Board to place some rough bounds on the possible size of the measurement bias for the United States CPI. They considered the CPI's failure to account accurately for the substitution both among goods and across types of retail establishments--and its shortcomings in quality adjustment, including the introduction of new goods into the index. Combining these possible sources of measurement error, they developed a high-end estimate of roughly 1-3/4 percent per year for the bias in the CPI. After thorough study of the existing price measurement literature, the authors of the conference paper didn't dispute the reasonableness of this estimate. But, they did stress that any calculation is subject to wide error and is best viewed only as an educated guess. One long-standing argument against price stability suggests that some inflation is desirable because it facilitates the downward adjustment of real wages, because cutting nominal wages often is thought to be difficult. Work presented at our conference suggested that there were two problems with this view. First, nominal wages are reduced with surprising frequency in the United States For example, one paper showed that, in a sample of 53.000 wage-change observations, roughly 20 percent were negative. Even if one limits the sample to individuals not changing jobs, about 10 percent of the wage changes were negative. Second, real wage cuts appear to occur as frequently in low inflation periods as they do in high inflation periods. Now, there obviously are some situations in which nominal wages can't be reduced easily. But this work suggests they aren't common enough to present a serious argument against price stability. A second argument for a positive rate of inflation is that it provides a little more room for counter-cyclical interest-rate policy. With the economy operating at zero inflation, there's no opportunity for the short-term real interest rate to become negative, and this may limit the ability of monetary policy to offset shocks to aggregate demand. Some simulations using a small stylized empirical model of the United States economy suggest that there could be a problem at zero inflation. Depending on the size and nature of the shocks, the monetary authority may not be able to reduce the real short-term interest rate sufficiently to prevent a somewhat longer and deeper recession than would have occurred had there been a higher rate of inflation. In such circumstances, there are policy tools other than the funds rate that could provide some stimulus to the economy. For example, the Fed could increase reserves, and perhaps even temporarily suspend the zero inflation objective. Of course, fiscal policy also would still be available. But, we don't feel that at work to date has covered all the bases, and further study of this issue may be warranted. Finally, we thought it pertinent to look at the recent experiences of countries that have established explicit inflation targets in their efforts to achieve low or zero inflation--Canada. New Zealand and the United Kingdom, as well as Australia, where the government's inflation forecasts generally are now regarded as policy objectives. In each of these countries, the decision to target inflation was jointly determined with the government. In general, there appears to be a broad view that if explicit inflation targets are to be successful: first, the central bank needs the political support of the private sector, as well as the government: second, the objective should be clear so that progress can be monitored easily; and finally, the central bank must have the ability and incentives to achieve its stated goals. To date, reductions in inflation in these countries have been accompanied by recessions and substantial output losses. If there have been credibility benefits from the announcement of targets, in terms of lower sacrifice ratios, they appear, thus far, to have been small. Moreover, longer-term inflation expectations remain above actual inflation, suggesting that doubts remain about continuing commitments to these targets. However, it's far too early to draw any conclusions about the success of these programs. Any meaningful tests of inflation targets lie ahead when these economies move more firmly onto their recovery paths. In summary, the work undertaken for this project produced a number of insights into the extent to which operating the economy with little or no inflation would improve economic performance. In the process, we also developed a better sense of where additional work might yield substantive benefits. However, in the end, we've not provided you with an air-tight case for price stability. There's reasonably clear evidence that inflation interferes with the pricing mechanism, heightens uncertainty, and distorts the cost of capital. And, avoiding these distortions provides a strong argument for price stability. But the evidence that price stability would boost economic growth remains largely indirect and circumstantial. 	9	91	0.0	0.0	999.0
199312	8	GREENSPAN	 I know that we've done very considerable work in the United States to weed out the statistical effects, which I'm sure exist in other countries, of the normal noise in the variables that creates an inverse correlation between price change and real GDP when we look at the implicit price deflator on the one hand and the gross domestic product in constant dollars on the other. In other words, if you have an independently estimated nominal GDP and an independently estimated set of prices and you consider that there is noise in those variables, you're going to end up picking up some negative correlation. But for the United States I think we've done enough in this area to demonstrate that even adjusting for that by [using] industrial production versus price, which is not subject to this problem, still creates a very robust relationship. The causation question is where the big debate is. So I was just curious: Have we run Granger-causation tests on United States data? I've forgotten what came out of that. 	9	91	0.0	1.0	47.0
199312	9	STOCKTON	 On the work carried out here at the Board we've done some of those types of statistical causality tests and there does appear to be some indication that inflation causes productivity growth. But the lion's share of the negative correlation between inflation and productivity growth occurs contemporaneously. So the evidence, one would have to say, is that it is possible that there's some causal relationship but it certainly doesn't show through strongly in the data. Most of the correlation appears to be contemporaneous, raising questions about that [relationship]. 	9	91	0.0	0.0	999.0
