meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
199305	0	GREENSPAN	" Good morning, everyone. There are going to be thunderstorms this morning, but I trust that we can integrate them in an appropriate [unintelligible] that is in sync. The impression I get is that the authorities up above, knowing that this is Jerry Corrigan's last meeting, have decided to let us know they are aware of that. If anyone can read the drumbeat as to whether it's pro or con Jerry, please let us know. We, of course, are going to be having a farewell lunch in Jerry's honor in Dining Room E after the meeting. Let me say before we start: You may recall that a number of meetings ago I raised some questions about the security of this operation which—to use a kind word—was ""dubious"" for a while. I think our record in recent months, indeed pretty much back to the end of last year, really has been extraordinarily good. I cannot honestly say that I have seen a comment that I would unambiguously read as coming out of an FOMC meeting. I think you are all aware that what will be going on here today has very considerable interest outside. So, all I would suggest is: Let's not lower our guard. Let's be cautious, and I think we can fend off the clever endeavors on the part of a lot of our media friends on the outside who will try to infer how this meeting came out. I don't request anything new; I think what you've been doing is fine. Let's just have an awareness not to let our guard down inadvertently. I will raise some questions [later] in the proceedings when we get into our discussions about exchange rates, concerning which I have a memo from our colleague, Ted Truman. I'd like to read it to you so you will be up-to-date on what the issues are. It relates somewhat to this confidentiality issue but it's not directly in that context, so I'll leave it for later. Shall we start off? I ask for a motion to approve the minutes for the meeting of March 23. "	5	5	0.0	1.0	47.0
199305	1	SPEAKER	 So moved. 	5	5	0.0	0.0	999.0
199305	2	GREENSPAN	 Is there a second? 	5	5	0.0	1.0	47.0
199305	3	SPEAKER	 (?) . Second. 	5	5	0.0	0.0	999.0
199305	4	GREENSPAN	 Without objection. Al Broaddus, I assume, is available at the moment to give us a rundown on the very interesting work with which his group has been involved. 	5	5	0.0	1.0	47.0
199305	5	BROADDUS	 Thank you, Mr. Chairman. I'll be brief and just give a quick background. Members of the Committee will remember that about two years ago at the July 1991 meeting it seemed pretty clear that the economy was beginning to recover. And I think most members of the Committee recognized that somewhere down the road the Committee was going to be faced with the prospect of rising inflation pressures and the possible need to change the direction of policy toward restraint. In the environment as I remember it, Governor Angell asked a very reasonable and straightforward question, and that was: If and when that time arrived, would such a move be facilitated by a change in our operating procedures away from the current procedure of conducting policy by controlling the funds rate very ﻿ tightly? Would we change perhaps in the direction of a more automatic adjustment of the funds rate in response to emerging inflation developments or other economic developments or perhaps along the lines of the nonborrowed reserve procedure we used between late 1979 and late 1982? In any case, we got a group of System economists together and we produced two volumes as your answer, Governor Angell. It's a lengthy response but I think an interesting one. 	9	96	0.0	1.0	59.0
199305	6	GREENSPAN	 Is he going to have to take an exam on what's in those volumes? 	9	96	0.0	1.0	47.0
199305	7	BROADDUS	" I think I may have to take an exam on it at some point! Actually, a shorter answer was delivered at the next meeting of the Committee in August of 1991 when Don Kohn summarized a memorandum that Dave Lindsey had prepared. That memo reviewed several alternative procedures that might assist in the next change in the direction of policy. Just very quickly: One set of those alternatives would have deliberately caused somewhat greater movement in the funds rate in the short run in an effort perhaps to camouflage or disguise when an increase in the rate might be taken; this might soften or at least stretch out the market and public reaction to the move. The second set of alternatives would have involved tying the funds rate, or perhaps a borrowed reserve instrument, in some way to deviations of M2 from its target. The memo also noted that in an automatic procedure we might want to substitute total reserves or perhaps the monetary base for the funds rate as the operating instrument. In any case, at that August 1991 meeting the Committee discussed all of these alternatives. And, of course, the memorandum pointed out that there were disadvantages as well as advantages according to the tradeoffs involved. The Committee I think also recognized that the current unpredictable behavior of M2 might cause some difficulties with some of these alternative procedures that would not have existed so much in the past. In any case, all of this was brought out and in this situation the Committee mandated a more broadly scoped study, similar to studies that had been done along these lines in the past. We had one in the early 1980s and another in the early 1970s. This broader project was carried out in the second half of 1991 and the first half of last year. It culminated in a very interesting two-day conference at the St. Louis Fed in which 16 papers on this topic, along with formal discussions, were presented. Economists from the Board staff and all of the Reserve Banks participated in this conference. We also invited two prominent outside monetary economists, Ben McCallum from Carnegie Mellon and John Taylor from Stanford, to participate in the conference—actually to comment on particular papers and in both cases to give an overview. Both wrote papers giving their overview comments on the research and its implications. All the papers prepared for the conference, including the discussion papers and the Taylor and McCallum papers reviewing the overall conference, are included in this two-volume study. You should have received these volumes last week as well as a summary of those proceedings, which I hope you will have an opportunity to read if you haven't done so already. As the summary indicates, the study did not attempt to arrive at specific recommendations as to alternative procedures that the Committee should adopt. I think we recognized rather quickly when we got into this that it would be unrealistic to try to do that in this ﻿ study. What we tried to do was to lay a solid analytical foundation on which such a discussion and decisions could be based. Frankly, we concluded that we have produced a very solid foundation for that kind of consideration if the Committee wants to take that next step; I think we've covered the subject comprehensively. Many of the papers used state of the art research techniques in reaching their conclusions. In any case, the summary document that you should have describes several of the more formal papers in some detail and it presents five broad conclusions. I'm not going to go through those in any detail but let me just paraphrase them. First, we studied the operating procedures in a number of other major industrial countries. We found that most of them employ procedures that are similar to those that this Committee uses but we also found that some differences of detail exist. And if we take the next step, we might want to consider whether there are any significant advantages to adopting some of these procedures. For example, I have in mind something like the Lombard facility that the Bundesbank has available. Second, in view of the current problems with the monetary aggregates as indicators of policy, in this study we looked at a large number of alternative indicators of the thrust of policy and future economic developments to see whether we might improve the execution of policy by, in some more systematic way, taking account of some of these variables in conducting policy. I have in mind here variables like bond rates, yield curves, commodity prices, and a number of others. Not surprisingly, no single indicator jumps out and says ""I'm the one on which you should focus all of your attention."" But we did learn that certain indicators do seem to do a better job over particular time horizons than others. So, we did a bit of filtering that I think is useful there. The third and perhaps the most important conclusion we reached is that a case can be made that the Committee's current procedure of adjusting the funds rate in response to a variety of indicators can be used successfully over time to achieve the principal objectives of monetary policy. I think a lot of people, like Dave Lindsey, suspected that before the study was done. But the study provides very important and very solid analytical confirmation in support of that conclusion. However, and I can't emphasize this enough, the effectiveness of our current policy regime depends critically on the maintenance of the credibility of the System's longer-term policy objectives. Fourth, some model simulations that were done for the study indicated that a feedback mechanism to guide policy might be of some assistance in improving our results without creating a lot of undue short-term instability. Several papers in particular looked at feedback mechanisms where either a funds rate instrument or a monetary base instrument would be [varied] in some systematic way in response to deviations of nominal income from a target--for example, the Humphrey-Hawkins projections that we put forth twice a year--that might be set. Fifth and finally, research done for the project indicated that greater transitory deviations in the funds rate permit targeting that would characterize some of these alternative procedures but not ﻿ necessarily be transmitted to greater variability in longer-term interest rates. So, that possibility should not prevent us from looking at some of these alternative procedures if we wished to. In any case, Mr. Chairman, those are the principal conclusions. Again, I think this study positions the Committee to take the next step, and it would be a fairly straightforward step of looking at particular changes we might make. Let me take this opportunity to thank everybody who was involved in the project but express particularly my appreciation to Marvin Goodfriend and to Dave Small of the Board's staff who did a tremendous amount of work in editing these papers. "	9	96	0.0	1.0	59.0
199305	8	GREENSPAN	 Thank you. 	9	96	0.0	1.0	47.0
199305	9	BROADDUS	 I'd be happy to try to answer any questions anybody has and I'm sure Marvin and Dave could help me with some of- the more technical ones. 	9	96	0.0	1.0	59.0
199305	10	GREENSPAN	" I must say I didn't have a chance to read the fat books but I did read the summary, and it really is useful in segregating the various types of problems that confront us. I'm not saying that I feel overly encouraged about different means that we could employ other than what we are doing. I guess we all hope that somewhere down the line we're going to be able to deviate from ""funds only,"" if I may put it that way, as a policy. But I think the type of data systems that you set up for an evaluation will enable us to continue until we can fundamentally come to grips with a view that presumably for us [fed funds] continue as our optimum operating policy procedure. Questions for President Broaddus? [Hearing none,] I guess everybody has read the two books and all the questions have been answered! "	9	96	0.0	1.0	47.0
199305	11	BROADDUS	 Thank you very much, Mr. Chairman, for the opportunity to summarize the study. 	9	96	0.0	1.0	59.0
199305	12	GREENSPAN	 And thank you very much, indeed. We'll now move on to Gretchen Greene and operations of the Foreign Desk. 	9	96	0.0	1.0	47.0
