meeting	sequence	date	type	speaker	statement	code2	code
201512	0	2015-12-16	meeting	YELLEN	Good afternoon, everybody.	5	5
201512	1	2015-12-16	meeting	YELLEN	As everyone knows, we had a farewell lunch for President Kocherlakota at our October meeting, and Narayana recused himself from FOMC business after that.	5	5
201512	2	2015-12-16	meeting	YELLEN	I will also note that Neel Kashkari has been selected as president of the Federal Reserve Bank of Minneapolis effective January 1, and he will be attending the January FOMC meeting.	5	5
201512	3	2015-12-16	meeting	YELLEN	Attending on behalf of Minneapolis today is First Vice President Jim Lyon.	5	5
201512	4	2015-12-16	meeting	YELLEN	Jim has also represented Minneapolis at the FOMC in September 2009, and I know he has attended many FOMC meetings.	5	5
201512	5	2015-12-16	meeting	YELLEN	I would like to welcome you, Jim, back to the table.	5	5
201512	6	2015-12-16	meeting	LYON	Thank you.	5	5
201512	7	2015-12-16	meeting	YELLEN	Let’s see.	5	5
201512	8	2015-12-16	meeting	YELLEN	Now, let me say, this entire meeting, as has been the case for a few meetings, will be a joint meeting of the FOMC and the Board of Governors.	5	5
201512	9	2015-12-16	meeting	YELLEN	So we need a motion to close the Board meeting.	5	5
201512	10	2015-12-16	meeting	FISCHER	So moved.	5	5
201512	11	2015-12-16	meeting	YELLEN	Thank you.	5	5
201512	12	2015-12-16	meeting	YELLEN	Without objection.	5	5
201512	13	2015-12-16	meeting	YELLEN	Let’s ask Simon to start things off with the Desk report.	61	6
201512	14	2015-12-16	meeting	POTTER	Thank you, Madam Chair.	61	6
201512	15	2015-12-16	meeting	POTTER	Since the Committee met in October, expectations that liftoff will occur at this meeting have increased substantially, while the expected slope of the target rate thereafter is little changed.	61	6
201512	16	2015-12-16	meeting	POTTER	As liftoff expectations grew earlier in the period, broader asset prices were relatively range bound.	61	6
201512	17	2015-12-16	meeting	POTTER	However, late in the period, sharp commodity price declines weighed on risk sentiment.	61	6
201512	18	2015-12-16	meeting	POTTER	On net, domestic financial conditions tightened over the period.	61	6
201512	19	2015-12-16	meeting	POTTER	As shown in the top-left panel of your first exhibit, over the period the market- implied probability of liftoff at this meeting increased markedly, driven by the October FOMC statement and the better-than-expected October employment report.	61	6
201512	20	2015-12-16	meeting	POTTER	Adjusting for year-end effects in the January federal funds futures contract, we estimate a market-implied probability of roughly 90 percent.	61	6
201512	21	2015-12-16	meeting	POTTER	The average probability of liftoff at this meeting, according to the Desk’s most recent dealer and buy-side surveys, is also around 90 percent.	61	6
201512	22	2015-12-16	meeting	POTTER	And all but one of the 51 respondents view this meeting as the most likely time of liftoff.	61	6
201512	23	2015-12-16	meeting	POTTER	Amid the buildup in expectations regarding liftoff, there was a parallel shift up in the market-implied policy rate path, as shown in the top-right panel.	61	6
201512	24	2015-12-16	meeting	POTTER	The market- implied path continues to be shallow by historical standards at the initiation of tightening phases, rising by about 50 basis points per year in 2016 and 2017.	61	6
201512	25	2015-12-16	meeting	POTTER	According to the Desk’s surveys, the average expected pace of tightening in the first two years after liftoff, conditional on not returning to the effective lower bound, declined slightly, as shown in the middle-left panel, continuing the trend observed since we first asked about this in September 2014.	61	6
201512	26	2015-12-16	meeting	POTTER	On average, survey respondents now expect the target rate to increase 80 basis points in the first year after liftoff and 95 basis points in the second year.	61	6
201512	27	2015-12-16	meeting	POTTER	Market rates over the next two years are still somewhat below the mean expectations of the target rate in the Desk’s surveys, as shown in the middle-right panel.	61	6
201512	28	2015-12-16	meeting	POTTER	These mean expectations are derived from survey questions eliciting probability distributions for year-end rates.	61	6
