meeting	sequence	date	type	speaker	statement	code2	code
201509	0	2015-09-17	meeting	YELLEN	Good afternoon, everyone.	5	5
201509	1	2015-09-17	meeting	YELLEN	I would like to welcome Rob Kaplan to his first FOMC meeting.	5	5
201509	2	2015-09-17	meeting	YELLEN	Rob became president and CEO of the Federal Reserve Bank of Dallas just last week.	5	5
201509	3	2015-09-17	meeting	YELLEN	In his new role, President Kaplan brings to bear 10 years of academic experience at Harvard University, where he served as a professor and a dean; a long and distinguished career in global finance; and broad experience on corporate and noncorporate boards.	5	5
201509	4	2015-09-17	meeting	YELLEN	I have to say, you chose to join us at a very interesting time.	5	5
201509	5	2015-09-17	meeting	YELLEN	[Laughter]	5	5
201509	6	2015-09-17	meeting	YELLEN	We all look forward to working with you.	5	5
201509	7	2015-09-17	meeting	KAPLAN	Thank you, Madam Chair.	5	5
201509	8	2015-09-17	meeting	KAPLAN	I appreciate it.	5	5
201509	9	2015-09-17	meeting	YELLEN	Let me mention, as was indicated in the agenda, that the entire FOMC meeting will be conducted jointly as an FOMC and Board of Governors meeting—and this will likely be true going forward.	5	5
201509	10	2015-09-17	meeting	YELLEN	I need a motion to close the Board meeting.	5	5
201509	11	2015-09-17	meeting	FISCHER	So moved.	5	5
201509	12	2015-09-17	meeting	YELLEN	Thank you.	5	5
201509	13	2015-09-17	meeting	YELLEN	And without objection.	5	5
201509	14	2015-09-17	meeting	YELLEN	Our first item of business is “Financial Developments and Open Market Operations.”	61	6
201509	15	2015-09-17	meeting	YELLEN	Let me call on Simon to give us the Desk report.	61	6
201509	16	2015-09-17	meeting	POTTER	Thank you, Madam Chair.	61	6
201509	17	2015-09-17	meeting	POTTER	Over the intermeeting period, a sharp rise in concern about emerging market growth, particularly in China, triggered a broad decline in global risk-sensitive assets.	61	6
201509	18	2015-09-17	meeting	POTTER	Oil and other commodity prices fell, at times reaching levels last observed in early 2009, and inflation compensation measures in the United States and other advanced economies continued to decline.	61	6
201509	19	2015-09-17	meeting	POTTER	Most emerging market currencies depreciated, in some cases quite sharply.	61	6
201509	20	2015-09-17	meeting	POTTER	Nominal Treasury yields were relatively little changed, reportedly in part because flight-to- quality demand was offset by large-scale reserve sales by emerging market central banks, which intervened heavily in foreign exchange markets in a bid to stabilize the value of their currencies.	61	6
201509	21	2015-09-17	meeting	POTTER	Toward the end of the period, as US markets calmed down, investors were intensely focused on the prospects for Federal Reserve policy firming in light of the positive news on US real activity during the intermeeting period.	61	6
201509	22	2015-09-17	meeting	POTTER	I will begin by discussing these financial market developments.	61	6
201509	23	2015-09-17	meeting	POTTER	Lorie will then discuss money market developments and operational matters.	61	6
201509	24	2015-09-17	meeting	POTTER	The People’s Bank of China unexpectedly devalued the renminbi versus the dollar following a long period of stability and predictability in the management of that exchange rate, as shown in the top-left panel of your first exhibit.	61	6
201509	25	2015-09-17	meeting	POTTER	Although the devaluation was relatively small compared with the increase in China’s trade- weighted exchange rate over the past year, it came on the heels of a string of weak Chinese economic data and the unwinding, at least in part, of a bubble in Chinese equities.	61	6
201509	26	2015-09-17	meeting	POTTER	The devaluation appeared to intensify greatly the existing concerns among market participants about the severity of the growth slowdown in China and the ability of the Chinese authorities to address it appropriately.	61	6
201509	27	2015-09-17	meeting	POTTER	Sentiment toward Chinese policymaking had already been fragile, especially in light of the often heavy- handed and ultimately unsuccessful effort over the past few months to halt the selloff in equities.	61	6
201509	28	2015-09-17	meeting	POTTER	Following the devaluation, capital outflows from China accelerated markedly from already high levels.	61	6
201509	29	2015-09-17	meeting	POTTER	These outflows led, within a couple of days, to large-scale foreign exchange intervention to prevent further renminbi depreciation.	61	6
201509	30	2015-09-17	meeting	POTTER	The concerns raised by the devaluation, along with a number of significant developments in other emerging markets that I will discuss later, contributed to a broad selloff in global risk assets.	61	6
201509	31	2015-09-17	meeting	POTTER	As shown in the top-right panel, equity price indexes in both emerging and developed economies declined sharply.	61	6
201509	32	2015-09-17	meeting	POTTER	The S&P 500 index fell by more than 10 percent over a two-day period before recovering somewhat and is about 7 percent lower, on net, over the period.	61	6
201509	33	2015-09-17	meeting	POTTER	Nominal Treasury yields changed only modestly over the period, and real yields actually increased somewhat at most tenors.	61	6
201509	34	2015-09-17	meeting	POTTER	The middle-left panel shows a decomposition of the changes in forward nominal rates into real and inflation compensation components.	61	6
201509	35	2015-09-17	meeting	POTTER	Some market participants expressed surprise that nominal yields did not fall substantially and found the rise in real yields incongruous with the decline in global risk sentiment and flight-to-quality effects that are ordinarily expected to push yields down in such circumstances.	61	6
201509	36	2015-09-17	meeting	POTTER	Many market participants believe that this relative stability in nominal yields reflects the downward pressure of typical flight-to-quality flows being offset by upward pressure stemming from sizable sales of Treasuries by Chinese and other emerging market reserve managers intervening to support their currencies.	61	6
201509	37	2015-09-17	meeting	POTTER	Your middle-right panel presents information about Chinese intervention activity.	61	6
201509	38	2015-09-17	meeting	POTTER	PBOC official reserve data for August showed a decline in reserve holdings of about $100 billion.	61	6
201509	39	2015-09-17	meeting	POTTER	Many market participants believe that this figure might understate the scale of Chinese sales—for example, by omitting intervention via foreign exchange derivatives—and estimate that the PBOC’s intervention might have been up to $200 billion last month.	61	6
201509	40	2015-09-17	meeting	POTTER	Contacts believe that the PBOC funded outright interventions in large part via sales of shorter-dated, off-the-run nominal Treasury securities, and, as Lorie will discuss later, primary dealers’ inventories of these securities rose rapidly.	61	6
201509	41	2015-09-17	meeting	POTTER	In addition, the PBOC was reportedly active in a range of other assets and across a variety of other currency pairs.	61	6
201509	42	2015-09-17	meeting	POTTER	Market participants generally expect continued high levels of intervention to stem depreciation pressures on the renminbi, with some expecting that intervention could total several hundred billion dollars through the spring of next year.	61	6
201509	43	2015-09-17	meeting	POTTER	The combined effect of these actual and anticipated sales probably will put significant upward pressure on Treasury yields, although it is difficult to quantify the effects.	61	6
201509	44	2015-09-17	meeting	POTTER	Chinese officials appear to be hoping that various recently introduced so-called macroprudential measures will stem capital outflows and reduce the corresponding need for further FX intervention and asset sales to stabilize the currency at around its current level.	61	6
201509	45	2015-09-17	meeting	POTTER	However, investors appear skeptical that these measures will have much effect on capital flows, which are thought to be motivated by expectations for further renminbi depreciation and a loss of confidence in the Chinese economic outlook.	61	6
201509	46	2015-09-17	meeting	POTTER	As further evidence of the possible effect of intervention on US Treasuries, market participants have pointed to a narrowing of swap spreads—the difference between interest rate swap rates and cash Treasury yields—shown in the lower-left panel.	61	6
201509	47	2015-09-17	meeting	POTTER	According to this argument, the narrowing of swap spreads reflects underperformance of Treasuries versus other fixed-income assets in large part due to the concentrated flow of Treasury sales by reserve managers.	61	6
201509	48	2015-09-17	meeting	POTTER	The narrowing has been most notable in short-dated tenors, in which the majority of reserve selling has likely taken place.	61	6
201509	49	2015-09-17	meeting	POTTER	Concern about a slowdown in China and other emerging markets also drove a steep decline in oil and other commodity prices.	61	6
201509	50	2015-09-17	meeting	POTTER	As shown in the lower-right panel, oil prices fell 13 percent on net over the period amid very high volatility.	61	6
201509	51	2015-09-17	meeting	POTTER	In addition to demand-related concerns, the decline in commodity prices also partly reflects expectations for oil production, both by OPEC member countries and by shale- exploration firms, to respond to recent price declines more slowly and to a lesser extent than earlier believed, as well as expectations for a significant rise in oil exports from Iran following the lifting of trade sanctions.	61	6
201509	52	2015-09-17	meeting	POTTER	Declines in commodity prices, the surprise renminbi devaluation, and concern about fragility in many emerging economies have contributed to a significant decrease in emerging market asset prices, most notably in commodity-exporting economies.	61	6
201509	53	2015-09-17	meeting	POTTER	The top-left panel of your next exhibit illustrates the relationship between countries’ intermeeting currency performance, on the vertical axis, against the share of their exports that come from commodities, on the horizontal axis.	61	6
201509	54	2015-09-17	meeting	POTTER	This panel shows that countries for which energy is a more important export experienced larger currency depreciations; for example, the currencies in the lower-right quadrant depend most on energy exports and exhibited the largest depreciation.	61	6
201509	55	2015-09-17	meeting	POTTER	These large exchange rate moves appear to reflect concern about the effect of sizable changes in the terms of trade on the economic health and fiscal, financial, political, and social stability of countries whose fortunes are closely tied to commodity exports and to China.	61	6
201509	56	2015-09-17	meeting	POTTER	The performance of the Turkish, Brazilian, Malaysian, and Russian currencies, which lie well below the best-fit line in this figure, also reflects the effects of political developments in these countries as well as, in the case of Brazil, a credit downgrade by Standard & Poor’s to non-investment grade.	61	6
201509	57	2015-09-17	meeting	POTTER	The decline in energy prices has also contributed to a continued fall in inflation compensation at both short and long horizons.	61	6
201509	58	2015-09-17	meeting	POTTER	The top-right panel shows the evolution of 5-year inflation compensation as measured in the swaps market over the past several years in the euro area and the United States.	61	6
201509	59	2015-09-17	meeting	POTTER	Each measure is well below its respective 10-year average, represented by the dashed horizontal lines.	61	6
201509	60	2015-09-17	meeting	POTTER	In the United States, 5-year inflation compensation fell about 25 basis points over the intermeeting period and is now near mid-2010 levels, although market measures of deflation probabilities are lower than they were in that earlier period.	61	6
201509	61	2015-09-17	meeting	POTTER	In addition to the drop in oil prices, market participants cite low inflation data, the appreciation of the trade-weighted dollar, and concerns about global economic growth as placing downward pressure on US inflation compensation.	61	6
201509	62	2015-09-17	meeting	POTTER	Longer-dated forward inflation compensation also fell over the intermeeting period in the United States and the euro area.	61	6
201509	63	2015-09-17	meeting	POTTER	Respondents to the Desk’s surveys continue to report that their own forward inflation expectations are little changed.	61	6
201509	64	2015-09-17	meeting	POTTER	At the same time, they attribute about one- third of the decline in long-forward inflation compensation over the period to a decline in the markets’ overall assessment of inflation expectations, which is more than is attributed to this factor by most term structure models used in the System.	61	6
201509	65	2015-09-17	meeting	POTTER	In response to increased concerns about the inflation and growth outlook, the ECB at its September 3 meeting signaled a willingness to change the size, composition, and duration of its purchase program, should conditions warrant, and adjusted one of the key parameters of its program to give more room to enlarge it if necessary.	61	6
201509	66	2015-09-17	meeting	POTTER	Sustained asset price response to this communication was limited.	61	6
201509	67	2015-09-17	meeting	POTTER	At its meeting this week, the Bank of Japan lowered its expectations for exports and production because of the slowdown in emerging markets but suggested the Japanese economy continues to recover moderately and kept its inflation outlook unchanged.	61	6
201509	68	2015-09-17	meeting	POTTER	A majority of Japanese market contacts believe the BOJ will expand the scope of its QE program later this year in pursuit of its inflation goal.	61	6
201509	69	2015-09-17	meeting	POTTER	Some contacts report concerns that advanced-economy central banks—many of which are facing persistently low inflation while already at the zero lower bound and using quantitative easing measures—will be unable to adequately react to an external shock stemming from a significant global growth slowdown.	61	6
201509	70	2015-09-17	meeting	POTTER	In a new survey question, we asked the dealers to estimate the probability that the global economy will be in a recession six months from now.	61	6
201509	71	2015-09-17	meeting	POTTER	The average probability was 20 percent, with a range of individual beliefs from 5 to 50 percent.	61	6
201509	72	2015-09-17	meeting	POTTER	For comparison, the average probability associated with a recession in the United States was 13 percent.	61	6
201509	73	2015-09-17	meeting	POTTER	Separately, market participants report uncertainty about how well some countries, most notably Brazil, will cope with tighter US monetary policy, and note that many countries experienced significant challenges during the 2013 “taper tantrum.”	61	6
201509	74	2015-09-17	meeting	POTTER	However, it is important to emphasize that most market participants assess that these difficulties in individual countries by themselves are not material to the US outlook.	61	6
201509	75	2015-09-17	meeting	POTTER	However, with policy firming likely to take place in the United States in the near or very near future, it is useful to recall that one of the lessons of the taper tantrum was that dollar carry trades might be more pervasive than standard measures indicate, and that their unwind can produce a deterioration of financial conditions in the United States through a decline in global risk appetite.	61	6
201509	76	2015-09-17	meeting	POTTER	Thus, it will be important to monitor closely for evidence of carry-trade-type linkages in offshore dollar markets.	61	6
201509	77	2015-09-17	meeting	POTTER	This is particularly true for activity running through Hong Kong, which is in the unusual position of maintaining a peg to the US dollar while having the most open capital markets with mainland China.	61	6
201509	78	2015-09-17	meeting	POTTER	The rise in uncertainty associated with the global economic outlook prompted an increase in volatility across most assets.	61	6
201509	79	2015-09-17	meeting	POTTER	Your middle-left panel shows the increase in implied volatility, most notably in equities and foreign exchange, in the period since the PBOC’s devaluation.	61	6
201509	80	2015-09-17	meeting	POTTER	Implied volatility for equities in particular remains elevated, although it has come off its highs.	61	6
201509	81	2015-09-17	meeting	POTTER	Market participants reported that liquidity conditions, especially in foreign exchange and equity markets, deteriorated over the period, and that this contributed to some punctuated moves in asset prices, particularly on August 24.	61	6
201509	82	2015-09-17	meeting	POTTER	As in earlier events, such as the Treasury market moves last October 15, there seemed to be increased intraday volatility when large shocks or belief swings required big position unwinds.	61	6
201509	83	2015-09-17	meeting	POTTER	In this context, commentary over the period highlighted the effect of position adjustments by so-called risk parity strategies on market volatility.	61	6
201509	84	2015-09-17	meeting	POTTER	To date, these liquidity events have been transitory and do not seem to have materially affected market pricing.	61	6
201509	85	2015-09-17	meeting	POTTER	It is possible that these events are just part of the new landscape for financial markets with no implication for policy.	61	6
201509	86	2015-09-17	meeting	POTTER	While market participants continue to see an increase in the federal funds rate at this meeting as a real possibility, expectations for this declined notably amid the financial market volatility.	61	6
201509	87	2015-09-17	meeting	POTTER	The middle-right panel shows the market-implied probability of liftoff at or before the September meeting, derived from federal funds futures prices and data from the Desk’s surveys about where the effective rate will trade in the target range following liftoff.	61	6
201509	88	2015-09-17	meeting	POTTER	The probability had been about 50–50 before the PBOC devaluation and is now about 1-in-4 to 1-in-3.	61	6
201509	89	2015-09-17	meeting	POTTER	Market participants have suggested that diverse views expressed in policymaker communications over the period added to uncertainty surrounding the timing of liftoff.	61	6
201509	90	2015-09-17	meeting	POTTER	Thomas will discuss policy expectations and possible market reactions more in his briefing.	61	6
201509	91	2015-09-17	meeting	POTTER	Turning to conditions expected at liftoff, for some time the Desk surveys have asked about expectations for inflation between one and two years ahead at the time of liftoff.	61	6
201509	92	2015-09-17	meeting	POTTER	As shown in the lower-left panel, the mean expectation is now that inflation between one and two years after liftoff will run a bit low, at 1.8 percent.	61	6
201509	93	2015-09-17	meeting	POTTER	This decline appears to reflect a belief that subdued inflation will be somewhat more persistent than earlier thought.	61	6
201509	94	2015-09-17	meeting	POTTER	Let me conclude by noting the tightening in many common components of financial conditions indexes over the intermeeting period.	61	6
201509	95	2015-09-17	meeting	POTTER	Your lower-right panel shows the intermeeting performance of assets that form the core of most such indexes.	61	6
201509	96	2015-09-17	meeting	POTTER	As the panel shows, conditions in the equity, high-yield credit, foreign exchange, and real interest rate markets all tightened, with mortgages the significant exception.	61	6
201509	97	2015-09-17	meeting	POTTER	These moves were large both in absolute terms and in comparison with recent historical behavior.	61	6
201509	98	2015-09-17	meeting	POTTER	This illustrates that adverse developments in China and other emerging market countries have the potential to affect US asset prices in a way that, if sustained, might have significant implications for the US economic outlook.	61	6
201509	99	2015-09-17	meeting	POTTER	David Wilcox and Steve Kamin will discuss the implications of this risk further in their briefings.	61	6
201509	100	2015-09-17	meeting	POTTER	Lorie will now discuss money markets and operational matters.	61	6
201509	101	2015-09-17	meeting	LOGAN	As Simon noted, measures of domestic financial conditions tightened over the intermeeting period, though this tightening was not accompanied or led by any increase in dollar funding strains.	61	6
201509	102	2015-09-17	meeting	LOGAN	We have, however, observed a relatively modest but steady increase in some money market rates since earlier this year, as shown in the top-left panel of your third exhibit.	61	6
201509	103	2015-09-17	meeting	LOGAN	This trend continued over the period, and the average effective federal funds rate for the month of August, excluding month-end, reached 14 basis points, its highest level in over two years.	61	6
201509	104	2015-09-17	meeting	LOGAN	Market participants have speculated that the increase in the effective rate over recent months has been the result of a number of factors, including the pull of higher secured money market rates.	61	6
201509	105	2015-09-17	meeting	LOGAN	In explaining the more recent rise in repo rates, a number of contacts have pointed to foreign official sales to fund the FX intervention that Simon discussed and an associated increase in demand from primary dealers to finance these Treasury securities.	61	6
201509	106	2015-09-17	meeting	LOGAN	Indeed, as shown in the top-right panel, primary dealers’ Treasury holdings have increased since early July, leaving them with a larger amount of Treasury collateral to finance.	61	6
201509	107	2015-09-17	meeting	LOGAN	The recent upward pressure arising from these developments is similar to the upward movement in repo rates and the effective rate observed during the maturity extension program, when the Federal Reserve was selling short-dated Treasury securities.	61	6
201509	108	2015-09-17	meeting	LOGAN	Amid these higher money market rates, total daily RRP take-up declined somewhat outside month-ends, averaging $78 billion versus $140 billion last period, as shown in the middle-left panel.	61	6
201509	109	2015-09-17	meeting	LOGAN	The pattern of counterparty participation was generally consistent with prior periods, with money market funds continuing to account for most of the participation.	61	6
201509	110	2015-09-17	meeting	LOGAN	The Federal Reserve also continued to test TDF operations over the intermeeting period.	61	6
201509	111	2015-09-17	meeting	LOGAN	Take-up at the two overlapping TDF operations in August totaled nearly $125 billion, moderately lower than in the previous operations in May.	61	6
201509	112	2015-09-17	meeting	LOGAN	Meanwhile, foreign RP pool participation, shown in grey, was relatively steady over the period.	61	6
201509	113	2015-09-17	meeting	LOGAN	As discussed at the July FOMC meeting, the staff communicated the changes in the repo pool terms of service to FIMA accounts, including the removal of individual target levels and of the requirement that we be notified in advance of changes in daily investment levels in excess of $100 million.	61	6
201509	114	2015-09-17	meeting	LOGAN	The new terms took effect on September 4.	61	6
201509	115	2015-09-17	meeting	LOGAN	We anticipate that the size of the foreign RP pool will grow $50 billion over the next several months based on indications from one large account holder that it plans to increase its use of the service.	61	6
201509	116	2015-09-17	meeting	LOGAN	This institution noted that it plans to increase its liquid investments in anticipation of potential market turbulence over the next year related to US monetary policy normalization.	61	6
201509	117	2015-09-17	meeting	LOGAN	Despite the recent upward drift in some money market rates noted earlier, expectations for the constellation of short-term interest rates following liftoff have remained quite stable.	61	6
201509	118	2015-09-17	meeting	LOGAN	Responses to the Desk’s surveys and outreach to a wide range of counterparties, summarized in your middle-right panel, suggest that market participants view the Federal Reserve as having the necessary tools to control short- term interest rates following liftoff.	61	6
201509	119	2015-09-17	meeting	LOGAN	Specifically, the modal expectation is that the effective rate will print only slightly below the midpoint of a 25 to 50 basis point target range, and this expectation has been stable in responses to the Desk’s surveys for some time.	61	6
201509	120	2015-09-17	meeting	LOGAN	Other money market rates, with the exception of Treasury bills, are expected to trade at relatively similar spreads to the effective rate as they have over recent months.	61	6
201509	121	2015-09-17	meeting	LOGAN	While respondents to the Desk’s surveys generally express confidence that the effective rate will print within the target range after liftoff—and assign very small probabilities to outcomes outside the range—they do assign a meaningful probability to it printing toward the bottom of that range.	61	6
201509	122	2015-09-17	meeting	LOGAN	In particular, some commentary has highlighted that the effective lower bound may be providing support to money market rates that will recede as the target range is lifted.	61	6
201509	123	2015-09-17	meeting	LOGAN	Other commentary has focused on the risks that increased demand for short-term, high-quality assets related to SEC money fund reform and continued declines in dealer repo books will put downward pressure on repo rates and pull down the effective federal funds rate.	61	6
201509	124	2015-09-17	meeting	LOGAN	More recently, market participants have noted that the timing of liftoff relative to the debt ceiling might also affect the path of money market rates.	61	6
201509	125	2015-09-17	meeting	LOGAN	Over the intermeeting period, Treasury Secretary Lew extended the debt issuance suspension period through October 30, which allows the Treasury to continue to use extraordinary measures to remain under the statutory debt limit while issuing new securities.	61	6
201509	126	2015-09-17	meeting	LOGAN	Staff and market projections suggest that these measures should allow the Treasury debt that is subject to the limit to stay below the statutory ceiling until around late November.	61	6
201509	127	2015-09-17	meeting	LOGAN	Staff projections, shown as the dotted light blue line in the bottom-right panel, suggest that bill supply could temporarily decline another $171 billion from current levels if the debt ceiling is not lifted in the near term.	61	6
