meeting	sequence	date	type	speaker	statement	code2	code
201504	0	2015-04-29	meeting	YELLEN	Good afternoon, everyone.	5	5
201504	1	2015-04-29	meeting	YELLEN	I’d like to welcome back First Vice Presidents Holcomb and Prichard, who will again be representing Dallas and Philadelphia, respectively.	5	5
201504	2	2015-04-29	meeting	YELLEN	On a sad note, my understanding is that this is the last FOMC meeting for New York First Vice President Chris Cumming.	5	5
201504	3	2015-04-29	meeting	YELLEN	Chris has attended 92 FOMC meetings, 70 of which she attended as an alternate voter.	5	5
201504	4	2015-04-29	meeting	YELLEN	And, as all of you know, Chris has been involved in a wide array of System work over many years in all facets of what we do and has been a very wonderful colleague.	5	5
201504	5	2015-04-29	meeting	YELLEN	Chris, I really thank you for your service and want you to know that you will be very much missed.	5	5
201504	6	2015-04-29	meeting	YELLEN	[Applause]	5	5
201504	7	2015-04-29	meeting	YELLEN	Next, I’m pleased to let you know that Brian Madigan has agreed to return to the Board’s Division of Monetary Affairs as deputy director, reporting to Thomas, effective June 1.	5	5
201504	8	2015-04-29	meeting	YELLEN	I think all of you know that Brian served as director of the division and as FOMC secretary from 2007 to 2010.	5	5
201504	9	2015-04-29	meeting	YELLEN	Since he retired from the Board, Brian has been a visiting professor in the Department of Economics at Georgetown University.	5	5
201504	10	2015-04-29	meeting	YELLEN	Now, as I think many of you know, in recent years, the job of director of the Division of Monetary Affairs has become increasingly burdensome.	5	5
201504	11	2015-04-29	meeting	YELLEN	It has entailed serving as the Committee’s chief monetary policy advisor, as secretary of the FOMC, and as leader of a large organization with critical responsibilities.	5	5
201504	12	2015-04-29	meeting	YELLEN	As part of a strategy to create a more sustainable situation, Brian will have oversight responsibility for the FOMC Secretariat and will play a key role in the production of the minutes and transcripts of FOMC meetings.	5	5
201504	13	2015-04-29	meeting	YELLEN	Obviously, these are things he has done superbly well in the past and for which he is eminently well qualified.	5	5
201504	14	2015-04-29	meeting	YELLEN	Accordingly, I intend to propose that Brian be appointed by the FOMC as its secretary.	5	5
201504	15	2015-04-29	meeting	YELLEN	Unless there are objections, I will ask the FOMC Secretariat to send out a request in early June for notation votes to select Brian as our secretary.	5	5
201504	16	2015-04-29	meeting	YELLEN	Under this arrangement, Thomas will continue to serve as the Committee’s primary advisor on monetary policy and will also be able to dedicate more of his energy to ensuring that the Division of Monetary Affairs fulfills its critical role in supporting our monetary policy and other responsibilities.	5	5
201504	17	2015-04-29	meeting	YELLEN	Okay.	5	5
201504	18	2015-04-29	meeting	YELLEN	Now, the first two items on our agenda today will be considered in a joint meeting of the FOMC and the Board of Governors, and, accordingly, I need a motion to close the Board meeting.	5	5
201504	19	2015-04-29	meeting	FISCHER	So moved.	5	5
201504	20	2015-04-29	meeting	YELLEN	Thank you.	5	5
201504	21	2015-04-29	meeting	YELLEN	Without objection.	5	5
201504	22	2015-04-29	meeting	YELLEN	Our first item is financial developments and open market operations, and let me call on Simon to deliver the Desk report.	61	6
201504	23	2015-04-29	meeting	POTTER	Thank you, Madam Chair.	61	6
201504	24	2015-04-29	meeting	POTTER	Lorie and I will split the briefing into three parts.	61	6
201504	25	2015-04-29	meeting	POTTER	First, I will review financial market developments.	61	6
201504	26	2015-04-29	meeting	POTTER	Next, Lorie will review Desk operations.	61	6
201504	27	2015-04-29	meeting	POTTER	Finally, I will discuss staff work on enhancing the calculation methodology for the federal funds effective rate.	61	6
201504	28	2015-04-29	meeting	POTTER	Over the intermeeting period, domestic financial conditions eased following more-accommodative-than-expected US monetary policy communications and weaker-than-expected economic data, including the March employment report.	61	6
201504	29	2015-04-29	meeting	POTTER	On net, nominal Treasury rates declined by as many as 25 basis points, the S&P 500 index gained 2 percent, and the DXY dollar index decreased nearly 3 percent.	61	6
201504	30	2015-04-29	meeting	POTTER	A substantial portion of these changes came around the time of the March FOMC events, which were characterized as being more accommodative than expected despite the removal of “patient” language from the statement.	61	6
201504	31	2015-04-29	meeting	POTTER	Investors pointed, in particular, to the large downward shift in the target federal funds rate projections in the SEP and, to a lesser extent, the downward revisions to Committee participants’ projections of inflation, GDP growth, and the longer-run unemployment rate.	61	6
201504	32	2015-04-29	meeting	POTTER	The left column of your top-left panel shows that nominal and real interest rates declined in the one-hour window around the statement and SEP releases, while measures of inflation compensation rose, equity prices increased, and the dollar weakened.	61	6
201504	33	2015-04-29	meeting	POTTER	As shown in the right column of the table, the absolute magnitudes of these moves were very large relative to changes in one-hour windows around FOMC statement releases over the past decade.	61	6
201504	34	2015-04-29	meeting	POTTER	One hypothesis for seeing moves of this magnitude could be decreased market liquidity.	61	6
201504	35	2015-04-29	meeting	POTTER	Indeed, late in the trading session outside the window used to measure these FOMC announcement effects, there was a very large move in the euro‒dollar currency pair.	61	6
201504	36	2015-04-29	meeting	POTTER	The move pushed the intraday trading range for the currency pair to over 4 percent, a 5 standard deviation move over the period since 2004, as shown in the top-right panel.	61	6
