meeting	sequence	date	type	speaker	statement	code2	code
201510	0	2015-10-28	meeting	YELLEN	Good morning, everybody.	5	5
201510	1	2015-10-28	meeting	YELLEN	Let’s get started.	5	5
201510	2	2015-10-28	meeting	YELLEN	As most of you know, this is the last FOMC meeting for President Kocherlakota.	5	5
201510	3	2015-10-28	meeting	YELLEN	Later today we will have a chance to thank him and to wish him farewell at a luncheon, but in view of Narayana’s service on the Federal Open Market Committee, I’d like to take this opportunity to thank him in the setting of an FOMC meeting as well.	5	5
201510	4	2015-10-28	meeting	YELLEN	Narayana became president of the Federal Reserve Bank of Minneapolis in October 2009.	5	5
201510	5	2015-10-28	meeting	YELLEN	He has participated in 54 regular meetings of the FOMC.	5	5
201510	6	2015-10-28	meeting	YELLEN	Before becoming president, he was a highly successful economic researcher while serving as a university professor and as a research consultant for the Federal Reserve Bank of Minneapolis.	5	5
201510	7	2015-10-28	meeting	YELLEN	The insight and creativity that he demonstrated as a researcher were also hallmarks of his work as a monetary policymaker.	5	5
201510	8	2015-10-28	meeting	YELLEN	Over the past six years, President Kocherlakota has contributed greatly to the Committee’s formulation of monetary policies to address the challenging macroeconomic issues facing our nation.	5	5
201510	9	2015-10-28	meeting	YELLEN	So, Narayana, let me say thank you in this venue for your service and say how much we will all miss you.	5	5
201510	10	2015-10-28	meeting	YELLEN	[Applause]	5	5
201510	11	2015-10-28	meeting	KOCHERLAKOTA	Thank you very much, Madam Chair.	5	5
201510	12	2015-10-28	meeting	YELLEN	Thank you.	5	5
201510	13	2015-10-28	meeting	YELLEN	And, as we did the previous time and probably will from now on, our meetings will be throughout joint meetings of the FOMC and the Board of Governors.	5	5
201510	14	2015-10-28	meeting	YELLEN	I need a motion to close the Board meeting.	5	5
201510	15	2015-10-28	meeting	FISCHER	So moved.	5	5
201510	16	2015-10-28	meeting	YELLEN	Thank you.	5	5
201510	17	2015-10-28	meeting	YELLEN	Without objection.	5	5
201510	18	2015-10-28	meeting	YELLEN	The first topic on our agenda is “Equilibrium Real Interest Rates,” r*.	92	9
201510	19	2015-10-28	meeting	YELLEN	Let me ask Chris Gust to start us off.	92	9
201510	20	2015-10-28	meeting	GUST	Our briefing will be delivered in four segments by Kei-Mu Yi, Andrea Tambalotti, David López-Salido, and me.	92	9
201510	21	2015-10-28	meeting	GUST	We will be referring to the package labeled “Material for Briefing on Equilibrium Real Interest Rates.”	92	9
201510	22	2015-10-28	meeting	GUST	What level of the real policy rate would be consistent with moving the economy to, or keeping it at, full employment?	92	9
201510	23	2015-10-28	meeting	GUST	This benchmark rate is often referred to as the “neutral” or “equilibrium” real rate, or r*.	92	9
201510	24	2015-10-28	meeting	GUST	A policy stance that sets the real policy rate equal to r* is, in some models, neither contractionary nor expansionary.	92	9
201510	25	2015-10-28	meeting	GUST	This general concept of a neutral real rate has been given several more-specific definitions, which I will summarize.	92	9
201510	26	2015-10-28	meeting	GUST	Kei-Mu, Andrea, and David will focus on longer-run trends in r*, on shorter-run variations in r*, and on the policy implications of having to rely on uncertain estimates of r*.	92	9
201510	27	2015-10-28	meeting	GUST	Exhibit 1 identifies different concepts that have been referred to as r*—that is, different definitions of a “neutral” real rate.	92	9
201510	28	2015-10-28	meeting	GUST	Some have a very specific interpretation that is tightly linked to a model or class of models; others are statistical in nature.	92	9
201510	29	2015-10-28	meeting	GUST	The first three entries in the list are associated with formal economic models.	92	9
201510	30	2015-10-28	meeting	GUST	The natural, or Wicksellian, real rate is the real interest rate that would prevail in the absence of nominal rigidities such as sticky prices and wages.	92	9
201510	31	2015-10-28	meeting	GUST	Thus, it is the real rate consistent with the level of resource utilization that would prevail if there were no nominal rigidities.	92	9
