meeting	sequence	date	type	speaker	statement	code2	code
201507	0	2015-07-29	meeting	YELLEN	Good morning, everyone.	5	5
201507	1	2015-07-29	meeting	YELLEN	Let’s get started.	5	5
201507	2	2015-07-29	meeting	YELLEN	I’d like to once again welcome First Vice President Holcomb, who will be representing the Dallas District, as well as Michael Strine, who is back for his second meeting, but this time as first vice president of the Federal Reserve Bank of New York, and is an alternate on this Committee.	5	5
201507	3	2015-07-29	meeting	YELLEN	I’d also like to welcome Patrick Harker to his first FOMC meeting.	5	5
201507	4	2015-07-29	meeting	YELLEN	I think everybody knows that earlier this month, Pat became president and CEO of the Federal Reserve Bank of Philadelphia.	5	5
201507	5	2015-07-29	meeting	YELLEN	He brings with him a distinguished record in academic research, many years of experience leading large and important institutions, and a long history of service on a wide range of corporate and nonprofit boards, including the board of the Federal Reserve Bank of Philadelphia starting in 2012.	5	5
201507	6	2015-07-29	meeting	YELLEN	Let me just say, on behalf of everyone here, we’re all looking forward to working with you in the years ahead.	5	5
201507	7	2015-07-29	meeting	HARKER	Thank you, Madam Chair.	5	5
201507	8	2015-07-29	meeting	YELLEN	Now, turning to our agenda, the first two items today are going to be considered in a joint meeting of the Board of Governors and the FOMC.	5	5
201507	9	2015-07-29	meeting	YELLEN	A Board vote is going to be needed to close the meeting.	5	5
201507	10	2015-07-29	meeting	YELLEN	So do I have a motion to close the Board meeting?	5	5
201507	11	2015-07-29	meeting	FISCHER	So moved.	5	5
201507	12	2015-07-29	meeting	YELLEN	Thank you.	5	5
201507	13	2015-07-29	meeting	YELLEN	Without objection.	5	5
201507	14	2015-07-29	meeting	YELLEN	Our first item on the agenda is financial developments and open market operations, and Simon is going to begin.	61	6
201507	15	2015-07-29	meeting	POTTER	Thank you, Madam Chair.	61	6
201507	16	2015-07-29	meeting	POTTER	Lorie and I will again be splitting the Desk briefing in two parts: I will first discuss financial market developments, and Lorie will then discuss Desk operations and balance sheet developments.	61	6
201507	17	2015-07-29	meeting	POTTER	The intermeeting period was characterized by pronounced shifts in risk sentiment and bouts of volatility in some overseas markets largely driven by events in Greece and China.	61	6
201507	18	2015-07-29	meeting	POTTER	However, volatility in domestic financial markets was not unusually large.	61	6
201507	19	2015-07-29	meeting	POTTER	The top-left panel of your first exhibit shows important events over the intermeeting period, marked with dashed lines.	61	6
201507	20	2015-07-29	meeting	POTTER	The June FOMC statement and SEP release, line 1, resulted in a slight decline in Treasury yields and was largely overshadowed by developments in Greece and China, lines 2 through 5.	61	6
201507	21	2015-07-29	meeting	POTTER	On net, both equity prices and longer-dated Treasury yields were relatively little changed over the period.	61	6
201507	22	2015-07-29	meeting	POTTER	Treasury yields generally fell on days featuring FOMC communications or top- tier domestic economic data releases, as shown in the top-right panel.	61	6
201507	23	2015-07-29	meeting	POTTER	Market participants highlighted the downward shift in the June SEP “dots” and below- expectations inflation, employment, and retail sales data as main factors driving the declines.	61	6
201507	24	2015-07-29	meeting	POTTER	In contrast, yields increased, on net, other than in these days, as captured by the “other” category.	61	6
201507	25	2015-07-29	meeting	POTTER	This category includes days when developments abroad were the main focus.	61	6
201507	26	2015-07-29	meeting	POTTER	Domestic monetary policy communications and data, along with overseas developments, shifted the perceived balance of risks toward a slightly later liftoff.	61	6
201507	27	2015-07-29	meeting	POTTER	While, on average, respondents to the Desk’s dealer and buy-side surveys attach the highest odds to liftoff occurring in September, as shown in the middle-left panel, the average probability assigned to this outcome declined slightly from the June surveys.	61	6
