meeting	sequence	speaker	statement	code	code2	section	fomc	mem_num
199005	0	GREENSPAN	 Will someone move approval of the minutes of the March 27th meeting? 	5	5	0.0	1.0	47.0
199005	1	SEGER	 I'll move them. 	5	5	0.0	1.0	40.0
199005	2	KELLEY	 Second. 	5	5	0.0	1.0	48.0
199005	3	GREENSPAN	 Without objection. Mr. Cross, would you bring us up to date on Desk operations? 	5	5	0.0	1.0	47.0
199005	4	CROSS	" In the six week since you last met, sentiment toward the dollar has become distinctly less positive. Three things have occurred. First, the mark's rise, which had paused in February with the uncertainty about German monetary union, has resumed. Second, the selling pressures against the yen have abated, and the psychology appears to be changing. Third, and perhaps most importantly, recent reports suggesting a less robust United States economy, together with news of a major effort to cut the United States budget deficit, have changed market expectations that dollar interest rates would rise at least as much, if not more than, interest rates abroad. Reflecting the lessening of downward pressures against the yen, the Desk intervened on only two occasions, in late March and early April. Both times the Japanese authorities strongly urged us to operate and both times the market was questioning whether the United States authorities were supporting Japan's efforts to resist the yen's decline. The Desk sold a total of $100 million against yen in these two operations, of which $50 million was on behalf of the Federal Reserve. I should note that there were no big differences with the Treasury about intervention operations during this period. Especially in the early part of the period, the dollar's movements continued to reflect developments overseas. Against the mark, the dollar was strongly influenced by shifts in sentiment about inflationary implications of the proposed German monetary union. As you may remember, before the last FOMC meeting the dollar rose against the mark to a high of over DM 1.72, as market participants became nervous over the speed at which plans for economic union were being laid. At that time, the feeling in the markets was that, with politicians moving so quickly to reach a currency conversion agreement favorable to East Germany, the Bundesbank might be unable to counter the effects of an inflationary surge in the money supply. Several things worked to calm those fears, however, and the dollar moved back down against the mark. First, in early March, the Bundesbank demonstrated its readiness to intervene forcefully to maintain the mark's strength. Market participants did not quickly forget that message and, perhaps reflecting this, rumors of Bundesbank intervention emerged from time to time throughout March whenever the mark began to decline. Second, the Bundesbank launched a strong verbal campaign to convince the market that it remained firmly in charge of monetary policy and would take seriously its obligation to maintain price stability, whatever the political leaders decided with respect to a monetary union. The Bundesbank also stressed repeatedly that the market was overestimating the inflationary effects of a monetary union and that the longer-term implications for inflation and for interest rates were much more complex than observers recognized. Thus, by the time the Kohl government announced its detailed proposals for currency conversion, most market participants had moved beyond fears of a near-term surge in inflation and were focusing more on the near-term attraction of higher interest rates and long-term positive effects of stronger growth. In that environment, the dollar moved down to, and then in recent days below, its post-Berlin Wall lows against the mark. Sentiment toward the yen also improved significantly during this period, though at the time of your last meeting there was little evidence that such a shift in sentiment was in the making. In late March and early April, the yen appeared stuck in a ìCatch 22î situation. On the one hand, monetary tightening was deemed necessary to support the currency. But on the other, the domestic stock and bond markets were so vulnerable that any sign of higher interest rates threatened to send domestic markets reeling and further erode investor confidence in yen assets. After the April 7 G-7 meeting, the statement that was issued said that the G-7 had ìdiscussed...the decline of the yen, and its undesirable consequences for the global adjustment process, and agreed to keep these developments under review.î But that statement, and the nature of the operations that followed, did little, at least initially, to convince market participants that the others in the G-7 were committed to supporting the yen. Later on, however, several factors helped to turn the situation around with respect to the yen. First, Japan's domestic financial markets appeared to stabilize in early April. It is still unclear what role the passing of fiscal year-end factors might have played in helping stabilize the Japanese bond and stock markets, but nevertheless it seems that around this time the Japanese authorities also altered their strategy for dealing with the vicious cycle of a weak yen and fragile domestic asset markets. Previously, the strategy seemed to be to support the yen by tightening monetary policy, in the hope that the firmer yen would lend stability to the domestic financial markets. That was apparently the thinking that led to the Bank of Japan's discount rate hike on March 20. The current strategy, in contrast, appears to focus on first calming domestic bond and stock markets by signaling steady monetary policy, with the hope that a more stable domestic environment will lend support to the yen. And, very importantly, according to numerous market reports the Japanese authorities backed up the effort to reduce downward pressures on the yen with strong moral suasion"" to discourage Japanese institutional investors from continuing to make large, unhedged investments in United States securities. So far, this strategy appears to have been relatively successful. Meanwhile, the political scene in Japan seems to have calmed, particularly following what in retrospect appeared to be a smooth resolution of U.S.-Japan SII talks in early April. More and more, market participants are now betting that Prime Minister Kaifu will last out his term and we hear much less talk of a political vacuum at the center of the Japanese leadership. Given the fact that many large Japanese institutional investors had greatly reduced their hedging of dollar-denominated assets, it is not surprising to hear market participants assert that, from here, shifts in hedging can only operate in one direction--that is, to weaken the dollar vis-a-vis the yen. At the same time that these various foreign events were unfolding, developments in the United States reversed what seemed to have become a fairly widely held view that the Fed would soon tighten. Until the release of United States employment data for April a week and a half ago, expectations were that United States interest rates would keep pace with increases abroad, and that helped support the dollar. Following the employment report, however, a less positive view of the United States economy began to take root. Subsequent reports of a new sense of urgency surrounding efforts to reduce the budget deficit--which included mention of a possible securities transfer tax--as well as last Friday's PPI and retail sales data, served to confirm the view that the United States economy was weaker than had been believed and virtually eliminated market expectations of an interest rate hike in the United States. Accordingly, in the last several days market sentiment toward the dollar seems to have undergone an important shift. Whereas in past months, the market's focus had most often been on contrasting developments in Germany and Japan, with the United States somewhat on the sidelines, attention is now shifting toward what they see as a weaker dollar. This comes at a time when the dollar has already declined about 20 percent from its 1989 highs against the mark, and is now trading only about 5 percent over its all-time low of DM 1.56 reached in January 1988. And while the dollar's relatively strong showing against the yen in recent months has at times provided the appearance of a firm dollar, a look at the dollar's performance on a trade-weighted basis suggests how misleading this can be--on a tradeweighted basis, the dollar is down over 14 percent from its 1989 highs. In addition, I would like to report to the Committee that on March 28 the Mexican authorities drew $1.3 billion under a facility established just prior to your last meeting, of which $700 million was drawn under a reciprocal swap arrangement with the Federal Reserve. The other $600 million was drawn from a special swap arrangement with the Treasury through the ESF. Subsequently, the Mexicans made partial repayment on two occasions, reducing its outstanding commitment with the Federal Reserve to $541.8 million by April 27. Mexico's commitment to the ESF was likewise reduced to $464.4 million. In a separate transaction, on March 30 the Venezuelan authorities drew $25 million from the ESF as part of a multilateral financing facility. The full amount was repaid by April 30. One other point, Treasury, at least at lower levels, is considering whether to sell a moderate portion of their DM balances that we hold under warehousing. The idea would be to gradually feed out modest amounts of these DM to the market from day-to-day when conditions are such that they could be readily absorbed without disturbing things. We were asked whether we thought market conditions were such that we could carry out such sales, and we said we thought they were, particularly given the present bearish tone of the dollar. Such sales would reduce somewhat the warehoused balances which now stand at $9 billion and would provide a bit more headroom on the currency collateral. Other countries, in particular Germany, have for many years followed a practice of discreetly selling from their dollar holdings from time to time. Let me stress that at this point it is just an idea and we don't know whether it will be proposed or not. Mr. Chairman, I would like to ask the Committee's approval for the foreign exchange operations that occurred during the intermeeting period. The Federal Reserve share of the Desk's operations represents $50 million sold against Japanese yen."" "	6	61	0.0	0.0	999.0
199005	5	GREENSPAN	 Questions for Mr. Cross? If there are no questions, would somebody like to move the ratification of his transactions since the last meeting? 	6	62	0.0	1.0	47.0
199005	6	CORRIGAN	 So moved. 	6	63	0.0	1.0	31.0
199005	7	SPEAKER	 Second. 	6	63	0.0	0.0	999.0
199005	8	GREENSPAN	 Without objection. Mr. Sternlight. 	6	63	0.0	1.0	47.0
199005	9	STERNLIGHT	 Thank you, Mr. Chairman. Domestic Desk operations since the last meeting of the Committee have sought to hold reserve conditions steady at the degree of pressure maintained through earlier months of the year. The borrowing allowance was boosted for technical reasons by a total of $150 million to a level of $300 million, to keep pace with typical spring-time increases in seasonal borrowing as the period progressed. Throughout, it was expected that Federal funds would trade in the neighborhood of 8 1/4 percent, as they have essentially since mid-December. Funds rates averaged a shade over 8 1/4 percent in the earlier part of the period, partly reflecting some quarter end pressures. Since mid-April, funds were more often than not a shade below the anticipated central point as day-to-day reserve supplies tended to exceed expectations primarily because of lower-thanexpected Treasury balances at the Fed. In turn these shortfalls mainly reflected lower-than-anticipated tax receipts, especially from individuals. Actual borrowing tended to run close to, or a shade above targeted path levels. In part, the heavier-than-path borrowing reflected increased seasonal borrowing, although there were also some bulges in adjustment credit at times. After the path level of borrowing was boosted to allow for the greater seasonal borrowing, total seasonal and adjustment borrowing came closer to path. Excess reserves alternately exceeded and fell short of the formal path level which remained at $950 million through the interval. The shortfall of Treasury tax receipts from earlier expectations made a big difference in the scale of Desk operations to meet reserve needs. With Treasury balances in late April and early May some $10 billion below the levels anticipated at the time of the last meeting, it turned out that we did not need the expanded leeway provided by the Committee for the intermeeting interval. Outright purchases came to a bit under $6 billion, mainly comprised of a $4.4 billion purchase of bills in the market on April 4, and scattered purchases of bills and notes from foreign accounts that totaled nearly $1.6 billion. Outright purchases were supplemented by repurchase agreements for about the first half of the period. Then, from April 20 through May 11, with the money market comfortable, the Desk took no market action at all to affect reserves--in contrast to the typical heavy provision of reserves in the comparable days of other recent years. Yesterday and today, with a firmer money market, the Desk returned to the market to arrange repurchase agreements to meet estimated needs in the current maintenance period. Interest rates responded to significant shifts in market sentiment during the intermeeting period--first moving up amid worries about inflation, anticipations of Fed tightening and concerns about heavier debt supplies, and then dropping off in the wake of softer employment, sales and price numbers. At the time of the late March Committee meeting, the predominant feeling was that policy was ìon holdî against the background of a sluggish but still slightly advancing economy and an inflation picture that had seen a temporary bulge likely to be ameliorated soon. Yields on intermediate and longer term Treasury issues were generally within a few basis points of 8 1/2 percent, a level to which they had risen earlier in the year after anticipations of further economic weakening and policy easing steps were largely washed out. During April, the atmosphere grew increasingly dreary. The employment report for March showed only a slight rise in payrolls but this was shrugged off as much to be expected after the very strong and recognizably distorted reports for January and February. Instead there was concern about the slight dip in the March unemployment rate and pickup in employment cost measures. A more severe blow to sentiment was the CPI reported for March with its 0.7 percent rise exclusive of food and energy. Stronger-than-expected data on industrial production and new orders added to concerns. Meantime, the market was besieged by reports of Japanese selling of Treasury securities, and by worries about the rising Federal deficit, particularly exacerbated by thrift bail-out costs. A 40-year Refcorp issue was given a poor market reception even though trimmed in size to $3 1/2 billion after the poor reception for a $5 billion issue three months earlier. First quarter GNP deflator numbers added to the sense of distress as did the stronger purchasing managers' report at the start of May. With the Treasury's large mid-May financing coming up, and a serious question raised about the extent of Japanese interest, the market atmosphere had become very gloomy indeed. A widespread sentiment had developed that the Fed might well move to the firming side, perhaps quite soon. Against this background, intermediate and long term Treasury yields backed up sharply, to the area of 9 percent or somewhat higher. The atmosphere changed abruptly on May 4, with the publication of weak employment numbers for April, including a 0.2 percent rise in the unemployment rate. Thoughts of imminent tightening were largely set aside. Market rates came down by a quick 15 to 25 basis points--and might well have dropped even more but for the fast approaching Treasury quarterly financing auctions which had already been announced as a record $30.5 billion of 3-, 10- and 30-year issues. By this time, too, concerns about foreign selling and worries about foreign rate increases had abated. Soundings suggested that Japanese interest in the refunding would be in the normal range, while good noncompetitive demand was expected at least for the 3-year note following the publicity given to the higher rate levels. The auctions on May 8, 9 and 10 were well bid, especially the 3-year note with its record $ 2 1/2 billion award on a noncompetitive basis largely to individuals. The respective auction yields were 8.74, 8.88 and 8.84 percent for the 3, 10 and 30-year maturities. The day after the auctions were completed the market was further encouraged by reported dips in April producer prices and retail sales (though the April price report ex food and energy was not far from expectations). The combination of receiving these numbers and having completed the bidding on the Treasury auctions spurred a sharp rally that brought Treasury coupon yields down another 15 to 20 basis points, placing the new issues at handsome premiums to the auction averages. Adding a bit to the improved sentiment were the start of discussions on budget deficit reductions between the Administration and Congressional leaders, and the reports of concerns among banking regulators of a possibly excessive squeeze on credit availability growing out of credit quality reviews. On balance over the intermeeting interval, Treasury coupon issues maturing out to about 3 years showed small mixed changes in yield, while yields on longer issues were up on net by some 10 to 15 basis points. The new 30-year bond closed yesterday with a yield around 8.60 percent. The Treasury raised a net of about $20 billion in the coupon market, including about $13 1/2 billion in the quarterly refunding that settles today. Current market sentiment seems to envisage little likelihood of a significant rate move, or policy move, in either direction in nearby months. Looking further out one can find some market anticipations of both higher and lower rates--but after the recent swings in sentiment the views don't seem to be held with great conviction. It's particularly hard to gauge the current impact of budget deficit negotiations; mainly, the market remains quite sceptical, though there is a glimmer of hope that something meaningful could materialize. Certainly there is a sense that a credible deficit reduction move, if it came, would have a significant rate effect. But we also hear of some concern that the Administration or some in Congress might seek to use the mere fact of budget discussions as a way to push the central bank into responding prematurely. Treasury bills also showed an up and then down move in rates during the period as sentiment worsened and then improved. The rate rise during April was somewhat dampened by the Treasury's heavy paydown of cash management bills after the April 15 tax date. Net over the period, shorter bills--out to around six months--declined by some 20 to 25 basis points, while year bills were down a more modest 10 basis points or so. The Treasury paid down a net of about $15 billion in the bill market, with cash management bill net redemptions of about $25 billion partly offset by regular cycle increases of roughly $10 billion. In yesterday's auctions the 3- and 6-month issues went at average rates of 7.67 and 7.68 percent, respectively, compared with 7.85 and 7.83 percent just before the last meeting. For the most part, rates on private instruments moved roughly in line with those on Treasury paper, but one noteworthy exception was bank holding company paper, for which spreads over Treasury yields tended to widen appreciably. A number of large banks and holding companies were downgraded or put on watch-lists for possible downgrading by rating agencies, and investors were wary of these and other issues that they thought might become less liquid. There was also some skittishness reported among investors in commercial paper, especially on the part of money funds whose managers are understandably nervous about the possible reaction of fund investors to any threat of defaults. On a housekeeping note, I should mention that the Desk recently established trading relationships with three firms that had been added previously to the primary dealer list--Dillon Read, Barclays de Zoete Wedd, and UBS Securities. At the same time there are rumblings that some other primary dealer firms, discouraged with their poor profitability record, may withdraw from active market making or perhaps seek to sell their operations which under our guidelines would entail at least temporary de-listing as a primary dealer. 	6	61	0.0	0.0	999.0
